track_uri,term,index,as_of_date
spotify:track:1ULdASrNy5rurl1TZfFaMP,medium_term,2,2023-11-04
spotify:track:6nICBdDevG4NZysIqDFPEa,medium_term,3,2023-11-04
spotify:track:3dbLT62Cvs46Ju7a8gpr36,medium_term,4,2023-11-04
spotify:track:3cGp1jXxLReLKz7QgVbWZR,medium_term,5,2023-11-04
spotify:track:58ItBuVuKc03DvqSeZFnH1,medium_term,6,2023-11-04
spotify:track:3r8RuvgbX9s7ammBn07D3W,medium_term,7,2023-11-04
spotify:track:4wQDjZtXjsFtU3BLSiIH4t,medium_term,8,2023-11-04
spotify:track:396FqjKmViUZ92Wmm4rx3i,medium_term,9,2023-11-04
spotify:track:56Yxkm62GtEpnPyG7TvwLY,medium_term,10,2023-11-04
spotify:track:0mlxHb4jbPr1PUBUv0WHRS,medium_term,11,2023-11-04
spotify:track:1abAIeSQCbdPcxWgiwDOmL,medium_term,12,2023-11-04
spotify:track:2nfluhFVrO5OBXPzRWlwlz,medium_term,13,2023-11-04
spotify:track:6stcJnJHPO8RrYx5LLz5OP,medium_term,14,2023-11-04
spotify:track:7eBpUuPnDTfbeP1P4P93CS,medium_term,15,2023-11-04
spotify:track:0nwTMzpatarzvLvtwwzdCt,medium_term,16,2023-11-04
spotify:track:4sRQg2aoec0VIvQ7GZPGMy,medium_term,17,2023-11-04
spotify:track:2TZTpkpnDIKUOfU6riqCfE,medium_term,18,2023-11-04
spotify:track:2oBMZYteeO8DyXV9gDx6Za,medium_term,19,2023-11-04
spotify:track:46wDG6evLn2iPoQ0F8CUWk,medium_term,20,2023-11-04
spotify:track:5ICowHre7VraSKaRw3do8N,medium_term,21,2023-11-04
spotify:track:3OC2C8IpFhbUJTeMe55QYn,medium_term,22,2023-11-04
spotify:track:7mpdNiaQvygj2rHoxkzMfa,medium_term,23,2023-11-04
spotify:track:73pehvxZUb87PhgyJJpTlw,medium_term,24,2023-11-04
spotify:track:4BSluGpjdLQihMmKgHXMxp,medium_term,25,2023-11-04
spotify:track:1o844wI52S3TjXGBwvGcc7,medium_term,26,2023-11-04
spotify:track:6fzio74FGqFFsenYkbGPzR,medium_term,27,2023-11-04
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,medium_term,28,2023-11-04
spotify:track:1IgRQvTqj7BKjNWRzjFEE0,medium_term,29,2023-11-04
spotify:track:3UKKwGrpWWamc0XNSKXjmz,medium_term,30,2023-11-04
spotify:track:3zhbXKFjUDw40pTYyCgt1Y,medium_term,31,2023-11-04
spotify:track:3h7WIL3B6nP3171zl6HWj8,medium_term,32,2023-11-04
spotify:track:6TBJkXHPhu3EsMk1bshwuI,medium_term,33,2023-11-04
spotify:track:6P3CtlzTKLxcNYGOS3es8m,medium_term,34,2023-11-04
spotify:track:2th6UWbfVz3hsSDzQAKqy2,medium_term,35,2023-11-04
spotify:track:0IGUXY4JbK18bu9oD4mPIm,medium_term,36,2023-11-04
spotify:track:1dfsPqH09vnzUWEOsN98Ex,medium_term,37,2023-11-04
spotify:track:5yGTiC0ypN09P4Nl6tE3FY,medium_term,38,2023-11-04
spotify:track:0rTXn4ovXalJGkJMx5hsnX,medium_term,39,2023-11-04
spotify:track:1qNk7XPTbyuO4bsDl0T6nN,medium_term,40,2023-11-04
spotify:track:2DmRXiyn03tOqKgEJXlaiJ,medium_term,41,2023-11-04
spotify:track:6koMMQlsRWBwHZXdtWxgUk,medium_term,42,2023-11-04
spotify:track:0Eglu3fErlG196PtTwCUPM,medium_term,43,2023-11-04
spotify:track:4hfF0FOFcaiOtwY3NP5hnv,medium_term,44,2023-11-04
spotify:track:3IQ9FJ2cMVQtger5ZhgCaj,medium_term,45,2023-11-04
spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,medium_term,46,2023-11-04
spotify:track:3fcDHjyxOQoGV4UuMdagu0,medium_term,47,2023-11-04
spotify:track:60Uio68M57PwKEgZxSutL6,medium_term,48,2023-11-04
spotify:track:296nXCOv97WJNRWzIBQnoj,medium_term,49,2023-11-04
spotify:track:0XuepwFJUcKN8T5zTqoP0F,medium_term,50,2023-11-04
spotify:track:4g6ZT8vgKNq4iyEbezr3yI,short_term,1,2023-11-04
spotify:track:3XF5xLJHOQQRbWya6hBp7d,short_term,2,2023-11-04
spotify:track:4z5aqQOYYsvjXuXjjhKVJ2,short_term,3,2023-11-04
spotify:track:6OrYF7BHkbsfhxEMQfwBvV,short_term,4,2023-11-04
spotify:track:1PVluFXbdOTv29475JS2Mj,short_term,5,2023-11-04
spotify:track:0COqiPhxzoWICwFCS4eZcp,short_term,6,2023-11-04
spotify:track:3IQ9FJ2cMVQtger5ZhgCaj,short_term,7,2023-11-04
spotify:track:3QSjVPObHxuAJc3E5nrjRn,short_term,8,2023-11-04
spotify:track:3iCW396ZgMwoAzi1uglI9r,short_term,9,2023-11-04
spotify:track:4xc3JpkI8kxLwk1SJafjzh,short_term,10,2023-11-04
spotify:track:4xjVP2Vogo0C72o6Nevq0W,short_term,11,2023-11-04
spotify:track:5QW673bbf5BnFQcULXUUE5,short_term,12,2023-11-04
spotify:track:6c1QaQHdDhtFMfUkhueuXK,short_term,13,2023-11-04
spotify:track:2jDpV2QgvMjQXydP46Ayx4,short_term,14,2023-11-04
spotify:track:396FqjKmViUZ92Wmm4rx3i,short_term,15,2023-11-04
spotify:track:2k44rKotfi2k55hwwiCImN,short_term,16,2023-11-04
spotify:track:58ItBuVuKc03DvqSeZFnH1,short_term,17,2023-11-04
spotify:track:14jjsKr5HwNhZ18MJR5hYn,short_term,18,2023-11-04
spotify:track:3KvMgB5V1FvQTCvvHz5aiO,short_term,19,2023-11-04
spotify:track:3SifPlW12FRs8OQP2VkXSi,short_term,20,2023-11-04
spotify:track:4I7QHqHq3luA1ygpWZqqBV,short_term,21,2023-11-04
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,short_term,22,2023-11-04
spotify:track:6adPuBjUw3Zh6wK27d8Rgv,short_term,23,2023-11-04
spotify:track:7mpdNiaQvygj2rHoxkzMfa,short_term,24,2023-11-04
spotify:track:03HYOtfzbzx0HPHMcfLFOe,short_term,25,2023-11-04
spotify:track:06O3hxudc6V0BOuoCFSy71,short_term,26,2023-11-04
spotify:track:0Eglu3fErlG196PtTwCUPM,short_term,27,2023-11-04
spotify:track:0NhHFXC06r5kK1rTUuOjxM,short_term,28,2023-11-04
spotify:track:0deWmYkaZHaElUm15oVXkE,short_term,29,2023-11-04
spotify:track:0r2Bul2NuCViraT2zX1l5j,short_term,30,2023-11-04
spotify:track:0yB4jrSwN0bFtFRDR5vyMj,short_term,31,2023-11-04
spotify:track:1Q6lzzQHM5dvtTCwcfeKDy,short_term,32,2023-11-04
spotify:track:1d8Arh7PushRWWJRs41rSa,short_term,33,2023-11-04
spotify:track:1kuGVB7EU95pJObxwvfwKS,short_term,34,2023-11-04
spotify:track:26YMXkyHGrOQQUl2E4upkv,short_term,35,2023-11-04
spotify:track:27SBSNDFapgMmwvJTMZCYD,short_term,36,2023-11-04
spotify:track:2lmk1MaysnnDt4ct8M60Vr,short_term,37,2023-11-04
spotify:track:2pSOUHBQXkN3fS2TAJHhfR,short_term,38,2023-11-04
spotify:track:2th6UWbfVz3hsSDzQAKqy2,short_term,39,2023-11-04
spotify:track:32Yza17xuVSKayVyPcG79I,short_term,40,2023-11-04
spotify:track:3IJCSQoLF4YzPAKaxq2JLb,short_term,41,2023-11-04
spotify:track:3ODnfFXZP7hLp2fn2KpGGG,short_term,42,2023-11-04
spotify:track:3VqP1DVYFoS6sLhPbEtifi,short_term,43,2023-11-04
spotify:track:42tFTth2jcF7iSo0RBjfJF,short_term,44,2023-11-04
spotify:track:48RrDBpOSSl1aLVCalGl5C,short_term,45,2023-11-04
spotify:track:4Y0EawuG8OtyYNyJulWnDu,short_term,46,2023-11-04
spotify:track:4hfF0FOFcaiOtwY3NP5hnv,short_term,47,2023-11-04
spotify:track:4sQAUIV88jrWg3I2cjBckE,short_term,48,2023-11-04
spotify:track:5BKdJVtzkF4b3hleo541Po,short_term,49,2023-11-04
spotify:track:5MwfxCtqMFGYp9Nc1BkTrS,short_term,50,2023-11-04
spotify:track:24nK8tW7Pt3Inh2utttuoG,long_term,1,2023-10-31
spotify:track:3dbLT62Cvs46Ju7a8gpr36,long_term,2,2023-10-31
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,long_term,3,2023-10-31
spotify:track:1XnpzbOGptRwfJhZgLbmSr,long_term,4,2023-10-31
spotify:track:0ZeGfEAL5Rl4pd5LZBGuEK,long_term,5,2023-10-31
spotify:track:1exnDFdC34GyBcaLt9ZJfX,long_term,6,2023-10-31
spotify:track:5HiSc2ZCGn8L3cH3qSwzBT,long_term,7,2023-10-31
spotify:track:6hvczQ05jc1yGlp9zhb95V,long_term,8,2023-10-31
spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,long_term,9,2023-10-31
spotify:track:1VjIS4qoyD6JS2rNZQgE00,long_term,10,2023-10-31
spotify:track:7qq0EOPW4RRlqdvMBmdd73,long_term,11,2023-10-31
spotify:track:5QGooKayQPVZMUDc8Qt3Dm,long_term,12,2023-10-31
spotify:track:4SFknyjLcyTLJFPKD2m96o,long_term,13,2023-10-31
spotify:track:4BSluGpjdLQihMmKgHXMxp,long_term,14,2023-10-31
spotify:track:4as4XEOR03oGm1STUKl6pa,long_term,15,2023-10-31
spotify:track:37ZtpRBkHcaq6hHy0X98zn,long_term,16,2023-10-31
spotify:track:6mavVLsxaa4YcPje9qZKcf,long_term,17,2023-10-31
spotify:track:6rcn967QN5JtkPOBDwYIuT,long_term,18,2023-10-31
spotify:track:7CZRguMolNqIobnXxpV735,long_term,19,2023-10-31
spotify:track:1t2qYCAjUAoGfeFeoBlK51,long_term,20,2023-10-31
spotify:track:2ezKXygNO30pXyDQXkm6oD,long_term,21,2023-10-31
spotify:track:64iDjAuWDogVhuoWhKklF9,long_term,22,2023-10-31
spotify:track:3OC2C8IpFhbUJTeMe55QYn,long_term,23,2023-10-31
spotify:track:16BS342F89MDqouSxgLaUK,long_term,24,2023-10-31
spotify:track:6u0pZe0Uv7GBR0iKptfWRf,long_term,25,2023-10-31
spotify:track:1OBb2wZMXKNmtdyyejLIyL,long_term,26,2023-10-31
spotify:track:46wDG6evLn2iPoQ0F8CUWk,long_term,27,2023-10-31
spotify:track:56Yxkm62GtEpnPyG7TvwLY,long_term,28,2023-10-31
spotify:track:26EM9sZnQkLLQxixGd88KE,long_term,29,2023-10-31
spotify:track:1TUkEXQrskATO9SoB4QMUN,long_term,30,2023-10-31
spotify:track:5xrtzzzikpG3BLbo4q1Yul,long_term,31,2023-10-31
spotify:track:5vCuawHQ8Poch1odz9JDpB,long_term,32,2023-10-31
spotify:track:0U9jNoTJeTxXToakhsb7pV,long_term,33,2023-10-31
spotify:track:5Z4aqpT39KpY8gbHoJWdou,long_term,34,2023-10-31
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,long_term,35,2023-10-31
spotify:track:0lYtIvI7bO51PZSeK22Mbz,long_term,36,2023-10-31
spotify:track:405SQUJdQut02dxtuQ0CZ3,long_term,37,2023-10-31
spotify:track:4xjVP2Vogo0C72o6Nevq0W,long_term,38,2023-10-31
spotify:track:6ZQmJVUuXk1Q27d8vkmgm8,long_term,39,2023-10-31
spotify:track:0yB4jrSwN0bFtFRDR5vyMj,long_term,40,2023-10-31
spotify:track:2hJS7BdEaH9Jo8MeJujsHT,long_term,41,2023-10-31
spotify:track:2iW0q5jJJT5HKlIs25AAgv,long_term,42,2023-10-31
spotify:track:0nwTMzpatarzvLvtwwzdCt,long_term,43,2023-10-31
spotify:track:3JBnDOUd18QKjDqSYuOfpm,long_term,44,2023-10-31
spotify:track:3IQ9FJ2cMVQtger5ZhgCaj,long_term,45,2023-10-31
spotify:track:396FqjKmViUZ92Wmm4rx3i,long_term,46,2023-10-31
spotify:track:308Ir17KlNdlrbVLHWhlLe,long_term,47,2023-10-31
spotify:track:6NEoeBLQbOMw92qMeLfI40,long_term,48,2023-10-31
spotify:track:37LhFxchiyAJVop5JgRZgY,long_term,49,2023-10-31
spotify:track:5elW2CKSoqjYoJ32AGDxf1,long_term,50,2023-10-31
spotify:track:3q5qpprtugUIEPExuI7tRD,medium_term,1,2023-10-31
spotify:track:1ULdASrNy5rurl1TZfFaMP,medium_term,2,2023-10-31
spotify:track:6nICBdDevG4NZysIqDFPEa,medium_term,3,2023-10-31
spotify:track:3dbLT62Cvs46Ju7a8gpr36,medium_term,4,2023-10-31
spotify:track:3cGp1jXxLReLKz7QgVbWZR,medium_term,5,2023-10-31
spotify:track:58ItBuVuKc03DvqSeZFnH1,medium_term,6,2023-10-31
spotify:track:7eBpUuPnDTfbeP1P4P93CS,medium_term,7,2023-10-31
spotify:track:0mlxHb4jbPr1PUBUv0WHRS,medium_term,8,2023-10-31
spotify:track:3r8RuvgbX9s7ammBn07D3W,medium_term,9,2023-10-31
spotify:track:4wQDjZtXjsFtU3BLSiIH4t,medium_term,10,2023-10-31
spotify:track:396FqjKmViUZ92Wmm4rx3i,medium_term,11,2023-10-31
spotify:track:56Yxkm62GtEpnPyG7TvwLY,medium_term,12,2023-10-31
spotify:track:1abAIeSQCbdPcxWgiwDOmL,medium_term,13,2023-10-31
spotify:track:2nfluhFVrO5OBXPzRWlwlz,medium_term,14,2023-10-31
spotify:track:6stcJnJHPO8RrYx5LLz5OP,medium_term,15,2023-10-31
spotify:track:0nwTMzpatarzvLvtwwzdCt,medium_term,16,2023-10-31
spotify:track:4sRQg2aoec0VIvQ7GZPGMy,medium_term,17,2023-10-31
spotify:track:2TZTpkpnDIKUOfU6riqCfE,medium_term,18,2023-10-31
spotify:track:2oBMZYteeO8DyXV9gDx6Za,medium_term,19,2023-10-31
spotify:track:1o844wI52S3TjXGBwvGcc7,medium_term,20,2023-10-31
spotify:track:46wDG6evLn2iPoQ0F8CUWk,medium_term,21,2023-10-31
spotify:track:5ICowHre7VraSKaRw3do8N,medium_term,22,2023-10-31
spotify:track:3OC2C8IpFhbUJTeMe55QYn,medium_term,23,2023-10-31
spotify:track:73pehvxZUb87PhgyJJpTlw,medium_term,24,2023-10-31
spotify:track:7mpdNiaQvygj2rHoxkzMfa,medium_term,25,2023-10-31
spotify:track:4BSluGpjdLQihMmKgHXMxp,medium_term,26,2023-10-31
spotify:track:6LGcOydwjfaquaRgJwlPkK,medium_term,27,2023-10-31
spotify:track:6fzio74FGqFFsenYkbGPzR,medium_term,28,2023-10-31
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,medium_term,29,2023-10-31
spotify:track:1IgRQvTqj7BKjNWRzjFEE0,medium_term,30,2023-10-31
spotify:track:3UKKwGrpWWamc0XNSKXjmz,medium_term,31,2023-10-31
spotify:track:3zhbXKFjUDw40pTYyCgt1Y,medium_term,32,2023-10-31
spotify:track:3h7WIL3B6nP3171zl6HWj8,medium_term,33,2023-10-31
spotify:track:6TBJkXHPhu3EsMk1bshwuI,medium_term,34,2023-10-31
spotify:track:6P3CtlzTKLxcNYGOS3es8m,medium_term,35,2023-10-31
spotify:track:2th6UWbfVz3hsSDzQAKqy2,medium_term,36,2023-10-31
spotify:track:4OSVR8gq2l3ceJiXNR7iiM,medium_term,37,2023-10-31
spotify:track:0IGUXY4JbK18bu9oD4mPIm,medium_term,38,2023-10-31
spotify:track:1dfsPqH09vnzUWEOsN98Ex,medium_term,39,2023-10-31
spotify:track:5yGTiC0ypN09P4Nl6tE3FY,medium_term,40,2023-10-31
spotify:track:0rTXn4ovXalJGkJMx5hsnX,medium_term,41,2023-10-31
spotify:track:6koMMQlsRWBwHZXdtWxgUk,medium_term,42,2023-10-31
spotify:track:0Eglu3fErlG196PtTwCUPM,medium_term,43,2023-10-31
spotify:track:1qNk7XPTbyuO4bsDl0T6nN,medium_term,44,2023-10-31
spotify:track:2DmRXiyn03tOqKgEJXlaiJ,medium_term,45,2023-10-31
spotify:track:4hfF0FOFcaiOtwY3NP5hnv,medium_term,46,2023-10-31
spotify:track:3IQ9FJ2cMVQtger5ZhgCaj,medium_term,47,2023-10-31
spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,medium_term,48,2023-10-31
spotify:track:3fcDHjyxOQoGV4UuMdagu0,medium_term,49,2023-10-31
spotify:track:4OtVQ2ZxS7yigIjGz5yKg1,medium_term,50,2023-10-31
spotify:track:6OrYF7BHkbsfhxEMQfwBvV,short_term,1,2023-10-31
spotify:track:4z5aqQOYYsvjXuXjjhKVJ2,short_term,2,2023-10-31
spotify:track:1PVluFXbdOTv29475JS2Mj,short_term,3,2023-10-31
spotify:track:5QW673bbf5BnFQcULXUUE5,short_term,4,2023-10-31
spotify:track:0COqiPhxzoWICwFCS4eZcp,short_term,5,2023-10-31
spotify:track:3IQ9FJ2cMVQtger5ZhgCaj,short_term,6,2023-10-31
spotify:track:3iCW396ZgMwoAzi1uglI9r,short_term,7,2023-10-31
spotify:track:4g6ZT8vgKNq4iyEbezr3yI,short_term,8,2023-10-31
spotify:track:4xc3JpkI8kxLwk1SJafjzh,short_term,9,2023-10-31
spotify:track:4xjVP2Vogo0C72o6Nevq0W,short_term,10,2023-10-31
spotify:track:6c1QaQHdDhtFMfUkhueuXK,short_term,11,2023-10-31
spotify:track:396FqjKmViUZ92Wmm4rx3i,short_term,12,2023-10-31
spotify:track:2jDpV2QgvMjQXydP46Ayx4,short_term,13,2023-10-31
spotify:track:58ItBuVuKc03DvqSeZFnH1,short_term,14,2023-10-31
spotify:track:2k44rKotfi2k55hwwiCImN,short_term,15,2023-10-31
spotify:track:3SifPlW12FRs8OQP2VkXSi,short_term,16,2023-10-31
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,short_term,17,2023-10-31
spotify:track:03HYOtfzbzx0HPHMcfLFOe,short_term,18,2023-10-31
spotify:track:06O3hxudc6V0BOuoCFSy71,short_term,19,2023-10-31
spotify:track:0Eglu3fErlG196PtTwCUPM,short_term,20,2023-10-31
spotify:track:0deWmYkaZHaElUm15oVXkE,short_term,21,2023-10-31
spotify:track:0r2Bul2NuCViraT2zX1l5j,short_term,22,2023-10-31
spotify:track:0yB4jrSwN0bFtFRDR5vyMj,short_term,23,2023-10-31
spotify:track:14jjsKr5HwNhZ18MJR5hYn,short_term,24,2023-10-31
spotify:track:1Q6lzzQHM5dvtTCwcfeKDy,short_term,25,2023-10-31
spotify:track:1d8Arh7PushRWWJRs41rSa,short_term,26,2023-10-31
spotify:track:1kuGVB7EU95pJObxwvfwKS,short_term,27,2023-10-31
spotify:track:26YMXkyHGrOQQUl2E4upkv,short_term,28,2023-10-31
spotify:track:27SBSNDFapgMmwvJTMZCYD,short_term,29,2023-10-31
spotify:track:2KXEE2MsPZLmT38XiyAOpH,short_term,30,2023-10-31
spotify:track:2fJ70dRX7J4jiVxKUQQp7C,short_term,31,2023-10-31
spotify:track:2lmk1MaysnnDt4ct8M60Vr,short_term,32,2023-10-31
spotify:track:2pSOUHBQXkN3fS2TAJHhfR,short_term,33,2023-10-31
spotify:track:2th6UWbfVz3hsSDzQAKqy2,short_term,34,2023-10-31
spotify:track:32Yza17xuVSKayVyPcG79I,short_term,35,2023-10-31
spotify:track:3IJCSQoLF4YzPAKaxq2JLb,short_term,36,2023-10-31
spotify:track:3KvMgB5V1FvQTCvvHz5aiO,short_term,37,2023-10-31
spotify:track:3ODnfFXZP7hLp2fn2KpGGG,short_term,38,2023-10-31
spotify:track:3QSjVPObHxuAJc3E5nrjRn,short_term,39,2023-10-31
spotify:track:3VqP1DVYFoS6sLhPbEtifi,short_term,40,2023-10-31
spotify:track:3XF5xLJHOQQRbWya6hBp7d,short_term,41,2023-10-31
spotify:track:42tFTth2jcF7iSo0RBjfJF,short_term,42,2023-10-31
spotify:track:48RrDBpOSSl1aLVCalGl5C,short_term,43,2023-10-31
spotify:track:4I7QHqHq3luA1ygpWZqqBV,short_term,44,2023-10-31
spotify:track:4Y0EawuG8OtyYNyJulWnDu,short_term,45,2023-10-31
spotify:track:4hfF0FOFcaiOtwY3NP5hnv,short_term,46,2023-10-31
spotify:track:4sQAUIV88jrWg3I2cjBckE,short_term,47,2023-10-31
spotify:track:5BKdJVtzkF4b3hleo541Po,short_term,48,2023-10-31
spotify:track:5CA3D0Tch1x4sky45aOcEq,short_term,49,2023-10-31
spotify:track:5PYR7g3AmuYE5Yaay7s3us,short_term,50,2023-10-31
spotify:track:24nK8tW7Pt3Inh2utttuoG,long_term,1,2023-10-28
spotify:track:3dbLT62Cvs46Ju7a8gpr36,long_term,2,2023-10-28
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,long_term,3,2023-10-28
spotify:track:1XnpzbOGptRwfJhZgLbmSr,long_term,4,2023-10-28
spotify:track:0ZeGfEAL5Rl4pd5LZBGuEK,long_term,5,2023-10-28
spotify:track:1exnDFdC34GyBcaLt9ZJfX,long_term,6,2023-10-28
spotify:track:5HiSc2ZCGn8L3cH3qSwzBT,long_term,7,2023-10-28
spotify:track:6hvczQ05jc1yGlp9zhb95V,long_term,8,2023-10-28
spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,long_term,9,2023-10-28
spotify:track:1VjIS4qoyD6JS2rNZQgE00,long_term,10,2023-10-28
spotify:track:7qq0EOPW4RRlqdvMBmdd73,long_term,11,2023-10-28
spotify:track:5QGooKayQPVZMUDc8Qt3Dm,long_term,12,2023-10-28
spotify:track:4SFknyjLcyTLJFPKD2m96o,long_term,13,2023-10-28
spotify:track:4BSluGpjdLQihMmKgHXMxp,long_term,14,2023-10-28
spotify:track:4as4XEOR03oGm1STUKl6pa,long_term,15,2023-10-28
spotify:track:37ZtpRBkHcaq6hHy0X98zn,long_term,16,2023-10-28
spotify:track:6mavVLsxaa4YcPje9qZKcf,long_term,17,2023-10-28
spotify:track:6rcn967QN5JtkPOBDwYIuT,long_term,18,2023-10-28
spotify:track:7CZRguMolNqIobnXxpV735,long_term,19,2023-10-28
spotify:track:1t2qYCAjUAoGfeFeoBlK51,long_term,20,2023-10-28
spotify:track:2ezKXygNO30pXyDQXkm6oD,long_term,21,2023-10-28
spotify:track:64iDjAuWDogVhuoWhKklF9,long_term,22,2023-10-28
spotify:track:3OC2C8IpFhbUJTeMe55QYn,long_term,23,2023-10-28
spotify:track:16BS342F89MDqouSxgLaUK,long_term,24,2023-10-28
spotify:track:6u0pZe0Uv7GBR0iKptfWRf,long_term,25,2023-10-28
spotify:track:1OBb2wZMXKNmtdyyejLIyL,long_term,26,2023-10-28
spotify:track:46wDG6evLn2iPoQ0F8CUWk,long_term,27,2023-10-28
spotify:track:56Yxkm62GtEpnPyG7TvwLY,long_term,28,2023-10-28
spotify:track:26EM9sZnQkLLQxixGd88KE,long_term,29,2023-10-28
spotify:track:1TUkEXQrskATO9SoB4QMUN,long_term,30,2023-10-28
spotify:track:5xrtzzzikpG3BLbo4q1Yul,long_term,31,2023-10-28
spotify:track:5vCuawHQ8Poch1odz9JDpB,long_term,32,2023-10-28
spotify:track:0U9jNoTJeTxXToakhsb7pV,long_term,33,2023-10-28
spotify:track:5Z4aqpT39KpY8gbHoJWdou,long_term,34,2023-10-28
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,long_term,35,2023-10-28
spotify:track:0lYtIvI7bO51PZSeK22Mbz,long_term,36,2023-10-28
spotify:track:405SQUJdQut02dxtuQ0CZ3,long_term,37,2023-10-28
spotify:track:4xjVP2Vogo0C72o6Nevq0W,long_term,38,2023-10-28
spotify:track:6ZQmJVUuXk1Q27d8vkmgm8,long_term,39,2023-10-28
spotify:track:0yB4jrSwN0bFtFRDR5vyMj,long_term,40,2023-10-28
