name,popularity,explicit,duration_ms,uri,album_uri,isrc
I'd Like To,0,False,264786,spotify:track:3VPjsDRsPu26BK1cUYQYz6,spotify:album:0AmRRsaQVm5noeAB6LF8yA,USE830901048
Love Me Do - Remastered 2009,70,False,141693,spotify:track:3VbGCXWRiouAq8VyMYN2MI,spotify:album:3KzAvEXcqJKBF97HrXwlgf,GBAYE0601417
Need to Know,81,True,210560,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,spotify:album:1nAQbHeOWTfQzbOoFrvndW,USRC12101120
Finesse - Remix; feat. Cardi B,77,False,217288,spotify:track:3Vo4wInECJQuz9BIBMOu8i,spotify:album:3mumK2ar9b4JPhVOZR0V2p,USAT21705441
Put It Straight - Nightmare Version,48,False,256493,spotify:track:3VqP1DVYFoS6sLhPbEtifi,spotify:album:75ii7SGF9jbD1ireJ0CeNI,KRA491900985
Butter,2,False,164441,spotify:track:3VqeTFIvhxu3DIe4eZVzGq,spotify:album:2BDhPi2XCYujYxU6VM0QaD,QM6MZ2156864
"Tchaikovsky: Swan Lake, Op. 20, Act 3: No. 21, Spanish Dance",38,False,150040,spotify:track:3Vulgn0kOld0a561mg7yt4,spotify:album:7dVA06E7AP7P7VzPyNxQVO,GBAYC0702177
"24 Préludes, Op. 28: No. 21 in B-Flat Major: Cantabile",5,False,106666,spotify:track:3WCamrmSMc9lwnY7GygErR,spotify:album:0yCrQ6dCqiI6ldqI8LPqWB,GBF077840221
"Concerto for Orchestra, Sz. 116: 3. Elegia (Andante, non troppo)",15,False,494280,spotify:track:3WEuXrfUf7meRWvdklzN8I,spotify:album:317b74rpNBO2uhaJFyMaxJ,DEF056500133
La Vie En Rose,57,False,179760,spotify:track:3WKnfkgwrARwElktHSU5Ik,spotify:album:4sLtOBOzn4s3GDUv3c5oJD,USUM71813186
Highway to Heaven - English Version,52,False,200573,spotify:track:3WNuXdBxk8tQ2VI020dqvE,spotify:album:4et1GgNRTOx3xpK81Z0iOn,KRA301900288
Rover,76,False,174506,spotify:track:3WUyu94psXrYV6HZbXgcFA,spotify:album:5gzd4IZ9KTwW6Hhgll1K7U,KRA302300058
La Vie en Rose,68,False,218993,spotify:track:3WfaJhCL4p2JbdffJjV6Va,spotify:album:5Fl13rfH2DRRTo6OV4ecJY,KRA871800019
Let It Go,0,False,263173,spotify:track:3WgDY81htmhTtSh7VWIl60,spotify:album:2wDs6jkrCEPBJLnLLFWt7J,QZ22B1767109
"Horn Concerto No. 4 in E-Flat Major, K. 495: II. Romanza. Andante",2,False,291560,spotify:track:3Widrk9yGTZaiZHlSso73E,spotify:album:1HSJhsMIW2EDD4YSSkbc9e,DEF056802422
"For Good - From ""Wicked"" Original Broadway Cast Recording/2003",53,False,306893,spotify:track:3WkgLAd7jGX3sZikfkF0lU,spotify:album:1woCvthHJakakroP6dXNxs,USUMC0300225
Master Of The House,42,False,288520,spotify:track:3WoatVXvmr0qK7xVcVIyPi,spotify:album:0I6Bl1dVB1hQsSoQF6KuTg,GBUM71207813
Beggin',85,False,211560,spotify:track:3Wrjm47oTz2sjIgck11l5e,spotify:album:2qJw6w5XwQO0PQlSWPu7Tw,ITB001700846
What Do I Call You,57,False,167746,spotify:track:3Wu4lFjkhcXxB6WWaX9gtr,spotify:album:70XJeDlFe1LmZo1lyFKyq3,KRA302000625
I Walk the Line - Stereo Version,51,False,154173,spotify:track:3X9tJw6z5LowFx339fhTvu,spotify:album:1kd7QnBNMg5kygoclVuDqZ,USSM16401289
you should see me in a crown,78,False,180952,spotify:track:3XF5xLJHOQQRbWya6hBp7d,spotify:album:0S0KGZnfBGSIssfF54WSJh,USUM71810049
If I Ain't Got You,83,False,228706,spotify:track:3XVBdLihbNbxUwZosxcGuJ,spotify:album:6TqRKHLjDu5QZuC8u5Woij,USJAY0300452
"4 Motets pour le temps de Noël, FP 152: No. 3, Videntes stellam",2,False,150520,spotify:track:3XXHrDeM03ViHGcesNVwfL,spotify:album:6czmOzWnyfS71jDpRxZDam,CZA167201004
FEVER,46,False,173925,spotify:track:3XXLPdFK8PzlmRwwIsdxpe,spotify:album:1AF9DPA6J8zveFttZ247O0,US5TA1900101
Up!,61,False,192026,spotify:track:3XZAvh2NCDQYHgJei35VQ1,spotify:album:0yMosWzriw3613d26x7MQK,KRA492200547
Djadja,0,False,171133,spotify:track:3XfnssSD9HMQ9LhVOJvXTE,spotify:album:76VGIFOKrF1rba6Xznep45,FRZ041800369
운명 The Chance of Love,48,False,207133,spotify:track:3XzxHvEomjJIKZcZqYfFut,spotify:album:0ipyHYAE0cMf4aDJNIDIU1,KRA301800128
Glitch,55,False,224837,spotify:track:3Xzyta15TXF33ggEjA5FxN,spotify:album:3tTjCEJSxnjuVH2ztkCY03,KRA382204215
El Pastor,35,False,310046,spotify:track:3Y2wHKbmVFQK7Br1EfzKGY,spotify:album:63PgGSb6ZkwPVfMZVOhObO,QM4TW1831996
"String Quartet No. 3 in D Major, Op. 18: III. Allegro",10,False,158533,spotify:track:3YHXYUEz37g5r42bPc73bB,spotify:album:37iUq5Dekt8uP5itTiVs2Q,FRZ141430030
God is a Woman,2,False,239414,spotify:track:3YL6rePe5HfzyxkJJta9CR,spotify:album:1eKkeTIlePsRpKkQre78tT,QZGWX2115723
First Time,53,False,182946,spotify:track:3YdqewCLgGsFhruA3EhILy,spotify:album:00vb6sViDbJLmLLchfbRh4,US5TA2100023
"24 Préludes, Op. 28: No. 11 in B Major: Vivace",6,False,41853,spotify:track:3YhQthjnOeJquPn2f1c93j,spotify:album:0yCrQ6dCqiI6ldqI8LPqWB,GBF077840211
Twenty-three,54,False,194325,spotify:track:3YkDslZvvMixTwgDId0aYB,spotify:album:3rMvAe0zU0pJRnRa7Rfc1U,KRA381500393
Frost,60,False,194771,spotify:track:3Yp61j6axuQe4nxYWvbOXy,spotify:album:5Zdr9vactwnJH4Vpe9Mid9,USA2P2108448
Stay Gold,64,False,243266,spotify:track:3Ys2PYl1wyPKQIwyqhP9cQ,spotify:album:1nScVw87kRJiT2bg2Kswhp,JPPO02001470
Into the Unknown,75,False,194848,spotify:track:3Z0oQ8r78OUaHvGPiDBR3W,spotify:album:4M07HWIlZr7zoXoxDHR5mz,USWD11994667
I Want You (She's So Heavy) - Remastered 2009,64,False,467320,spotify:track:3Z25k4ZF6QENy2d9YatsM5,spotify:album:0ETFjACtuP2ADo6LFhL6HN,GBAYE0601695
Hot In It (feat. Charli XCX),55,False,129817,spotify:track:3Z7CaxQkqbIs1rewKi6v4W,spotify:album:6R7Yy0sY9N8PNUhseegr2Q,CYA112001102
everything i wanted,86,False,245425,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,spotify:album:4i3rAwPw7Ln2YrKDusaWyT,USUM71922577
Hips Don't Lie (feat. Wyclef Jean),86,False,218093,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,spotify:album:5ppnlEoj4HdRRdRihnY3jU,USSM10600677
Can't Stop,86,False,269000,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,spotify:album:6deiaArbeoqp1xPEGdEKp1,USWB10201694
"Symphony No. 40 in G Minor, K. 550: III. Menuetto. Allegretto",20,False,264391,spotify:track:3ZbnjLCpvVdSThFWbfRJrf,spotify:album:3WHqaCZ66SWzL7LyYnrn9y,QMEU31516830
Fire,44,False,229627,spotify:track:3Zx5ylimOCecAT0yai8sPK,spotify:album:5x2sDapUIdq0qk1ezff3gm,USSM11809220
Fly As Me,63,False,219389,spotify:track:3a6FcTyvSf0ED3VXeH3PJ5,spotify:album:1YgekJJTEueWDaMr7BYqPk,USAT22106191
Into The Abyss,0,False,182844,spotify:track:3aBbunGtgB2Ng5rIG7QtCj,spotify:album:0OLyahO2nuY0qQKoykd7Vy,KRA491900314
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 14d, Pas de deux. Coda",54,False,84853,spotify:track:3aBr1vgaFH9QlMIXQBx9f5,spotify:album:54Awn36ryf55PkZyOR4iwQ,GBAYC1000879
I've Got You Under My Skin - Remastered 1998,68,False,223760,spotify:track:3aEJMh1cXKEjgh52claxQp,spotify:album:4kca7vXd1Wo5GE2DMafvMc,USCA29800426
Devil,57,False,177000,spotify:track:3aG0gbuvZ1VeVm68d4J6Yq,spotify:album:1HpLXN8RRy1lHO3jckCTkN,KRA391900035
砂の惑星 ( + 初音ミク ),56,False,240026,spotify:track:3aYz5EBaRTWLpsfyUIsQyX,spotify:album:1mvoieMR8Dwiy7S052ihoC,JPU901702916
Summer,45,False,251033,spotify:track:3aeZV1y0ck9CMIUIdeOjBj,spotify:album:0hwXFwuvVfZwn6asTargTD,KRMIM2121857
Hässlich,79,False,136360,spotify:track:3an1JVi8OsE0aG6dMS4Pes,spotify:album:0Xsdw4O63MRbnZn81z7Uws,DEA622301553
"Piano Sonata No. 12 in A flat, Op. 26: 3. Marcia funebre sulla morte d'un Eroe",2,False,370826,spotify:track:3ao7nFG8rHS8OYbCvA0Cuo,spotify:album:7xbsSOswKgms1fUFuwKArz,GBF077810563
Cara Italia,56,True,244324,spotify:track:3atDsUhlUgDlQQrI0XFh7I,spotify:album:3E3S8FQudapOj9Mpxc5v3N,IT4U11800059
The Red Shoes,45,False,254249,spotify:track:3atsk5EWI5fNxLMIJnfYfJ,spotify:album:2QcuXvQBWv1ZKyQtEhLbFe,KRA381205195
Countdown,65,False,212146,spotify:track:3axkNosdVQLZiq1HakuGhc,spotify:album:1gIC63gC3B7o7FfpPACZQJ,USSM11102909
TFW (That Feeling When),66,False,197795,spotify:track:3bI34Ts8OMPfIpoPqzyZgM,spotify:album:5J8MNLLViH5zqM6VoGErz8,USA2P2228072
"13 Preludes, Op. 32: No. 5 in G Major: Moderato",0,False,179506,spotify:track:3bKoITIhcQfjzAvhQn3NCU,spotify:album:1vlnwUAidj7bEmRhsq4zTv,HKI190713716
Whitacre: Three Songs Of Faith: I Will Wade Out,20,False,163520,spotify:track:3bMGaK0AfpU3J321Mlm553,spotify:album:2hnquPCPDsr3Srk64rdeVS,GBUM71026532
Free Fall,45,False,179226,spotify:track:3bW8vRr2qQwtmz46OEPZKk,spotify:album:64EGnoCD5NuC41OqQ3E7UK,US5TA2200036
See Tình,57,False,185002,spotify:track:3bZGGKrMQLDGg18y2QqKFF,spotify:album:1AttOIOFrGkOPNSq5mB4pd,VNA0R2000510
﻿Bubble (English Ver.),47,False,179253,spotify:track:3bcqk74mnFzQF2bfOMG7iK,spotify:album:4P5wnRQTBnnjNbjt7A6S6x,KRA382318574
"Préludes Book 1, L. 117: IV. Minstrels",25,False,140000,spotify:track:3bnmqzWtNWzWaUqaUWl0dJ,spotify:album:4O5tv6jrLH80bmll46xEEe,GBAJU8800199
Jackie Onassis,0,False,293142,spotify:track:3btnA7GWKvQjFlfsrjuWk9,spotify:album:3RaVt6xWjSVMFrMdLqoDrN,CAN112000190
"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio",14,False,140666,spotify:track:3bvUD0brjrqPYapZxGBsu3,spotify:album:4YpaKMCcb65yOoee75UUOh,GBAYC0702400
"Piano Sonata No. 22 in F, Op. 54: 1. In Tempo d'un Menuetto",2,False,354866,spotify:track:3by3Ot4t6qvbM5m8aARcnU,spotify:album:7xbsSOswKgms1fUFuwKArz,GBF077810581
Stone Cold,69,False,191307,spotify:track:3by8IfnW9dZ2t4pZw1WVxz,spotify:album:56yYgfX6M5FlpETfyZSHkn,USHR11536744
Like Ooh-Ahh,68,False,215080,spotify:track:3c0CJ0DBgsGZ7I79lyx02Z,spotify:album:72WWZVAx6GtSbEeGESwDLo,US5TA1500093
Man in the Mirror - 2012 Remaster,64,False,318680,spotify:track:3c7Ctlw9MKlIQPxRH3fOTt,spotify:album:3Us57CjssWnHjTUIXBuIeH,USSM11204986
Hello,65,False,218880,spotify:track:3cGp1jXxLReLKz7QgVbWZR,spotify:album:37mRfTDwQzVbHihypYY8oE,KRA302100180
Radio,31,False,262651,spotify:track:3cLwHcFj7IFH6RfvErMwom,spotify:album:0hwXFwuvVfZwn6asTargTD,KRMIM2121852
Morningside,34,False,238200,spotify:track:3cqJzS1U23zElTJyXcacm6,spotify:album:2Z9WUERfMjOgQ6ze9TcGbF,USSM10702221
"Divertimento in D, K.334 - Orchestral Version: 3. Menuetto - Trio - Menuetto",0,False,355493,spotify:track:3ctljk3sbkkNUztuLcAekT,spotify:album:1HSJhsMIW2EDD4YSSkbc9e,DEF056500863
LOVE SCENARIO,73,False,209648,spotify:track:3d3ELsqKlQ7WA0a10Isu3l,spotify:album:7th9VLudqM04TpG8hNE1pb,KRA401800015
Gotta Get Over You,12,False,236982,spotify:track:3dBfe2WcNSt3IeJLolbhhm,spotify:album:5YToJrWwzdA6W2NxxDoteE,USCA20400931
"Die Zauberflöte, K.620 / Act 1: Zu Hilfe! Zu Hilfe! (Tamino, Die drei Damen)",1,False,378560,spotify:track:3dFThyBhorrpp8sOOUIS0o,spotify:album:1HSJhsMIW2EDD4YSSkbc9e,DEF058031118
Not For Sale,64,False,181196,spotify:track:3dG1jxbfBIZvzyFwAcsmS0,spotify:album:4LGYBcRsteiXjcPD4QQvxv,USA2P2108332
BANG BANG BANG,69,False,220177,spotify:track:3dI59jLoFMjMAyUAyRZnkE,spotify:album:2SPrl8C8pgSM5gXbAiyJHY,KRA401500556
"Piano Sonata No. 13 in E flat, Op. 27 No. 1: 4. Allegro vivace - Tempo I - Presto",2,False,317400,spotify:track:3dK10JRS2TarLCLWZbo27R,spotify:album:7xbsSOswKgms1fUFuwKArz,GBF077810574
Savage,75,False,238143,spotify:track:3dbLT62Cvs46Ju7a8gpr36,spotify:album:3vyyDkvYWC36DwgZCYd3Wu,KRA302100326
"Piano Quintet in F minor, Op. 34: 4. Finale (poco sostenuto - Allegro non troppo)",9,False,664306,spotify:track:3dhKbOCzyqYX0K9iJ0Vq5M,spotify:album:5nZ5ePGoQZGt1MbGphwqph,DEN960601304
I Feel It Coming,82,False,269186,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,spotify:album:2ODvWsOgouMbaA5xf0RkJe,USUG11601012
"Piano Sonata No. 9 in E, Op. 14 No. 1: 1. Allegro",4,False,326706,spotify:track:3dijT40beX4KWeV7rUqLOP,spotify:album:7xbsSOswKgms1fUFuwKArz,GBF077910911
Nightmare,63,False,175706,spotify:track:3dmZOzXDFXEZXdjPqJJPKt,spotify:album:0VciVDVU6NoqtQ0WAIlTmD,KRA302300484
"Divertimento No. 15 in B-Flat Major, K. 287: 3. Menuetto",1,False,271666,spotify:track:3doNQlb1qU7MRMzWAvdOSK,spotify:album:1HSJhsMIW2EDD4YSSkbc9e,DEF058702794
"thank u, next",83,True,207320,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,spotify:album:2fYhqwDWXjbpjaIJPEfKFw,USUM71819361
Good Old Fashioned Lover Boy,0,False,174293,spotify:track:3e9w80AUq0mT9Nrq471kLx,spotify:album:3f45rzbU4dYQBTV9v5RFBB,GBCEE7600012
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 11, Arrival of Clara and the Nutcracker",55,False,297999,spotify:track:3eHV5kXt0OZmrUTrO8wzMX,spotify:album:54Awn36ryf55PkZyOR4iwQ,GBAYC1000867
WINE (Feat.Changmo) (Prod. SUGA),58,False,232194,spotify:track:3eHkFA3StDR9BU7EVrUFLs,spotify:album:26adxLsliyYcCfVTF6xA75,KRA381700927
Born To Die,57,False,286253,spotify:track:3eRZZ4d2RJSqFKzP7tSdFE,spotify:album:4X8hAqIWpQyQks2yRhyqs4,GBUM71111120
Maroon,80,True,218270,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,spotify:album:151w1FgRZfnKZA9FEcg9Z3,USUG12205735
Hope Not,61,False,191030,spotify:track:3eZD5DZGibwxMAOaCMBg3k,spotify:album:3PNxZ3BELbUXJ1XLktXiHz,KRA401900008
"Piano Sonata No. 15 in D, Op. 28 -""Pastorale"": 1. Allegro",4,False,642173,spotify:track:3eiAUStWjc93DBuEPlEBSP,spotify:album:7xbsSOswKgms1fUFuwKArz,GBF077610661
DUN DUN,68,False,192280,spotify:track:3ejAkJLWQSEJDqDXxK3efB,spotify:album:0zH0C0fkzAjhSnGKLOuxwX,KRMIM2001491
"Vespers, Op. 37: VI. ""Bogoroditse Devo""",11,False,157000,spotify:track:3eu4eSHpO2u9bgzmDDTlgY,spotify:album:7hqotgNjEJt09XiggaMI1v,NLA509306406
FOMO,40,False,141266,spotify:track:3f2I2bydLQ38Xr0jvUcNJn,spotify:album:7jke1vYOze3jdyTiWhtFnz,KRA382163776
Because of You,70,False,219493,spotify:track:3f3omU8n47Mqyab5nCaGyT,spotify:album:5gDAEao3VxFdbm8vS0koQq,GBCTA0400265
"String Quartet No. 6 in B-Flat Major, Op. 18 No. 6: IV. Adagio ""La Malinconia"" - Allegretto quasi allegro",3,False,446533,spotify:track:3f7VWJWHJQaxPq1o1Rbwpl,spotify:album:4JhUG1lr4xztAcqyA0Jm3a,USHM10743712
לך לישון,48,False,158589,spotify:track:3fCS3m3uWUgAFm3purs15C,spotify:album:6Wh0It79i26j0IWWzm3axe,IL1012101226
POOL(Feat. Sumin),51,False,227494,spotify:track:3fCZKucLEtLkTLtRUZrfkG,spotify:album:4qIn1bOjIOsvHOs7WGPloF,KRA381705293
"Préludes Book 1, L. 117: II. Ce qu'a vu Le Vent d'Ouest",26,False,190000,spotify:track:3fZny1uZNQIijobgJLIcwf,spotify:album:4O5tv6jrLH80bmll46xEEe,GBAJU8800194
Sunshower,50,False,193600,spotify:track:3fcDHjyxOQoGV4UuMdagu0,spotify:album:7c4HuyVRABrlh7eOdhozwd,KRA382301916
Hit 'Em Up Style (Oops!),49,False,250493,spotify:track:3flAV51ACbtIcEixb0QeZv,spotify:album:3UviDOQkc4WbXkNi6DIBZu,USAR10100443
"Cello Suite No. 2 in D Minor, BWV 1008: III. Courante",35,False,108400,spotify:track:3foD7uASyvlyCwIq2y9zxB,spotify:album:2OpnKgmVYPEN2GldgBponI,USSM18200523
A New Kind Of Love - Demo,72,False,259071,spotify:track:3fuyYaLhZ2RoP9eWpvfP1H,spotify:album:484SKRaXGq7m9VV0rmSyeb,GBJPX2100355
﻿Be Mine,50,False,165789,spotify:track:3g4jq4wctEo0fVaTDKjk3Q,spotify:album:4P5wnRQTBnnjNbjt7A6S6x,KRA382318573
24H,57,False,188986,spotify:track:3gAR6cBifLqbW8kOrMqZPr,spotify:album:24Uj6VdVytaReqt1KJWxfc,JPZ922007826
Heaven,50,False,218506,spotify:track:3gBFAvpAVSNohs3ESRMYHi,spotify:album:3GJjPtV0iPKM3fLPvqdURX,IDAC51800001
Now Is The Start,29,False,286429,spotify:track:3gEyA6UtRSk1058sev61D6,spotify:album:1876e9QcHkJ3Hgo4NqKXBN,USVI21100231
RUN2U,68,False,213426,spotify:track:3gFcGnU4kTdMYLXDjH1TK8,spotify:album:2xPdgNkM4yIQmP7axJ1T1o,KRA382203169
S-Class,82,False,195688,spotify:track:3gTQwwDNJ42CCLo3Sf4JDd,spotify:album:3Pel3gWsPxVpZVrciU0Fm6,US5TA2300034
"Rocket Man (I Think It's Going To Be A Long, Long Time)",84,False,281613,spotify:track:3gdewACMIVMEWVbyb8O9sY,spotify:album:2ei2X6ghPnw7YRwQtAH075,GBAMB7200006
Stupid,28,False,172493,spotify:track:3ghA3YbRClR38uHjQhOZPo,spotify:album:2qa6E3bEJ5OqwVgbfWOeF4,KRA302200090
I Feel It All,50,False,219480,spotify:track:3ghgwo0BTPm329zGMQRfn7,spotify:album:7bTdGfczXffzzNE9ssJj4Z,FRUM70600208
"Concerto for Oboe, Violin, Strings and Continuo in B Flat Major, RV 548: III. Allegro",7,False,138253,spotify:track:3gnVf7jAZjmV9QhkhLQcOO,spotify:album:4Uc1Cus3I9LjkI2XwtQnfc,DEF058501223
Take A Bow,78,False,229413,spotify:track:3goSVuTt3fDYDP6kRnFwuL,spotify:album:3JSWZWeTHF4HDGt5Eozdy7,USUM70809004
Viva La Vida,0,False,257839,spotify:track:3h7QyvRCvDzaq5byDWMulH,spotify:album:50WaSkL4pVvz9Crsca7oNV,USE830900707
Jam Jam,52,False,218160,spotify:track:3h7WIL3B6nP3171zl6HWj8,spotify:album:5V8n6fqyAPxvFTibPhQVcp,KRA381700865
Jingle Bell Rock,71,False,130973,spotify:track:3hBXvHLlTHvnbwrPbeoyAj,spotify:album:7yeVUGG3xvGjKwhM2FBItZ,USMC15746480
august,90,False,261922,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,spotify:album:2fenSS68JI1h4Fo296JfGr,USUG12002842
LUNATIC,51,False,205226,spotify:track:3hicr5nSY0RrKGEy3nYZwU,spotify:album:0SXzCRUFSNGBG1S1lqvzb1,KRA382200138
Pity Party,46,True,190680,spotify:track:3hmjSgK0gSytIf3sbCFShk,spotify:album:2yMHiLYBnrMsdUCUL3bFkU,KRA112200001
"Brahms: Symphony No. 2 in D Major, Op. 73: III. Allegretto grazioso. Quasi andantino",17,False,326893,spotify:track:3hrBvTIOU6Jmz9G6tLPNjT,spotify:album:2dL2qDsg6teV1cueLxCRa1,GBAYC0900761
Kill Shot,62,False,136866,spotify:track:3i7Z0CI7QIwnU4MVL0XJB9,spotify:album:6P01cKb7sdwfnNpuMLNEik,US5TA2300079
Russian Roulette,0,False,226585,spotify:track:3i9BAKZjmW9Fun0YnnnjR0,spotify:album:3iFvXj07Frbs54rK9CzCIo,USE830902500
Bewitched,42,False,205053,spotify:track:3iCW396ZgMwoAzi1uglI9r,spotify:album:3999VmQrZOafu4NjYkc0rj,KRB472101872
מי זאת,48,False,146990,spotify:track:3iJQ54fGO6CyP374UzvDJu,spotify:album:3vAQYVlLZrzs7lrjisl5VC,IL1012200635
Snow Dream 2021,52,False,216720,spotify:track:3iLd9Ya8HRakW9Zk6c7mFG,spotify:album:3dn2in6doTc6zfA0G2UFDZ,KRA302100405
The Last Goodbye,7,False,352400,spotify:track:3iSet2m5A4p3G7T2j8wbdH,spotify:album:404TYwH2T33GbA9LdIT9fR,USGR18700047
"Sugar, Sugar",65,False,167186,spotify:track:3iSws76HjaU7k49EqJVTfF,spotify:album:7spOTrIPTM8RrMIAhCjLJi,NLG620400826
"Cello Suite No. 3 in C Major, BWV 1009: II. Allemande",33,False,215400,spotify:track:3iTDxBDvLKwQCKd7OIbNPK,spotify:album:2OpnKgmVYPEN2GldgBponI,USSM18200528
Alright,83,True,219333,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,spotify:album:7ycBtnsMtyVbbwTfJwRjSP,USUM71502498
"Divertimento In F, K.247: Andante grazioso",1,False,196000,spotify:track:3iaBg32tC3kAL7lsYkr8Ff,spotify:album:1HSJhsMIW2EDD4YSSkbc9e,DEF056601412
Speechless,0,False,270511,spotify:track:3ibXraWcKcHr3ga4PKRY05,spotify:album:1pScBPjmT5w3s0BTgkdgJy,USE830946710
Captain Jack,43,False,437040,spotify:track:3igkLltDaiFiMl83IdDBfm,spotify:album:77ErLrVvYETIlQJHAwhfIH,USSM17300512
Don't Stop Believin',0,False,245066,spotify:track:3j0EShkWclou2SnCRirqbj,spotify:album:4Z0ju0i47UZ2Y4icq2f3wZ,USE830900713
Dilemma,50,False,209207,spotify:track:3j0x2BUUtm2obQXS1lZuN3,spotify:album:6GeYzOIumBxJ4iF41J3KXM,KRA382203080
"Prélude No. 25 in C sharp minor, Op. 45",4,False,279000,spotify:track:3j5cVlrOLcjWRUZCVxXP43,spotify:album:0yCrQ6dCqiI6ldqI8LPqWB,GBF077940410
I Know Places,51,False,195706,spotify:track:3jBMHD19RZdAqG9iFQh7xc,spotify:album:2QJmrSgbdM35R67eoGQo4j,USCJY1431409
GingaMingaYo (the strange world),60,False,215800,spotify:track:3jHg6QE70y2FTdnsxSrCbv,spotify:album:4ophrgcnwWi1I5nWYImyhw,KRA382203656
Blood and Thunder,65,False,228586,spotify:track:3jagGO7eHHuaD53ibehkux,spotify:album:6khFoLWnJZDQvZ7Pijym3b,US2640462201
After Last Night (with Thundercat & Bootsy Collins),76,False,249444,spotify:track:3jiKUMXqwEodB7gVv1RMZU,spotify:album:1YgekJJTEueWDaMr7BYqPk,USAT22103103
Adore You,85,False,207133,spotify:track:3jjujdWJ72nww5eGnfs2E7,spotify:album:7xV2TzoaVc0ycW7fwBwAml,USSM11912588
"Serenade In G, K.525 ""Eine kleine Nachtmusik"": 4. Rondo (Allegro)",5,False,200333,spotify:track:3jmi0bsIhJUEYB1ox3aZ2i,spotify:album:1HSJhsMIW2EDD4YSSkbc9e,DEF058100674
"Morceaux de fantaisie, Op. 3: No. 2, Prelude in C-Sharp Minor",0,False,264746,spotify:track:3jyko3okSMjZbIGdElSQN5,spotify:album:1vlnwUAidj7bEmRhsq4zTv,HKI190713701
The Circle of Life,17,False,264666,spotify:track:3jzAbk9K5I1n8zlPeptNxD,spotify:album:3W9Uo4nvI281sjlEIrR6z6,DEE470300412
"Vivaldi: The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": III. Allegro",15,False,265426,spotify:track:3k6tQABkAsr1Mq7eDRJwk1,spotify:album:4YpaKMCcb65yOoee75UUOh,GBAYC0702397
"Cello Suite No. 6 in D Major, BWV 1012: II. Allemande",34,False,421800,spotify:track:3kCQjHGEzgy9JOqr6fgxDv,spotify:album:2OpnKgmVYPEN2GldgBponI,USSM18200546
チョコレイト・ディスコ,40,False,226213,spotify:track:3kFEX1OTRaZ5WfX3X42BQP,spotify:album:6kzdxF5o6XpDNTLVVdjoMj,JPTK00616660
I Will Follow You into the Dark,68,False,189186,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,spotify:album:1NFGnxmeIEBakre4DvLaJq,USAT20504677
Bottle It Up,45,False,180626,spotify:track:3kfHdr2sYF2EeWEmBHquVj,spotify:album:2Z9WUERfMjOgQ6ze9TcGbF,USSM10700067
Bunny,35,False,189946,spotify:track:3kmNOWI3VFMUu4H0lY9kwc,spotify:album:7KJoNDndoJuxoFVl57NaVk,TWD252051245
Best Thing I Never Had,71,False,253746,spotify:track:3lBRNqXjPp2j3JMTCXDTNO,spotify:album:1gIC63gC3B7o7FfpPACZQJ,USSM11102904
"Tchaikovsky: Swan Lake, Op. 20, Act 1: No. 4, Pas de trois",43,False,598866,spotify:track:3lE4dnrzG0FQxg67ZOl9rx,spotify:album:7dVA06E7AP7P7VzPyNxQVO,GBAYC0702128
Hobbit Drinking Medley,0,False,151306,spotify:track:3lO8g6FU5zQlzdfW3zxNQ0,spotify:album:4GYDt4IqU8EZ6KJLHpPuOK,USQX91600008
POP!,76,False,168106,spotify:track:3lOMJTQTd6J34faYwASc33,spotify:album:0wqjfojWuTcbEvwaizvTMw,US5TA2200041
Supermassive Black Hole,80,False,212439,spotify:track:3lPr8ghNDBLc2uZovNyLs9,spotify:album:0lw68yx3MhKflWFqCsGkIs,GBAHT0500593
Old Fashioned,27,False,204986,spotify:track:3lVoGZoKXQUElnJbU668Jf,spotify:album:3MXU6UoWrf4w4bOvjZTlvY,USAT21002316
Bloom,37,False,227683,spotify:track:3lcdPSfDGg11Qyimx2ONYH,spotify:album:0gVRGN17vkeY9z4mXiPr8i,KRA381202031
Eat You Up,32,False,191546,spotify:track:3lrwnoggORNfLs0jiGqBhA,spotify:album:1lXXKmt06BzHY1GhfY836k,USZXT0824800
Santa Baby,66,False,231626,spotify:track:3m2gfwcxl77ojJTWH3wZkb,spotify:album:7uVimUILdzSZG4KKKWToq0,USRE11100706
The Show Must Go On,26,False,272106,spotify:track:3m86qx7aIeqFcYcQ1UXUvP,spotify:album:5yAM3CcaXF6DPRJW3oL6Ya,GBCEE9100004
