name,uri,popularity,followers,image_url
Rowan Atkinson,spotify:artist:5U4QDnlOlmZx9MHV45EoDE,51.0,7018.0,https://i.scdn.co/image/ab67616d0000b273af3b56ff58ed402be417316b
Jason Weaver,spotify:artist:5UdPkKWd8YNR5xGcmqH9QJ,57.0,9293.0,https://i.scdn.co/image/ab67616d0000b2730cc79e7adefed420553e65fe
Social House,spotify:artist:5UjifI1TYefXWn9GdqDOHl,62.0,148544.0,https://i.scdn.co/image/ab6761610000e5eb95021b084380d8a3d155a96e
Ella Fitzgerald,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,76.0,2399912.0,https://i.scdn.co/image/3c1d23141059785c8a863137d176319329dc17ef
Dreamcatcher,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,60.0,1312298.0,https://i.scdn.co/image/ab6761610000e5ebf9fb2a341d6852c012a5d5ee
Renée Elise Goldsberry,spotify:artist:5VJN4jB6PqqEg4kJiAj6Eu,59.0,31541.0,https://i.scdn.co/image/ab67616d0000b2735fe78562e8ab0b95a2349f54
OFFICIAL HIGE DANDISM,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,71.0,6214643.0,https://i.scdn.co/image/ab6761610000e5eb9cb993cafc5d4657346fe42a
Lucky Daye,spotify:artist:5Vuvs6Py2JRU7WiFDVsI7J,64.0,616103.0,https://i.scdn.co/image/ab6761610000e5eba90aa331d770d2a2f003cd96
WJSN Chocome,spotify:artist:5VyqN5hNo0TbYF0ICU77nn,30.0,95513.0,https://i.scdn.co/image/ab6761610000e5eba3e483bda08002c2c7bfa7ef
Moses Sumney,spotify:artist:5W10uJRsbt9bROJDKoI1Wn,48.0,354398.0,https://i.scdn.co/image/ab6761610000e5eb253f8e52875d620a6c7044b3
Blær,spotify:artist:5W6FVpHHiRfqUU4d9FfXWZ,19.0,76.0,
Synne Vo,spotify:artist:5WDOXIkjKNjEzlXmLgZVz9,48.0,15974.0,https://i.scdn.co/image/ab6761610000e5eb308ae265cf261595dce0edcd
Sia,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,86.0,27390708.0,https://i.scdn.co/image/ab6761610000e5eb25a749000611559f1719cc5f
Timbaland,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,76.0,2709421.0,https://i.scdn.co/image/ab6761610000e5eb2ec030557b0529c01639529b
Gyeong Ree(9MUSES),spotify:artist:5YF2nij1cyiWmWFB8TLZtj,15.0,2968.0,https://i.scdn.co/image/ab67616d0000b273e085e66d50531223f9c62bdf
Miley Cyrus,spotify:artist:5YGY8feqx7naU7z4HrwZM6,83.0,22946209.0,https://i.scdn.co/image/ab6761610000e5ebb5af3b38f053486ab0784dee
tripleS,spotify:artist:5Z71xE9prhpHrqL5thVMyK,56.0,307515.0,https://i.scdn.co/image/ab6761610000e5eb44b64d2be79b29d37afc16c4
Donny Osmond,spotify:artist:5ZEAzHE2TzAwUcOj6jMIgf,52.0,103142.0,https://i.scdn.co/image/ab6761610000e5eb6b9f3c46017f630cb024056a
Jhené Aiko,spotify:artist:5ZS223C6JyBfXasXxrRqOk,77.0,7184987.0,https://i.scdn.co/image/ab6761610000e5eb9f9eab124df9f1ff148ebfe5
ZAYN,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,74.0,22807840.0,https://i.scdn.co/image/ab6761610000e5eb056f821a5186892979410deb
Prince,spotify:artist:5a2EaR3hamoenG9rDuVn8j,69.0,7122464.0,https://i.scdn.co/image/ab6761610000e5ebeaca358712b3fe4ed9814640
Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,77.0,4212384.0,https://i.scdn.co/image/a2ec08fe69ecec2748fbc764aede8f1b03ae8f88
Ithacappella,spotify:artist:5bPTIGQvxRNjr6wl9yyAct,7.0,1826.0,https://i.scdn.co/image/ab6761610000e5ebd7125855c1ecfb7680363db7
Solar,spotify:artist:5cYcI546S8Lf97m4mNdYLD,45.0,973626.0,https://i.scdn.co/image/ab6761610000e5ebb0b4c8d0a415cab50e033129
Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87.0,28089503.0,https://i.scdn.co/image/ab6761610000e5eb7f6d6cac38d494e87692af99
HEIZE,spotify:artist:5dCvSnVduaFleCnyy98JMo,59.0,1151488.0,https://i.scdn.co/image/ab6761610000e5eb56c617b7ca5ab250de5f8575
BVNDIT,spotify:artist:5dEBuZjTtE68uDgCs23Kuv,31.0,166152.0,https://i.scdn.co/image/ab6761610000e5eb2efa47f150ed10401bde6d85
Andrew Joslyn,spotify:artist:5dSCgfYs71v0zjg2AwUq9n,22.0,666.0,https://i.scdn.co/image/ab6761610000e5eb5f772eb53e18d4c2d7ffe744
A Fine Frenzy,spotify:artist:5dTYaRzOn4rXGBLH052EeQ,40.0,267782.0,https://i.scdn.co/image/15b7ee7550ed4472700d573803ff90f2967f84d1
MGM Studio Chorus,spotify:artist:5dmuBOlipco9YnYwCbN5PW,44.0,2392.0,https://i.scdn.co/image/ab67616d0000b27379157283898948a867d98344
Sarah Chang,spotify:artist:5duxfFAQVkDT9g261fKlMP,35.0,21979.0,https://i.scdn.co/image/0a9d5ec941fbc045b93f26370c18b8bf0a659708
Eric Chou,spotify:artist:5fEQLwq1BWWQNR8GzhOIvi,64.0,1410704.0,https://i.scdn.co/image/ab6761610000e5ebf60f9b359ad44d9b796d5267
Diplo,spotify:artist:5fMUXHkw8R8eOP2RNVYEZX,76.0,2580877.0,https://i.scdn.co/image/ab6761610000e5ebdf01727aa674ddefa777797a
Michael Crawford,spotify:artist:5fRiVl9fyhUEZhcpMyIxUG,44.0,26439.0,https://i.scdn.co/image/a9895067694a6b11db54520194cd62255fced01c
Juicy J,spotify:artist:5gCRApTajqwbnHHPbr2Fpi,72.0,3139238.0,https://i.scdn.co/image/ab6761610000e5eb116fc50265ef72d7e66723a5
MINGYU,spotify:artist:5gUpo0BRmo6EOTbyU3z5Ay,48.0,170983.0,https://i.scdn.co/image/ab6761610000e5eb1250323a2b6b2fb72c03d898
Mike Love,spotify:artist:5gr5OoQ4aQdJ3CqOr9v7Bt,7.0,482.0,https://i.scdn.co/image/ab67616d0000b27327167af8c348634b70c8a6d4
Joni Mitchell,spotify:artist:5hW4L92KnC6dX9t7tYM4Ve,55.0,1366375.0,https://i.scdn.co/image/68cfb061951dbd44c95422a54cb70baec0722ca3
Skrillex,spotify:artist:5he5w2lnU9x7JFhnwcekXX,75.0,7887916.0,https://i.scdn.co/image/ab6761610000e5eb61f92702ca14484aa263a931
Jerry Orbach,spotify:artist:5i2OpmeVKsmViqoETxuOvO,48.0,5410.0,https://i.scdn.co/image/ab67616d0000b27317f613f05ec89836d8c4ad0c
Walter Hagen-Groll,spotify:artist:5iMb1u0pxxzSPONrB4j0Zb,17.0,146.0,https://i.scdn.co/image/ab67616d0000b273f7084c7092e60fb2de9fb5f7
2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,53.0,822274.0,https://i.scdn.co/image/ab6761610000e5eb125d29add59b1d82aa236423
Gene Autry,spotify:artist:5ixB75BQR3ADoWQkcHQJTs,70.0,67978.0,https://i.scdn.co/image/66a7fe2b2fd9388cf860f88e8636910f161be6cd
Stromae,spotify:artist:5j4HeCoUlzhfWtjAfM1acR,70.0,3177298.0,https://i.scdn.co/image/ab6761610000e5ebcc129f1c9b5047760d66aae2
G Curtis,spotify:artist:5kXFGisUTEE54i06rrXhJE,31.0,1115.0,https://i.scdn.co/image/ab6761610000e5ebb396b4599f4135c32983dadb
The Black Crowes,spotify:artist:5krkohEVJYw0qoB5VWwxaC,58.0,726196.0,https://i.scdn.co/image/ab6761610000e5eb1202580c944efb0b9c14dfd0
The King's Singers,spotify:artist:5lR7yDVN4z9kahOiUSlMhe,54.0,67006.0,https://i.scdn.co/image/ab6761610000e5ebe4536d632bb182e3f82baaaf
Lowsheen,spotify:artist:5lnxhnW7SIbxkkFVmVYEhU,48.0,70563.0,https://i.scdn.co/image/ab6761610000e5ebb81da066644c2a0f0179b596
Wham!,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,80.0,2606607.0,https://i.scdn.co/image/ab6761610000e5eb03e73d13341a8419eea9fcfb
The Statesmen,spotify:artist:5m9J0qjRMcetcTxN535NBZ,1.0,611.0,https://i.scdn.co/image/ab6761610000e5eb978dc646062743efa22b7409
Rolling Quartz,spotify:artist:5mVYT7sPm3xsNMrA8YWONe,32.0,83403.0,https://i.scdn.co/image/ab6761610000e5eb5d2bfc098216c772bdfb7003
Auli'i Cravalho,spotify:artist:5mnS9jJdKQQcRSqFu5YPVe,63.0,125374.0,https://i.scdn.co/image/b7cb8a2d95ba2ca94fc0e133611b5b680014c52e
Evanescence,spotify:artist:5nGIFgo0shDenQYSE0Sn7c,71.0,4216846.0,https://i.scdn.co/image/ab6761610000e5eb7ecf213c7dd78e0049379c5b
CeeLo Green,spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,66.0,597294.0,https://i.scdn.co/image/ab6761610000e5eb8079989370c50963b60ee7bc
The Rose,spotify:artist:5na1LmEmK2VzNLje9snJYW,63.0,2558551.0,https://i.scdn.co/image/ab6761610000e5ebd434a8b25f5a50277b05a402
B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,71.0,2079530.0,https://i.scdn.co/image/ab6761610000e5eb3b6f1762e81e53df14990f57
EyeLoveBrandon,spotify:artist:5nlf0Hcw7PI00zee655ZYX,38.0,3684.0,https://i.scdn.co/image/ab6761610000e5eb63592d2f45f3cbb873b49dd6
Wonstein,spotify:artist:5o615XColiSVMPDWlslKSk,59.0,124804.0,https://i.scdn.co/image/ab6761610000e5eb29d6428b4b21a6c952b2aea9
Chorus - The Hunchback Of Notre Dame,spotify:artist:5oHSxqr1uDloCbJJPNBd6T,40.0,1174.0,
Gary Jules,spotify:artist:5oRnbmgqvvq7fVlgk4vcEa,50.0,80510.0,https://i.scdn.co/image/ab6761610000e5ebc97b9b892e5fa7fef9ac8571
Berliner Symphoniker,spotify:artist:5pF76lplGIvEFGb8lI48hA,36.0,6466.0,https://i.scdn.co/image/7360142a8274b7d0487de1d1e4b176e6fc34c112
Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,89.0,58767510.0,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789
THE TOYS,spotify:artist:5pokGZ1K9Hr6etaKPDxSG8,58.0,1325015.0,https://i.scdn.co/image/ab6761610000e5ebb7b791269f85b4faaf2be90a
김아중,spotify:artist:5qMkh0MtptmH5XKinOnFom,0.0,21.0,
José van Dam,spotify:artist:5qNUHMEhszyeXNYMn4sswd,34.0,3466.0,https://i.scdn.co/image/7edeefee1e00dc240f153b601cf735baba09a17a
Tony Jay,spotify:artist:5qQpn0ZokyamZjyKtkKUYD,38.0,2369.0,https://i.scdn.co/image/ab67616d0000b27314dd049936f9d42787c8128d
iKON,spotify:artist:5qRSs6mvI17zrkJpOHkCoM,59.0,3422991.0,https://i.scdn.co/image/ab6761610000e5eb8eb5e57e526ceb14f06ea203
IZ*ONE,spotify:artist:5r1tUTxVSgvBHnoDuDODPH,60.0,2082998.0,https://i.scdn.co/image/ab6761610000e5eba6b0d348c125a072e5284b3e
Minnie Driver,spotify:artist:5rNwd5kb1cxVBCQKnDO4b8,25.0,4342.0,https://i.scdn.co/image/7c02f971ca773681ca664c0e3b18f0266db9f20e
Backstreet Boys,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,74.0,5477576.0,https://i.scdn.co/image/ab6761610000e5ebb0d44bc6f830e443d7501a8c
Lawrence,spotify:artist:5rwUYLyUq8gBsVaOUcUxpE,56.0,238605.0,https://i.scdn.co/image/ab6761610000e5ebe6f756bf84087a1cec378b45
Alejandro Sanz,spotify:artist:5sUrlPAHlS9NEirDB8SEbF,73.0,7452145.0,https://i.scdn.co/image/ab6761610000e5eb84505d89ff27a88fca05f56d
Barry Wordsworth,spotify:artist:5sjJnaI3YhaO8KylpJk3gN,51.0,1799.0,https://i.scdn.co/image/b5b05560a51b368cca8b3420e4e3536586720aa8
Epik High,spotify:artist:5snNHNlYT2UrtZo5HCJkiw,55.0,740215.0,https://i.scdn.co/image/ab6761610000e5eb9962dc64cfd59d5edaf226db
Alan Menken,spotify:artist:5sy77gt4bfsLcSQ8GIe4ZZ,59.0,122631.0,https://i.scdn.co/image/aaf98f449a8c8716b1dc68a782e8eb3ed8651515
PinkFantasy,spotify:artist:5syu5kN4a5f4rgMCRGlnZp,27.0,100887.0,https://i.scdn.co/image/ab67616d0000b273eaaec0372ea5e4f248eaf282
NINGNING,spotify:artist:5t1uryofgueHrjrryqX8vM,47.0,118698.0,https://i.scdn.co/image/ab6761610000e5eb9c242c1653d4ac9a0aeeec75
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,77.0,7477897.0,https://i.scdn.co/image/ab6761610000e5eb6a48a236a01fa62db8c7a6f6
Natalie Cole,spotify:artist:5tTsrGPwQRWUsHR2Xf7Ke9,62.0,592916.0,https://i.scdn.co/image/a3201f2fbdfa1bfd894e509bd3fbf3faf7da0a00
Terrence Mann,spotify:artist:5uBIsYz9WatgoViLG6pVj2,35.0,3873.0,
Frances Ruffelle,spotify:artist:5uSeMCBhe3DiROdFrwaXkw,33.0,2618.0,https://i.scdn.co/image/ab6761610000e5ebb464513265be8765dddc19bb
Um Junghwa,spotify:artist:5v7oyChb49D5Z9mkkXxuVY,26.0,4525.0,https://i.scdn.co/image/ab67616d0000b2730c0672ce9922c22601d6dbb6
KANGDANIEL,spotify:artist:5vGoWnZO65NBgiZYBmi3iW,50.0,876502.0,https://i.scdn.co/image/ab6761610000e5ebad8d9e3053d1abb9b3cee811
Rene Auberjonois,spotify:artist:5vLv7RBpAmIPypST2zhKUw,26.0,640.0,
Randall Thompson,spotify:artist:5vNLpqTjRXfz6uHKs5hnvD,14.0,893.0,https://i.scdn.co/image/801e1dd16831ea8bd75e510177620ab756594b45
JIN,spotify:artist:5vV3bFXnN6D6N3Nj4xRvaV,69.0,7305274.0,https://i.scdn.co/image/ab6761610000e5ebca4f165e62fbf5ab5a3750ba
Johannes Brahms,spotify:artist:5wTAi7QkpP6kp8a54lmTOq,66.0,933792.0,https://i.scdn.co/image/d5c6af18beb1411ab49c2976647e0d370bf66a88
The Clef Hangers,spotify:artist:5wUTXZIMX0mn6MzFA13qfO,20.0,10770.0,https://i.scdn.co/image/ab6761610000e5eb38fb34aecda1243390324d36
HENDERY,spotify:artist:5wrZ59w1ndSBlPeUj2f6Fs,46.0,31228.0,https://i.scdn.co/image/ab6761610000e5eb606e69dd8da79794f2f2f58d
David Reichenberg,spotify:artist:5xA5sW0D3BUAyL02XcDkYv,23.0,175.0,https://i.scdn.co/image/ab67616d0000b2732f0fda74a5a43a795c5b5663
A Great Big World,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,59.0,566334.0,https://i.scdn.co/image/ab6761610000e5eb46416642da7b30327821d26e
Joseph Williams,spotify:artist:5xk0kRuXn1zToTHpHAqpui,53.0,14963.0,https://i.scdn.co/image/ab6761610000e5eb21f0cc7dc3f69be76f6f7c11
John Legend,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,77.0,6636859.0,https://i.scdn.co/image/ab6761610000e5ebba10593e25ec51a3ba4296a0
Iggy Azalea,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,67.0,6494807.0,https://i.scdn.co/image/ab6761610000e5eb698a6abf2897a8fc8283cc0c
Stellar,spotify:artist:5yw4tA8D5uG7tT3NaDvq10,65.0,529461.0,https://i.scdn.co/image/ab6761610000e5eb345f5d936d8bc62daf2b814a
London Symphony Orchestra,spotify:artist:5yxyJsFanEAuwSM5kOuZKc,72.0,289627.0,https://i.scdn.co/image/ab6761610000e5eb5a5d168879568c94e86c61aa
YANGYANG,spotify:artist:5yyf4YDCKGaa71SC7KRw2L,46.0,31321.0,https://i.scdn.co/image/ab6761610000e5eb01f8ba723ccf1dfd6e9b5836
Herbert von Karajan,spotify:artist:5zCaQxjl110XTrm4LQ1CxY,67.0,164673.0,https://i.scdn.co/image/ab6761610000e5ebf67fde1740e91a88445d5bdd
BYU Vocal Point,spotify:artist:5zhxxb24WP6q6rbLHAn2UQ,44.0,99192.0,https://i.scdn.co/image/ab6761610000e5ebca07421c1f955de405f70021
SUHO,spotify:artist:5zkf2Na8DKKJmtWX5Xrx3m,48.0,1311160.0,https://i.scdn.co/image/ab6761610000e5ebbc482112d05638e35eb3ade9
Béla Bartók,spotify:artist:5zyNXVd952fWOjkdGHCvPd,46.0,104030.0,https://i.scdn.co/image/592ddf9d4d2154cd3256c6e69171d5371fca8f0c
KT Tunstall,spotify:artist:5zzrJD2jXrE9dZ1AklRFcL,59.0,409256.0,https://i.scdn.co/image/ab6761610000e5eb8457f57bc526c37bd804b924
Kim Jong Kook,spotify:artist:60YNqzrSj7rJkuqHkpHPqG,43.0,110275.0,https://i.scdn.co/image/ab67616d0000b273c3e44ef30eacbbe0ec98598c
Martin Garrix,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,74.0,15451515.0,https://i.scdn.co/image/ab6761610000e5eb785f913ef1b4dd22cd8b4e0c
Billy Ray Cyrus,spotify:artist:60rpJ9SgigSd16DOAG7GSa,61.0,238981.0,https://i.scdn.co/image/ab6761610000e5eb440230373e8ffaf11c36f96d
Benny Dayal,spotify:artist:61if35zz1W11GejEkxTLEQ,69.0,4279442.0,https://i.scdn.co/image/ab6761610000e5ebbbbde5038f6dd11a9bea4cd8
Louis Jordan & His Tympany Five,spotify:artist:62FPyLpIhmk27hBw6RHlhh,47.0,12854.0,https://i.scdn.co/image/ab67616d0000b273efc7e23c411bb95582ce7b97
Second Shift A Cappella,spotify:artist:62Sh3v52pBL7IhWZMaGgq6,0.0,21.0,https://i.scdn.co/image/ab67616d0000b273458d338af5f8ead5be756346
PURPLE KISS,spotify:artist:62T5PGHWJ9sxP2SJq20IHq,49.0,427647.0,https://i.scdn.co/image/ab6761610000e5eb0a49e2caa8d0ce8e26f60eed
BABYMETAL,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,65.0,1770499.0,https://i.scdn.co/image/ab6761610000e5eb2c0d80b9de67c2819bb4dbc0
Victoria Monét,spotify:artist:63XBtGSEZINSyXylZxEUbv,69.0,887056.0,https://i.scdn.co/image/ab6761610000e5eb149ebd20c454545fc4fb7487
Sylvia McNair,spotify:artist:63aSj4hbN7Q4nw74Y0xNF6,31.0,2567.0,https://i.scdn.co/image/60b9354e6df871bd1a87eb86cbc660a48e15172b
Burke Moses,spotify:artist:64BC8AWWTaiOhej6ZYAXzv,26.0,896.0,
Marshmello,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,84.0,34560965.0,https://i.scdn.co/image/ab6761610000e5eb41e4a3b8c1d45a9e49b6de21
Bebe Rexha,spotify:artist:64M6ah0SkkRsnPGtGiRAbb,79.0,8787613.0,https://i.scdn.co/image/ab6761610000e5ebc692afc666512dc946a7358f
Jessi,spotify:artist:64k5e9kV9MdukXjFrR5R37,59.0,2046085.0,https://i.scdn.co/image/ab6761610000e5eba1ab452846e085c36097def9
YOASOBI,spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,76.0,7060646.0,https://i.scdn.co/image/ab6761610000e5eb83e2d0c9611f1fb6baafcb36
Joseph Haydn,spotify:artist:656RXuyw7CE0dtjdPgjJV6,54.0,609252.0,https://i.scdn.co/image/e9a9521ffd11cf06717c699acc48c32ec6ac7d21
Anthony Ramos,spotify:artist:660YptcR0hNHJ8iEr1qcse,64.0,148534.0,https://i.scdn.co/image/ab6761610000e5eb5e7e0deeb6b99d1b756763bf
Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,90.0,95426674.0,https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952
Martha Argerich,spotify:artist:66MvLAvLznk5UOvASVGjk4,54.0,143785.0,https://i.scdn.co/image/ab6761610000e5eb66cd5da57e71a33da20de712
Ella Eyre,spotify:artist:66TrUkUZ3RM29dqeDQRgyA,64.0,850633.0,https://i.scdn.co/image/ab6761610000e5eb3cb2184a3dfc288d25a1828b
Don Gooding,spotify:artist:66iv9KzffeiANddjYouG6U,3.0,2.0,
Roz Ryan,spotify:artist:66mvEj9XSF89tUj87Y3HDu,51.0,1740.0,
Bruce Adler,spotify:artist:66oKiXdIQP7MwN0gPUY0FD,42.0,3429.0,https://i.scdn.co/image/ab67616d0000b273e7fec29c8ce38bd57ca100ba
Philip Ledger,spotify:artist:66xtCjvWWjyvuD96T7uMXc,47.0,2115.0,https://i.scdn.co/image/99a1b38483fe98a482560264e0e20c5b5ad8b5d2
The Who,spotify:artist:67ea9eGLXYMsO2eYQRui3w,66.0,5250191.0,https://i.scdn.co/image/9cd709cabb4a614b4f1dd9ec256a5f30e21f0150
Wale,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,68.0,4150978.0,https://i.scdn.co/image/ab6761610000e5eb204ce9bb25bd19a056cac78a
ATEEZ,spotify:artist:68KmkJeZGfwe1OUaivBa2L,73.0,3535120.0,https://i.scdn.co/image/ab6761610000e5ebe9dd6110fc47f859a9bbd2d2
Cheech Marin,spotify:artist:68TP2Pr8i7dvyFHU0p748r,40.0,2754.0,https://i.scdn.co/image/c70b45b55261e4a201300931f11f5988a9c34478
Cody Fitzgerald,spotify:artist:68dPI56Aw9SWHZyYhl34ve,32.0,173.0,https://i.scdn.co/image/ab67616d0000b273b1bb1c7d7eef55a31fb995ad
Aaron Tveit,spotify:artist:68h2f0WXn4zEctSgNYozXx,52.0,42114.0,https://i.scdn.co/image/ab67616d0000b273fcbddbda90806eeb748831e8
The Chainsmokers,spotify:artist:69GGBxA162lTqCwzJG5jLp,78.0,20295148.0,https://i.scdn.co/image/ab6761610000e5ebdb68d678df6d89bf8a55d052
Ken Darby Singers,spotify:artist:69UfPJgUmFFAVT740qGVZi,70.0,574.0,
Nam Joohyuk,spotify:artist:69ybhMoBUPmIcH4MyDARDv,32.0,2038.0,
Leslie Grace,spotify:artist:6BeO1KuAWBqFriL1mLHtNc,56.0,1130979.0,https://i.scdn.co/image/ab6761610000e5ebbde67f9fdaf3531de31caad2
TRI.BE,spotify:artist:6BgYuNomEs12UIrnxhWE9a,47.0,359781.0,https://i.scdn.co/image/ab6761610000e5eb9d2f7d9ba199152a396ed07e
The Womack Sisters,spotify:artist:6BjLHAiun9TeqC55KB3L6s,10.0,3482.0,https://i.scdn.co/image/ab6761610000e5ebdc3e907a4fb48f1ad94f5699
Feist,spotify:artist:6CWTBjOJK75cTE8Xv8u1kj,58.0,750329.0,https://i.scdn.co/image/ab6761610000e5ebe062176ee3682ca24d6fddd7
Vishal Dadlani,spotify:artist:6CXEwIaXYfVJ84biCxqc9k,73.0,10104577.0,https://i.scdn.co/image/ab6761610000e5eb76328e37a2c1280ab9adb90c
Sorn,spotify:artist:6DY6xsCBGZHrG4PWSG5paz,39.0,94724.0,https://i.scdn.co/image/ab6761610000e5ebddde3504cb23f13883749708
Roberte Mamou,spotify:artist:6DsbdauTI2Fn2NN4B1EIUN,14.0,466.0,https://i.scdn.co/image/ab67616d0000b2730c88531f06fd93f8e965dd97
Onestar,spotify:artist:6EmgTIhhXGtfAmYYTfdtlz,38.0,38033.0,https://i.scdn.co/image/ab6761610000e5eb18f53034a71f23a550f0d39a
Ceri-lyn Cissone,spotify:artist:6F3jOFmhUwRxRdWAZU6G1A,9.0,3.0,
blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,77.0,7953996.0,https://i.scdn.co/image/ab6761610000e5eb5da36f8b98dd965336a1507a
*NSYNC,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,73.0,2223391.0,https://i.scdn.co/image/ab6761610000e5eb9414ef07d0ca697726912df1
CRAVITY,spotify:artist:6FkhUhUwSPl3mGB6mmE8wn,47.0,626224.0,https://i.scdn.co/image/ab6761610000e5eb17fcf709bb355f05fa22e74b
Okieriete Onaodowan,spotify:artist:6G3sPhnj4JBCsBVBGvZnkk,63.0,4931.0,
Soulja Boy,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,67.0,1944116.0,https://i.scdn.co/image/ab6761610000e5eba0b85051b7e8ea8c9739a87e
Younha,spotify:artist:6GwM5CHqhWXzG3l5kzRSAS,52.0,469276.0,https://i.scdn.co/image/ab6761610000e5eb1b6966cc5bb31edcab435911
Roxorloops & Blady Kris,spotify:artist:6HRJOlHBoo07WcZdXZAADI,0.0,10.0,
Jung Kook,spotify:artist:6HaGTQPmzraVmaVxvz6EUc,88.0,12266326.0,https://i.scdn.co/image/ab6761610000e5eb40a7268dd742e5f63759b960
PiXXiE,spotify:artist:6HlUN1Md7UT62mNJHOYRsK,52.0,162680.0,https://i.scdn.co/image/ab6761610000e5eb096ed53d8d8ddfd924ed70c2
NewJeans,spotify:artist:6HvZYsbFfjnjFrWF950C9d,82.0,6844550.0,https://i.scdn.co/image/ab6761610000e5ebf5d2200231e6ad75e8485476
Tess Miller,spotify:artist:6I8A3s8ltqs1X50BgUBIhi,26.0,48.0,https://i.scdn.co/image/ab67616d0000b27308f25ef15caf048a49a69ee5
Charles Hart,spotify:artist:6IFUhDPbZkH4ytZZDiu0x4,23.0,329.0,https://i.scdn.co/image/ab67616d0000b273fd99cfe06e210633ef8a9ed1
Foreigner,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,68.0,3026018.0,https://i.scdn.co/image/ab6761610000e5ebb338d6964565206f741d5ad1
Samuel E. Wright,spotify:artist:6Id8rcDNyBXPcgKQVfQ8rX,53.0,27214.0,
The Civil Wars,spotify:artist:6J7rw7NELJUCThPbAfyLIE,56.0,804535.0,https://i.scdn.co/image/ab6761610000e5eb0bae8ba82eaf7e63af515c9f
Meghan Trainor,spotify:artist:6JL8zeS1NmiOftqZTRgdTz,79.0,14393479.0,https://i.scdn.co/image/ab6761610000e5eb4d8f97058ff993df0f4eb9ee
HyunA&DAWN,spotify:artist:6JTCN21ovvrR3iPViZTXz4,42.0,181204.0,https://i.scdn.co/image/ab6761610000e5ebf36c43782f2d67f01055eaac
GQ,spotify:artist:6JYedwPn7zEWlTSUda9mev,15.0,2039.0,https://i.scdn.co/image/ab6761610000e5eb0ff2431dd95126c10fdd23f6
Emmy Rossum,spotify:artist:6JcDqt1rBKIWfnoPjXFYqc,51.0,23297.0,https://i.scdn.co/image/57eaffbd4a9f606a5848ab974cacfa5ba4ca4b59
Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,84.0,30771791.0,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb
Kid Ink,spotify:artist:6KZDXtSj0SzGOV705nNeh3,64.0,2989174.0,https://i.scdn.co/image/ab6761610000e5eb15a85a7957cac2c370e713ab
The Hound + The Fox,spotify:artist:6KxrjoB8dMcRC295reb2Us,47.0,35350.0,https://i.scdn.co/image/ab6761610000e5eb2131a1dabfa3b1f2f4fb4b81
Käärijä,spotify:artist:6LkMGN0t3HDNL8hIvma70r,56.0,181117.0,https://i.scdn.co/image/ab6761610000e5eb2b9e1d7fb3af9f51efddfbeb
Kesha,spotify:artist:6LqNN22kT3074XbTVUrhzX,75.0,7694377.0,https://i.scdn.co/image/ab6761610000e5eb8e32655d5ee8021c812b0f74
Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,82.0,16165900.0,https://i.scdn.co/image/ab6761610000e5eb31072db9da0311ecfabe96bf
Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,86.0,42497513.0,https://i.scdn.co/image/ab6761610000e5ebb6fff4b133bd150337490935
Paul Kandel,spotify:artist:6M3XR163Q68THc9IFMwfAH,33.0,1572.0,https://i.scdn.co/image/ab67616d0000b273f0864dea3c557afdb250248b
