name,uri,popularity,followers,image_url
Gerard Oskamp,spotify:artist:4TWzdKT6XMuddLAoj6PgXi,20.0,55.0,https://i.scdn.co/image/ab67616d0000b2731c9c75b24d53ba6a1df95ff3
YEJI & RYUJIN of ITZY,spotify:artist:4TYswX6bKUjM9rbEL7CMBH,38.0,6291.0,
Stephen Sondheim,spotify:artist:4TbtUt49IMXEIMmNdifHb1,50.0,78999.0,https://i.scdn.co/image/97b2e7b07036ba437d322b38153078d62b1c7390
MONSTA X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,60.0,5204294.0,https://i.scdn.co/image/ab6761610000e5eb3806dc272074141b5f4ae00d
Seraphine,spotify:artist:4TqlcgMFDryY96KWcvrhTv,53.0,122374.0,https://i.scdn.co/image/ab6761610000e5ebba818688ae72d12215ee92f0
Jidenna,spotify:artist:4TsHKU8l8Wq7n7OPVikirn,50.0,366399.0,https://i.scdn.co/image/ab6761610000e5eb1412a6c6ccf340d8623cd6ab
Suzy,spotify:artist:4U80LJd8sG6U9YTFP5izka,51.0,480422.0,https://i.scdn.co/image/ab67616d0000b273112b210accd05345a17a46f0
Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,78.0,10410242.0,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac
Conan Gray,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,78.0,9028418.0,https://i.scdn.co/image/ab6761610000e5ebc1c8fa15e08cb31eeb03b771
HAIM,spotify:artist:4Ui2kfOqGujY81UcPrb5KE,64.0,1305853.0,https://i.scdn.co/image/ab6761610000e5eba688abfbbed1037befa47232
Luis Fonsi,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,72.0,10889584.0,https://i.scdn.co/image/ab6761610000e5ebc85bfa07726d7173c15306dc
Bradley Cooper,spotify:artist:4VIvfOurcf0vuLRxLkGnIG,67.0,238960.0,https://i.scdn.co/image/ab6761610000e5eb9400a1dccee9f0df97847c0f
Daddy Yankee,spotify:artist:4VMYDCV2IEDYJArk749S6m,84.0,33776766.0,https://i.scdn.co/image/ab6761610000e5ebf9ad208bbff79c1ce09c77c1
Tufts Beelzebubs,spotify:artist:4VsNVAxuPxZrJMWE2Tprtq,29.0,14779.0,https://i.scdn.co/image/ab6761610000e5eb504c57086f85855719dba0e3
Pinto Colvig,spotify:artist:4X8LTt7CXvrqzfS4G4ONUX,21.0,313.0,
Jay Park,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,64.0,2047967.0,https://i.scdn.co/image/ab6761610000e5ebb897d3a31965b6c024704c71
Ermal Meta,spotify:artist:4XWTdNlsP8jqo5BDn5hgmd,46.0,606553.0,https://i.scdn.co/image/ab6761610000e5eba610d6b45f06d6f7d1c6ca76
Lee Mujin,spotify:artist:4Xj0peBt3EZHbdF20JmdWC,54.0,162283.0,https://i.scdn.co/image/ab6761610000e5ebf23e235d7e2c99c2ce1a94dd
ZICO,spotify:artist:4XpUIb8uuNlIWVKmgKZXC0,58.0,1350934.0,https://i.scdn.co/image/ab6761610000e5eb511f570580c79107b2fa70b9
Heath Lamberts,spotify:artist:4YYb7AZfDDAmEHSdNCtQfL,23.0,54.0,
Netta,spotify:artist:4Z4afeDmHFxPmJorIwupbZ,47.0,157896.0,https://i.scdn.co/image/ab6761610000e5eb61b2cf23c52a0963ae5feb27
Radiohead,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,80.0,9199310.0,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd
The Harvard-Radcliffe Veritones,spotify:artist:4Zjdnr698SzQDAPMx4oxy0,4.0,400.0,https://i.scdn.co/image/ab6761610000e5eb847c22c5a7d4683b66759a9e
Gerd Seifert,spotify:artist:4aIYtx2Z5X9vRlysnruy66,10.0,104.0,https://i.scdn.co/image/ab67616d0000b2731793174d9892a98c3fd2d09b
Andrew Lloyd Webber,spotify:artist:4aP1lp10BRYZO658B2NwkG,61.0,293641.0,https://i.scdn.co/image/ab6761610000e5eb5a6fd8ebc62d68a372d51516
Lin-Manuel Miranda,spotify:artist:4aXXDj9aZnlshx7mzj3W1N,70.0,606300.0,https://i.scdn.co/image/84dc87cca456089fc5cfa2d7593d9d960ca4553f
Varsity Vocals,spotify:artist:4bQp9Lm7LgRMLtqEsH3Bqf,3.0,1548.0,https://i.scdn.co/image/ab67616d0000b2739a9a592561eabf00f0a8ee4d
Marc Broussard,spotify:artist:4cEwEednPwWCdYT7ZhROZe,49.0,157803.0,https://i.scdn.co/image/ab6761610000e5ebc78a80d480018ec030aade25
Brenda Lee,spotify:artist:4cPHsZM98sKzmV26wlwD2W,79.0,369361.0,https://i.scdn.co/image/ab6761610000e5eb4ea49bdca366a3baa5cbb006
Jan Utbult,spotify:artist:4cdzuhtmHpWvdn1nXn2Aga,43.0,386.0,https://i.scdn.co/image/ab67616d0000b273ecfefcddb02c66f45ac79ac4
Afgan,spotify:artist:4cgBCGxtlfap2g6jveB7du,68.0,2283406.0,https://i.scdn.co/image/ab6761610000e5eb50d73299ce6b2272ff210329
Lee Joomyung,spotify:artist:4dN1DsKUXV6xugiarFBAa6,32.0,391.0,
Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,84.0,53359025.0,https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17
EPEX,spotify:artist:4e2umhzNHTSeQnSCWPN0uT,42.0,215706.0,https://i.scdn.co/image/ab6761610000e5eb74ca2dfde93d9807b2ec18da
LUCY,spotify:artist:4eh2JeBpQaScfHKKXZh5vO,48.0,212081.0,https://i.scdn.co/image/ab6761610000e5eb7541701f47f8126ec943c1d6
LADIES' CODE,spotify:artist:4epPY1AW9lQeVUM1XaFiwi,32.0,164796.0,https://i.scdn.co/image/ab67616d0000b27395ab9a02d082c6df434aee14
Travis Barker,spotify:artist:4exLIFE8sISLr28sqG1qNX,66.0,439543.0,https://i.scdn.co/image/ab6761610000e5eb217f81a86110ebc7c0e43fb3
Kevin MacLeod,spotify:artist:4fSMtiyC6lF5BUO1tUMWMs,51.0,228072.0,https://i.scdn.co/image/ab6761610000e5eb4dcddba215809727c04aa897
Thundercat,spotify:artist:4frXpPxQQZwbCu3eTGnZEw,70.0,1246927.0,https://i.scdn.co/image/ab6761610000e5eb299e78573ac6393aa9079d19
Giveon,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,76.0,3441818.0,https://i.scdn.co/image/ab6761610000e5eb0219b6643b1ec449b0951bfe
K/DA,spotify:artist:4gOc8TsQed9eqnqJct2c5v,63.0,2160992.0,https://i.scdn.co/image/ab6761610000e5ebdc1dc943555dfa1ee2a107e5
Samantha Barks,spotify:artist:4gOl5m9dY7IGAipqpul7GZ,41.0,23172.0,https://i.scdn.co/image/ab6761610000e5eb0011a003b54943e02654e1f4
Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,87.0,48751523.0,https://i.scdn.co/image/ab6761610000e5eb989ed05e1f0570cc4726c2d3
Colm Wilkinson,spotify:artist:4hKV8PcRBaHZqBJjSn8OJE,41.0,16636.0,https://i.scdn.co/image/8342768be08c1c9bf4af1d4584a103bcb3042704
Yeeun,spotify:artist:4hMhbcPHd2nsZFhY1TNp8Y,35.0,24414.0,https://i.scdn.co/image/ab6761610000e5ebe50455b6a7e62abc95cff2e8
Myung-Whun Chung,spotify:artist:4hdiwtmc6OEFFxpSlwwmby,46.0,3650.0,https://i.scdn.co/image/f4b67441af1209f35f44684e0e7e623da5550f4f
YESUNG,spotify:artist:4hyF8Vtc73RYJr3RgTE2Zf,45.0,355096.0,https://i.scdn.co/image/ab6761610000e5eb9b2a39ae7fbcf8184d2eb09b
Mariah Carey,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,85.0,9607492.0,https://i.scdn.co/image/ab6761610000e5eb21b66418f7f3b86967f85bce
The Dave Brubeck Quartet,spotify:artist:4iRZAbYvBqnxrbs6K25aJ7,55.0,271308.0,https://i.scdn.co/image/b6f7dc3c16f95e6df120af205d4007f518b01e0e
Young the Giant,spotify:artist:4j56EQDQu5XnL7R3E9iFJT,66.0,1542027.0,https://i.scdn.co/image/ab6761610000e5ebf29db93f7f6a72cbf5f96b59
AleXa,spotify:artist:4jCGRzuZkwo8CxboiANMEU,43.0,387609.0,https://i.scdn.co/image/ab6761610000e5ebdc780782bbcb0aefded9991d
Cologne New Philharmonic Orchestra,spotify:artist:4jSOT0xN5OKPgEfawfzInB,32.0,473.0,https://i.scdn.co/image/ab67616d0000b273ad029134625e13b2823b8b83
KIM WOO SEOK,spotify:artist:4k2MyP64uZ78mvjKd1Ciq2,36.0,227439.0,https://i.scdn.co/image/ab6761610000e5eb568d2846f8b9c8267da1e34d
Cardi B,spotify:artist:4kYSro6naA4h99UJvo89HB,78.0,22978738.0,https://i.scdn.co/image/ab6761610000e5ebb06326b1297d8aa321832805
David Firth,spotify:artist:4kjJU6zIfQi87yTWJMxJNw,23.0,379.0,https://i.scdn.co/image/ab67616d0000b273ebeba683d4b477ef2748c3bd
YongYong,spotify:artist:4lgoUoPxqxjZMtN0raCBVK,33.0,17492.0,https://i.scdn.co/image/ab6761610000e5ebce345a76e6fc6238e85005cd
U-KNOW,spotify:artist:4lqxrwkJ16gYkKNumLA3SL,34.0,84140.0,https://i.scdn.co/image/ab6761610000e5eb703c123f5e8496e4bf5c083b
Jodi Benson,spotify:artist:4mmMtabvFCKA6HfmVmitNH,50.0,41564.0,https://i.scdn.co/image/ab6761610000e5eb583a4cf451be21040cfaa0a4
BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,54.0,825686.0,https://i.scdn.co/image/ab6761610000e5eb1b86652b4761cbc4d3bc791f
Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,79.0,32246584.0,https://i.scdn.co/image/ab6761610000e5ebec05963eab63676a539fef13
University Of Delaware Vocal Point,spotify:artist:4nrhXBXu7FnxWeSbB21bfk,3.0,693.0,https://i.scdn.co/image/ab6761610000e5eb8be60bf944b4dfa165ed2995
Dynamicduo,spotify:artist:4nvFFLtv7ZqoTr83387uK4,58.0,200600.0,https://i.scdn.co/image/ab6761610000e5eb18b5e84af500dc8efbd5f889
GSoul,spotify:artist:4oEXworvhegyK83rZwVyWL,48.0,226746.0,https://i.scdn.co/image/ab6761610000e5eb93e2ce2a89750ea98891fe52
Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,77.0,14264252.0,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79
Chanticleer,spotify:artist:4p6DfIA6NnKmWeRgDJPLT0,48.0,22812.0,https://i.scdn.co/image/ab6761610000e5eb92b24687e5c545daa04290e6
Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,72.0,7218441.0,https://i.scdn.co/image/ab6761610000e5ebc3b370fc26c83312db52af14
ASTRO,spotify:artist:4pz4uzOMpJQyV8UTsDy4H8,55.0,1985332.0,https://i.scdn.co/image/ab6761610000e5ebee6186f4ba9d39d9438ad7d8
Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,95.0,78154763.0,https://i.scdn.co/image/ab6761610000e5eb9ad50e478a469448c6f369df
Bang Chan,spotify:artist:4qy7HANJDOZRObts4Z0KSV,46.0,62671.0,
DaBaby,spotify:artist:4r63FhuTkUYltbVAg5TQnk,78.0,11547918.0,https://i.scdn.co/image/ab6761610000e5eb0da5cd9354d458143258879a
Da Vinci's Notebook,spotify:artist:4rIDY3ojaWd7Z9ky9SFc1g,40.0,76395.0,https://i.scdn.co/image/ab67616d0000b273bb2a0b1810640a0cb50c1a7f
JOOHONEY,spotify:artist:4rpOWirhzqN7NPgRX76l1k,39.0,306302.0,https://i.scdn.co/image/ab6761610000e5ebb41d4a656d92f93daed36366
Roger Bart,spotify:artist:4sZw3BLoQ9SniX4mcoh80b,46.0,9677.0,https://i.scdn.co/image/ab67616d0000b27356789be2a63a54149a63feee
Styx,spotify:artist:4salDzkGmfycRqNUbyBphh,59.0,1892901.0,https://i.scdn.co/image/ab6761610000e5ebfef3008e708e59efaa5667ed
Dadju,spotify:artist:4sbXXFzEWJY2zsZjelerjX,71.0,5655932.0,https://i.scdn.co/image/ab6761610000e5eb0910ff09d3b54b114d233aa3
Daft Punk,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,80.0,9720748.0,https://i.scdn.co/image/ab6761610000e5eba7bfd7835b5c1eee0c95fa6e
Gracie Abrams,spotify:artist:4tuJ0bMpJh08umKkEXKUI5,73.0,1454266.0,https://i.scdn.co/image/ab6761610000e5eb416bd8a66bfcbc545c2009ac
Angela Chang,spotify:artist:4txug0T3vYc9p20tuhfCUa,49.0,501734.0,https://i.scdn.co/image/ab6761610000e5ebb179aad93276b141b9848ca1
BAEKHYUN,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,66.0,2691305.0,https://i.scdn.co/image/ab6761610000e5eb611e60f2b061c920476b2df3
YooA,spotify:artist:4ur1jCwyNlhgd0viJkOtcQ,39.0,117524.0,https://i.scdn.co/image/ab6761610000e5eb86ea393b9e590523e822ea13
Jem,spotify:artist:4v4xuH9VypORYabMnhPLt1,37.0,77333.0,https://i.scdn.co/image/da5f4b11c665b4d17c7ed24eb23949c046208dcd
Tink,spotify:artist:4v6XOdonnfpdTKTRJArG7v,56.0,1014984.0,https://i.scdn.co/image/ab6761610000e5ebee310fa1ea1733fd31d9866c
Alexander Knox,spotify:artist:4vzwv4zzBTlG8qsFCqP2Yv,12.0,9.0,
Juxtaposition,spotify:artist:4wFqotuEhWL1ERKyIVnU9F,17.0,4258.0,https://i.scdn.co/image/ab6761610000e5ebc4acba33054f6d648956af46
Indigo Girls,spotify:artist:4wM29TDTr3HI0qFY3KoSFG,51.0,337787.0,https://i.scdn.co/image/ab6761610000e5ebcdbd28dd134a8828825088de
WayV-TEN&YANGYANG,spotify:artist:4wOAdZOMOVSwrZQxDYrUx3,35.0,172201.0,https://i.scdn.co/image/ab6761610000e5eb5c237a2e0c881b21c151f2cb
Youjeen,spotify:artist:4wVcCedmr7FHtUlFnIeJIG,59.0,9391.0,https://i.scdn.co/image/ab67616d0000b273006a347ff2700caa3e757c0a
Tom Hulce,spotify:artist:4wd5K3s3ekf0czSh2qGjTD,36.0,1364.0,
Carrie Underwood,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,70.0,5889288.0,https://i.scdn.co/image/ab6761610000e5ebc1c077c305eb4b2bcac25fd5
Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,73.0,5983404.0,https://i.scdn.co/image/ab6761610000e5eb6581cd61841a546e8ba1dc1f
YERI,spotify:artist:4xzwjGxzfKglU0cNW4q4l1,35.0,360302.0,https://i.scdn.co/image/ab6761610000e5eb6c2a5ea9ef6fc4d5bfda7278
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,42.0,549693.0,https://i.scdn.co/image/ab6761610000e5eb62d9c0848a4f74f58948ab44
Kristle Edwards,spotify:artist:4y5d67UxD0QON2vRZOjXZ6,45.0,545.0,
Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,73.0,3980278.0,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23
DAVICHI,spotify:artist:4z6yrDz5GfKXkeQZjOaZdq,54.0,716428.0,https://i.scdn.co/image/ab6761610000e5eb60815ff18cb9f9f0fe12aa97
Michael Francis,spotify:artist:4znpeZQkiPbcXtHlRbfTqF,49.0,619.0,https://i.scdn.co/image/ab67616d0000b2738e6adfe4421d106633abde7b
張楚寒,spotify:artist:4zzzvh8xX7laDArf8Gt7iw,16.0,3648.0,https://i.scdn.co/image/ab67616d0000b273709a3fc128e4d453fab4d14e
Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,83.0,9347756.0,https://i.scdn.co/image/ab6761610000e5eb547d2b41c9f2c97318aad0ed
Kat Dunbar Linker,spotify:artist:512QZ1TM6L4uXmWCVOKHtV,0.0,0.0,
Master KG,spotify:artist:523y9KSneKh6APd1hKxLuF,62.0,536437.0,https://i.scdn.co/image/ab6761610000e5ebcab7641233163bb5d6c5d527
The Harmonics,spotify:artist:528Rcthd9JqtIrlbrGKNsG,17.0,1476.0,https://i.scdn.co/image/ab6761610000e5ebed12016e0eb2c7d47357c136
Nile Lee,spotify:artist:52FvIIUS7sLLUn2mZEjWa8,24.0,75.0,https://i.scdn.co/image/ab67616d0000b273bb5333f17b22081d93856e43
Seo Taiji and Boys,spotify:artist:52Gsa9Zypqztm2DeNkQfCm,30.0,32420.0,https://i.scdn.co/image/ab6761610000e5ebbdbf1cba523a3a63a11280ab
Chundung,spotify:artist:52KEoFZCGGap8hZHtOgENt,30.0,43.0,
Louis Prima,spotify:artist:52lBOxCxbJg0ttXEW9CQpW,59.0,192742.0,https://i.scdn.co/image/85e8343b215c98ad063417ac2f6b63919557721a
LOONA,spotify:artist:52zMTJCKluDlFwMQWmccY7,56.0,2445310.0,https://i.scdn.co/image/ab6761610000e5eb80584436e5726afb70cee7f8
Sean McCourt,spotify:artist:53KxkH27mKZgcCmtdKYBl7,32.0,242.0,https://i.scdn.co/image/ab6761610000e5eb8fc84f7c80e1310b0cd5453d
Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,86.0,51466684.0,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e
Jesse Corti,spotify:artist:53vhGhGRoi9ARM7kr3jrz5,37.0,1005.0,
DJ Snake,spotify:artist:540vIaP2JwjQb9dm3aArA4,77.0,8666500.0,https://i.scdn.co/image/ab6761610000e5eb4b6c50f5fdfc89384b19cc68
James Smith,spotify:artist:543ccHFPnZfJMD8tRGPtu7,53.0,803806.0,https://i.scdn.co/image/ab6761610000e5ebcad5051d3069454d070cc945
AOA,spotify:artist:54gWVQFHf8IIqbjxAoOarN,52.0,733930.0,https://i.scdn.co/image/ab67616d0000b27336adcea4e93245f1fec547df
Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,85.0,14229742.0,https://i.scdn.co/image/ab6761610000e5ebc1c08e541eae3cc82c6988c4
Deep Purple,spotify:artist:568ZhdwyaiCyOGJRtNYhWf,64.0,5312298.0,https://i.scdn.co/image/ab6761610000e5eb607e7523c28dd40288a08df4
Jawsh 685,spotify:artist:56mfhUDKa1vec6rSLZV5Eg,58.0,116560.0,https://i.scdn.co/image/ab6761610000e5eb011dde6bbcb133aea587ad5a
Lizzo,spotify:artist:56oDRnqbIiwx4mymNEv7dS,71.0,5694807.0,https://i.scdn.co/image/ab6761610000e5eb0d66b3670294bf801847dae2
Summer Walker,spotify:artist:57LYzLEk2LcFghVwuWbcuS,78.0,5863740.0,https://i.scdn.co/image/ab6761610000e5ebfade412170364e8067c9df7a
Jeon Ji Woo,spotify:artist:5A0sx2B7umJPdXgpfghJDJ,25.0,4787.0,
Joseph Jennings,spotify:artist:5A3ntUGTCKttzOwkoF9AUY,18.0,38.0,https://i.scdn.co/image/ab67616d0000b273ee70d3962767cdb6757e9a2b
Gustav Holst,spotify:artist:5B7uXBeLc2TkR5Jk23qKIZ,55.0,166644.0,https://i.scdn.co/image/ef09684355a52775e8ff4c9fc2d9fc35714e264a
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,52.0,2052649.0,https://i.scdn.co/image/ab6761610000e5eb8d69367047a24d20b0323ff7
VIXX,spotify:artist:5BkB3rXc0qIdUtuEnhbK0A,47.0,959601.0,https://i.scdn.co/image/ab6761610000e5eb84f9ce82754d57d4ee374d42
KANGTA,spotify:artist:5Bm6d9Fbsmln3CpXv8VrMG,36.0,26738.0,https://i.scdn.co/image/ab6761610000e5ebde2a6b0e488b390729d46c4a
Donna Murphy,spotify:artist:5BuTOT6mPoNZ5EmaPheBI9,48.0,8004.0,
benny blanco,spotify:artist:5CiGnKThu5ctn9pBxv7DGa,72.0,1105343.0,https://i.scdn.co/image/ab6761610000e5eb860c37890942e05e58c19372
Gavin DeGraw,spotify:artist:5DYAABs8rkY9VhwtENoQCz,60.0,1275375.0,https://i.scdn.co/image/ab6761610000e5ebadcf942c60522b5482b33652
Yo-Yo Ma,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,65.0,583082.0,https://i.scdn.co/image/ab6761610000e5ebfb0fcd51414e7bbe85e00b6f
WINNER,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,53.0,2527186.0,https://i.scdn.co/image/ab6761610000e5eb9c4acb1897759452c0ed82d9
Stolen Jars,spotify:artist:5EAJ2dKLdisq7BOJHQ1B7r,47.0,6292.0,https://i.scdn.co/image/ab6761610000e5eb5db8621b4a58607c3c430a1a
Bona(WJSN),spotify:artist:5EHm62VI2botfXyNvboLlL,32.0,1365.0,
Hercules - Cast,spotify:artist:5EwcZmy33WI5RTdNfDQLoD,0.0,269.0,https://i.scdn.co/image/ab67616d0000b273f6a713be4f418307ab7ffaf4
Hugh Jackman,spotify:artist:5F1aoppMtU3OMiltO8ymJ2,65.0,583101.0,https://i.scdn.co/image/e8f69e48f7ae80c6247fda3bf03d6155ae0d7282
Kenneth Ard,spotify:artist:5FrpB7toJvnhPRiZ4I1mxQ,12.0,1.0,
The Back Row,spotify:artist:5GaN9YyrJyPmJd6dALWhQh,1.0,688.0,https://i.scdn.co/image/ab67616d0000b2733ffa98af2aa15cb4212e6a85
Thurl Ravenscroft,spotify:artist:5Gejwv3xz2DpLcxVpMD6hL,63.0,7196.0,https://i.scdn.co/image/ab67616d0000b2733179327b8f6c31d3791bbc26
H1-KEY,spotify:artist:5GwQwY63I9hrUUFlQB8FYU,40.0,104480.0,https://i.scdn.co/image/ab6761610000e5ebb5207fa3bccc5cb644b6d4bd
Tyler Ward,spotify:artist:5Hc9oDGvStNGmnj44m8sHg,49.0,298833.0,https://i.scdn.co/image/ab6761610000e5eb609be0ee540573fd49d1cdea
John Aron,spotify:artist:5Hco9oOhEcTrU0hzzIkoF7,14.0,5.0,
Zion.T,spotify:artist:5HenzRvMtSrgtvU16XAoby,57.0,592423.0,https://i.scdn.co/image/ab6761610000e5eb2399cb22b73eff59dcbc26d5
The Pitchforks,spotify:artist:5IPABE7EhPLvUVsgM3dlZ8,14.0,3441.0,https://i.scdn.co/image/ab6761610000e5eb2d08d9641afbcd0d13f58127
Lauv,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,74.0,6090554.0,https://i.scdn.co/image/ab6761610000e5eb9c0eb37411c26ff54c29dcb6
Bootsy Collins,spotify:artist:5K0rbdBrs2tNXe5LeWMATT,65.0,388987.0,https://i.scdn.co/image/2103311f1aedbaa1c8c9514d79c45f4c3ddbca96
Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,91.0,22952223.0,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a
RAYE,spotify:artist:5KKpBU5eC2tJDzf0wmlRp2,78.0,1139795.0,https://i.scdn.co/image/ab6761610000e5eb0550f0badff3ad04802b1e86
Katie Lopez,spotify:artist:5Kkhk21siwbW3BfZUwpykJ,54.0,2118.0,
LISA,spotify:artist:5L1lO4eRHmJ7a0Q6csE5cT,70.0,6093190.0,https://i.scdn.co/image/ab6761610000e5eb8543b9b2b5d153d37c46606d
SoCal VoCals,spotify:artist:5L30XpwHG77eWCZtelTns9,22.0,5800.0,https://i.scdn.co/image/ab6761610000e5eb78999d4b6fb0847081e2f479
Rain,spotify:artist:5L4EafeXwZ0stGuPtGr5Tz,45.0,126628.0,https://i.scdn.co/image/ab6772690000c46c10d90fee3240f733c26f161f
Jan Neuberger,spotify:artist:5LATQYuPWELZCDEdGYN5YH,32.0,185.0,
Tyga,spotify:artist:5LHRHt1k9lMyONurDHEdrp,78.0,6850466.0,https://i.scdn.co/image/ab6761610000e5eb1d8e3ecf59f556b8e4fafce8
WOOSUNG,spotify:artist:5LHu1iF8m0XtRBEJbbwSoo,56.0,700333.0,https://i.scdn.co/image/ab6761610000e5ebca6daabeb614243f96b2829f
Hong Jin Young,spotify:artist:5LwiBgLTllBUiqQGNiQ7jY,38.0,49781.0,https://i.scdn.co/image/ab6761610000e5eb1509ea5c5453d5edba050412
Francisco Araiza,spotify:artist:5M0cOgeTBOetAbsM4FDVDP,25.0,2653.0,https://i.scdn.co/image/2dbbc246942e3d8d71b85250e31ed71fc99b1019
Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,71.0,7463747.0,https://i.scdn.co/image/ab6761610000e5eb4870cd833ebe1092601820c3
MIKA,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,65.0,1346357.0,https://i.scdn.co/image/ab6761610000e5ebc5adcd7630c57d002cc5a645
BE'O,spotify:artist:5NUVwRESNqYBUTRbiATjy7,55.0,237145.0,https://i.scdn.co/image/ab6761610000e5ebad9d5fda1f59672d31163ad5
Faouzia,spotify:artist:5NhgsV7qPWHZqYEMKzbYvo,61.0,675054.0,https://i.scdn.co/image/ab6761610000e5ebee6731023002d5872561dcd9
DeVita,spotify:artist:5PS3ZZE5bBiZ3Ct9HiRG2B,55.0,115087.0,https://i.scdn.co/image/ab6761610000e5eb9318bf5fb4ab6a3b94e43d9f
University of Rochester YellowJackets,spotify:artist:5PdBpsZXvnEbbTe1589fMO,21.0,6007.0,https://i.scdn.co/image/ab6761610000e5eb9f0ec2e6469f7552d8a7ea63
OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,81.0,16586438.0,https://i.scdn.co/image/ab6761610000e5eb57138b98e7ddd5a86ee97a9b
The Swingles,spotify:artist:5QvPTVBx6OlrUuPwC8W3uU,23.0,3260.0,https://i.scdn.co/image/ab6761610000e5ebe6929e51ab4408868a13cbd8
Kep1er,spotify:artist:5R7AMwDeroq6Ls0COQYpS4,57.0,1423213.0,https://i.scdn.co/image/ab6761610000e5eb7283d8a8772263a7562447c9
MOMOLAND,spotify:artist:5RR0MLwcjc87wjSw2JYdwx,53.0,4001827.0,https://i.scdn.co/image/ab6761610000e5eb4d4b74165ecfadcacf0771ae
Amanda Seyfried,spotify:artist:5RZjpmuD14JKXvB8Ry1G1u,62.0,92614.0,https://i.scdn.co/image/ab67616d0000b2739df743876af625c169430dee
Bjørn Breistein,spotify:artist:5RcdEOFhEHcJUuxwKGubm4,40.0,19.0,https://i.scdn.co/image/ab67616d0000b2738595529eaa871a5bef0d6dd6
5 Seconds of Summer,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,75.0,9792077.0,https://i.scdn.co/image/ab6761610000e5eb5048d9616b459ef90f04b6d8
Agust D,spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML,73.0,13562402.0,https://i.scdn.co/image/ab6761610000e5eb191d43dca6f2f5a126e43e4b
Gnarls Barkley,spotify:artist:5SbkVQYYzlw1kte75QIabH,63.0,514944.0,https://i.scdn.co/image/03e8855382d21e1cbf8172c03001ab8847889f38
Estelle,spotify:artist:5T0MSzX9RC5NA6gAI6irSn,64.0,272977.0,https://i.scdn.co/image/ab6761610000e5ebf4710a4c927b222cfa785257
Lillias White,spotify:artist:5TKKPpY9zr2qrz3JM3Vawq,54.0,6273.0,https://i.scdn.co/image/ab67616d0000b27382dd1ed154ee983c5af04e74
Alex Lacamoire,spotify:artist:5TLQArskPwpPQULjjE2tsW,55.0,12723.0,https://i.scdn.co/image/ab67616d0000b2735161c380bfea9322a4ef067f
Eric Whitacre,spotify:artist:5TWpCLIhvGlbJmLK1zNpiL,49.0,97060.0,https://i.scdn.co/image/ab6761610000e5eb9e3b99bd6e931e16752305bd
DAY6,spotify:artist:5TnQc2N1iKlFjYD7CPGvFc,62.0,3202495.0,https://i.scdn.co/image/ab6761610000e5eb2fba28d51fc972ed9d8fbaaa
