level_0,artist_uri,term,index,as_of_date
747,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,medium_term,36,2023-06-09
748,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,medium_term,37,2023-06-09
749,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,medium_term,38,2023-06-09
750,spotify:artist:6udveWUgX4vu75FF0DTrXV,medium_term,39,2023-06-09
751,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,medium_term,40,2023-06-09
752,spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,medium_term,41,2023-06-09
753,spotify:artist:6Ayc7FBYR3HjkGQb7SZrzQ,medium_term,42,2023-06-09
754,spotify:artist:1wKpMkucynaTfG8lyPprYV,medium_term,43,2023-06-09
755,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,medium_term,44,2023-06-09
756,spotify:artist:6iVo62B0bdTknRcrktCmak,medium_term,45,2023-06-09
757,spotify:artist:0du5cEVh5yTK9QJze8zA0C,medium_term,46,2023-06-09
758,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,47,2023-06-09
759,spotify:artist:0sYpJ0nCC8AlDrZFeAA7ub,medium_term,48,2023-06-09
760,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,medium_term,49,2023-06-09
761,spotify:artist:68KmkJeZGfwe1OUaivBa2L,medium_term,50,2023-06-09
762,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,1,2023-06-09
763,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,2,2023-06-09
764,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,3,2023-06-09
765,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,4,2023-06-09
766,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,5,2023-06-09
767,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,6,2023-06-09
768,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,7,2023-06-09
769,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,8,2023-06-09
770,spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,9,2023-06-09
771,spotify:artist:62e1EYSpSgrfu0Vxb5uqph,short_term,10,2023-06-09
772,spotify:artist:0du5cEVh5yTK9QJze8zA0C,short_term,11,2023-06-09
773,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,12,2023-06-09
774,spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,13,2023-06-09
775,spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,14,2023-06-09
776,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,short_term,15,2023-06-09
777,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,short_term,16,2023-06-09
778,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,short_term,17,2023-06-09
779,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,short_term,18,2023-06-09
780,spotify:artist:7cVZApDoQZpS447nHTsNqu,short_term,19,2023-06-09
781,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,short_term,20,2023-06-09
782,spotify:artist:6Ie1HZJ0vFXxxogMhPnZcg,short_term,21,2023-06-09
783,spotify:artist:0mCdmt2O8dd8jJWv7m24EE,short_term,22,2023-06-09
784,spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,23,2023-06-09
785,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,short_term,24,2023-06-09
786,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,short_term,25,2023-06-09
787,spotify:artist:6RHTUrRF63xao58xh9FXYJ,short_term,26,2023-06-09
788,spotify:artist:06HL4z0CvFAxyc27GXpf02,short_term,27,2023-06-09
789,spotify:artist:4rpOWirhzqN7NPgRX76l1k,short_term,28,2023-06-09
790,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,short_term,29,2023-06-09
791,spotify:artist:6HvZYsbFfjnjFrWF950C9d,short_term,30,2023-06-09
792,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,short_term,31,2023-06-09
793,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,1,2023-06-06
794,spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,2,2023-06-06
795,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,3,2023-06-06
796,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,4,2023-06-06
797,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,5,2023-06-06
798,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,6,2023-06-06
799,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,7,2023-06-06
800,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,8,2023-06-06
801,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,9,2023-06-06
802,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,10,2023-06-06
803,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,11,2023-06-06
804,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,12,2023-06-06
805,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,13,2023-06-06
806,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,14,2023-06-06
807,spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,15,2023-06-06
808,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,16,2023-06-06
809,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,long_term,17,2023-06-06
810,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,18,2023-06-06
811,spotify:artist:6RHTUrRF63xao58xh9FXYJ,long_term,19,2023-06-06
812,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,long_term,20,2023-06-06
813,spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,21,2023-06-06
814,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,22,2023-06-06
815,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,long_term,23,2023-06-06
816,spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,24,2023-06-06
817,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,long_term,25,2023-06-06
818,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,long_term,26,2023-06-06
819,spotify:artist:2GQxKDojobwBjZMPf7aoh0,long_term,27,2023-06-06
820,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,long_term,28,2023-06-06
821,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,29,2023-06-06
822,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,long_term,30,2023-06-06
823,spotify:artist:6Xg22wJOAcnvPUfk5WvODH,long_term,31,2023-06-06
824,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,long_term,32,2023-06-06
825,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,33,2023-06-06
826,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,long_term,34,2023-06-06
827,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,long_term,35,2023-06-06
828,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,36,2023-06-06
829,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,long_term,37,2023-06-06
830,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,long_term,38,2023-06-06
831,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,long_term,39,2023-06-06
832,spotify:artist:68KmkJeZGfwe1OUaivBa2L,long_term,40,2023-06-06
833,spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,41,2023-06-06
834,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,long_term,42,2023-06-06
835,spotify:artist:6QyO41KctzGc70mVaVnXQO,long_term,43,2023-06-06
836,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,44,2023-06-06
837,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,long_term,45,2023-06-06
838,spotify:artist:2019zR22qK2RBvCqtudBaI,long_term,46,2023-06-06
839,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,long_term,47,2023-06-06
840,spotify:artist:1wKpMkucynaTfG8lyPprYV,long_term,48,2023-06-06
841,spotify:artist:52zMTJCKluDlFwMQWmccY7,long_term,49,2023-06-06
842,spotify:artist:1HY2Jd0NmPuamShAr6KMms,long_term,50,2023-06-06
843,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,medium_term,1,2023-06-06
844,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,medium_term,2,2023-06-06
845,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,medium_term,3,2023-06-06
846,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,medium_term,4,2023-06-06
847,spotify:artist:2dIgFjalVxs4ThymZ67YCE,medium_term,5,2023-06-06
848,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,medium_term,6,2023-06-06
849,spotify:artist:41MozSoPIsD1dJM0CLPjZF,medium_term,7,2023-06-06
850,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,medium_term,8,2023-06-06
851,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,medium_term,9,2023-06-06
852,spotify:artist:3qNVuliS40BLgXGxhdBdqu,medium_term,10,2023-06-06
853,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,medium_term,11,2023-06-06
854,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,medium_term,12,2023-06-06
855,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,medium_term,13,2023-06-06
856,spotify:artist:2GQxKDojobwBjZMPf7aoh0,medium_term,14,2023-06-06
857,spotify:artist:6HvZYsbFfjnjFrWF950C9d,medium_term,15,2023-06-06
858,spotify:artist:01XYiBYaoMJcNhPokrg0l0,medium_term,16,2023-06-06
859,spotify:artist:6RHTUrRF63xao58xh9FXYJ,medium_term,17,2023-06-06
860,spotify:artist:7cVZApDoQZpS447nHTsNqu,medium_term,18,2023-06-06
861,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,medium_term,19,2023-06-06
862,spotify:artist:28ot3wh4oNmoFOdVajibBl,medium_term,20,2023-06-06
863,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,medium_term,21,2023-06-06
864,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,medium_term,22,2023-06-06
865,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,medium_term,23,2023-06-06
866,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,medium_term,24,2023-06-06
867,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,medium_term,25,2023-06-06
868,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,medium_term,26,2023-06-06
869,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,medium_term,27,2023-06-06
870,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,medium_term,28,2023-06-06
871,spotify:artist:5dCvSnVduaFleCnyy98JMo,medium_term,29,2023-06-06
872,spotify:artist:06HL4z0CvFAxyc27GXpf02,medium_term,30,2023-06-06
873,spotify:artist:6udveWUgX4vu75FF0DTrXV,medium_term,31,2023-06-06
874,spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,medium_term,32,2023-06-06
875,spotify:artist:6Ayc7FBYR3HjkGQb7SZrzQ,medium_term,33,2023-06-06
876,spotify:artist:1moxjboGR7GNWYIMWsRjgG,medium_term,34,2023-06-06
877,spotify:artist:1wKpMkucynaTfG8lyPprYV,medium_term,35,2023-06-06
878,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,medium_term,36,2023-06-06
879,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,medium_term,37,2023-06-06
880,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,medium_term,38,2023-06-06
881,spotify:artist:0du5cEVh5yTK9QJze8zA0C,medium_term,39,2023-06-06
882,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,medium_term,40,2023-06-06
883,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,medium_term,41,2023-06-06
884,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,medium_term,42,2023-06-06
885,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,medium_term,43,2023-06-06
886,spotify:artist:68KmkJeZGfwe1OUaivBa2L,medium_term,44,2023-06-06
887,spotify:artist:5qBZETtyzfYnXOobDXbmcD,medium_term,45,2023-06-06
888,spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti,medium_term,46,2023-06-06
889,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,47,2023-06-06
890,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,medium_term,48,2023-06-06
891,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,medium_term,49,2023-06-06
892,spotify:artist:13rF01aOogvnkuQXOlgTW8,medium_term,50,2023-06-06
893,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,1,2023-06-06
894,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,2,2023-06-06
895,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,3,2023-06-06
896,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,4,2023-06-06
897,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,5,2023-06-06
898,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,6,2023-06-06
899,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,7,2023-06-06
900,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,8,2023-06-06
901,spotify:artist:62e1EYSpSgrfu0Vxb5uqph,short_term,9,2023-06-06
902,spotify:artist:0du5cEVh5yTK9QJze8zA0C,short_term,10,2023-06-06
903,spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,11,2023-06-06
904,spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,12,2023-06-06
905,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,short_term,13,2023-06-06
906,spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,14,2023-06-06
907,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,short_term,15,2023-06-06
908,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,16,2023-06-06
909,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,short_term,17,2023-06-06
910,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,short_term,18,2023-06-06
911,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,short_term,19,2023-06-06
912,spotify:artist:6Ie1HZJ0vFXxxogMhPnZcg,short_term,20,2023-06-06
913,spotify:artist:0mCdmt2O8dd8jJWv7m24EE,short_term,21,2023-06-06
914,spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,22,2023-06-06
915,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,short_term,23,2023-06-06
916,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,short_term,24,2023-06-06
917,spotify:artist:6RHTUrRF63xao58xh9FXYJ,short_term,25,2023-06-06
918,spotify:artist:06HL4z0CvFAxyc27GXpf02,short_term,26,2023-06-06
919,spotify:artist:4rpOWirhzqN7NPgRX76l1k,short_term,27,2023-06-06
920,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,short_term,28,2023-06-06
921,spotify:artist:6HvZYsbFfjnjFrWF950C9d,short_term,29,2023-06-06
922,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,1,2023-06-03
923,spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,2,2023-06-03
924,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,3,2023-06-03
925,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,4,2023-06-03
926,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,5,2023-06-03
927,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,6,2023-06-03
928,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,7,2023-06-03
929,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,8,2023-06-03
930,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,9,2023-06-03
931,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,10,2023-06-03
932,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,11,2023-06-03
933,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,12,2023-06-03
934,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,13,2023-06-03
935,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,14,2023-06-03
936,spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,15,2023-06-03
937,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,16,2023-06-03
938,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,long_term,17,2023-06-03
939,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,18,2023-06-03
940,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,long_term,19,2023-06-03
941,spotify:artist:6RHTUrRF63xao58xh9FXYJ,long_term,20,2023-06-03
942,spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,21,2023-06-03
943,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,22,2023-06-03
944,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,long_term,23,2023-06-03
945,spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,24,2023-06-03
946,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,long_term,25,2023-06-03
947,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,long_term,26,2023-06-03
948,spotify:artist:2GQxKDojobwBjZMPf7aoh0,long_term,27,2023-06-03
949,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,long_term,28,2023-06-03
950,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,29,2023-06-03
951,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,long_term,30,2023-06-03
952,spotify:artist:6Xg22wJOAcnvPUfk5WvODH,long_term,31,2023-06-03
953,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,long_term,32,2023-06-03
954,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,33,2023-06-03
955,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,long_term,34,2023-06-03
956,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,long_term,35,2023-06-03
957,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,36,2023-06-03
958,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,long_term,37,2023-06-03
959,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,long_term,38,2023-06-03
960,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,long_term,39,2023-06-03
961,spotify:artist:68KmkJeZGfwe1OUaivBa2L,long_term,40,2023-06-03
962,spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,41,2023-06-03
963,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,long_term,42,2023-06-03
964,spotify:artist:6QyO41KctzGc70mVaVnXQO,long_term,43,2023-06-03
965,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,44,2023-06-03
966,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,long_term,45,2023-06-03
967,spotify:artist:2019zR22qK2RBvCqtudBaI,long_term,46,2023-06-03
968,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,long_term,47,2023-06-03
969,spotify:artist:1wKpMkucynaTfG8lyPprYV,long_term,48,2023-06-03
970,spotify:artist:52zMTJCKluDlFwMQWmccY7,long_term,49,2023-06-03
971,spotify:artist:1HY2Jd0NmPuamShAr6KMms,long_term,50,2023-06-03
972,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,medium_term,1,2023-06-03
973,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,medium_term,2,2023-06-03
974,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,medium_term,3,2023-06-03
975,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,medium_term,4,2023-06-03
976,spotify:artist:2dIgFjalVxs4ThymZ67YCE,medium_term,5,2023-06-03
977,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,medium_term,6,2023-06-03
978,spotify:artist:41MozSoPIsD1dJM0CLPjZF,medium_term,7,2023-06-03
979,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,medium_term,8,2023-06-03
980,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,medium_term,9,2023-06-03
981,spotify:artist:3qNVuliS40BLgXGxhdBdqu,medium_term,10,2023-06-03
982,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,medium_term,11,2023-06-03
983,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,medium_term,12,2023-06-03
984,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,medium_term,13,2023-06-03
985,spotify:artist:2GQxKDojobwBjZMPf7aoh0,medium_term,14,2023-06-03
986,spotify:artist:6HvZYsbFfjnjFrWF950C9d,medium_term,15,2023-06-03
987,spotify:artist:01XYiBYaoMJcNhPokrg0l0,medium_term,16,2023-06-03
988,spotify:artist:6RHTUrRF63xao58xh9FXYJ,medium_term,17,2023-06-03
989,spotify:artist:7cVZApDoQZpS447nHTsNqu,medium_term,18,2023-06-03
990,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,medium_term,19,2023-06-03
991,spotify:artist:28ot3wh4oNmoFOdVajibBl,medium_term,20,2023-06-03
992,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,medium_term,21,2023-06-03
993,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,medium_term,22,2023-06-03
994,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,medium_term,23,2023-06-03
995,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,medium_term,24,2023-06-03
996,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,medium_term,25,2023-06-03
997,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,medium_term,26,2023-06-03
998,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,medium_term,27,2023-06-03
999,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,medium_term,28,2023-06-03
1000,spotify:artist:5dCvSnVduaFleCnyy98JMo,medium_term,29,2023-06-03
1001,spotify:artist:06HL4z0CvFAxyc27GXpf02,medium_term,30,2023-06-03
1002,spotify:artist:6udveWUgX4vu75FF0DTrXV,medium_term,31,2023-06-03
1003,spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,medium_term,32,2023-06-03
1004,spotify:artist:6Ayc7FBYR3HjkGQb7SZrzQ,medium_term,33,2023-06-03
1005,spotify:artist:1moxjboGR7GNWYIMWsRjgG,medium_term,34,2023-06-03
1006,spotify:artist:1wKpMkucynaTfG8lyPprYV,medium_term,35,2023-06-03
1007,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,medium_term,36,2023-06-03
1008,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,medium_term,37,2023-06-03
1009,spotify:artist:0du5cEVh5yTK9QJze8zA0C,medium_term,38,2023-06-03
1010,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,medium_term,39,2023-06-03
1011,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,medium_term,40,2023-06-03
1012,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,medium_term,41,2023-06-03
1013,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,medium_term,42,2023-06-03
1014,spotify:artist:68KmkJeZGfwe1OUaivBa2L,medium_term,43,2023-06-03
1015,spotify:artist:5qBZETtyzfYnXOobDXbmcD,medium_term,44,2023-06-03
1016,spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti,medium_term,45,2023-06-03
1017,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,medium_term,46,2023-06-03
1018,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,47,2023-06-03
1019,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,medium_term,48,2023-06-03
1020,spotify:artist:13rF01aOogvnkuQXOlgTW8,medium_term,49,2023-06-03
1021,spotify:artist:4S0q5n7ZzNzeiW0dAUnYHl,medium_term,50,2023-06-03
1022,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,1,2023-06-03
1023,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,2,2023-06-03
1024,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,3,2023-06-03
1025,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,4,2023-06-03
1026,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,5,2023-06-03
1027,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,6,2023-06-03
1028,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,7,2023-06-03
1029,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,8,2023-06-03
1030,spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,9,2023-06-03
1031,spotify:artist:0du5cEVh5yTK9QJze8zA0C,short_term,10,2023-06-03
1032,spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,11,2023-06-03
1033,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,12,2023-06-03
1034,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,short_term,13,2023-06-03
1035,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,short_term,14,2023-06-03
1036,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,short_term,15,2023-06-03
1037,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,short_term,16,2023-06-03
1038,spotify:artist:1wKpMkucynaTfG8lyPprYV,short_term,17,2023-06-03
1039,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,short_term,18,2023-06-03
1040,spotify:artist:6RHTUrRF63xao58xh9FXYJ,short_term,19,2023-06-03
1041,spotify:artist:06HL4z0CvFAxyc27GXpf02,short_term,20,2023-06-03
1042,spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,21,2023-06-03
1043,spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,22,2023-06-03
1044,spotify:artist:4rpOWirhzqN7NPgRX76l1k,short_term,23,2023-06-03
1045,spotify:artist:6HvZYsbFfjnjFrWF950C9d,short_term,24,2023-06-03
1046,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,1,2023-05-31
1047,spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,2,2023-05-31
1048,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,3,2023-05-31
1049,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,4,2023-05-31
1050,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,5,2023-05-31
1051,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,6,2023-05-31
1052,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,7,2023-05-31
1053,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,8,2023-05-31
1054,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,9,2023-05-31
1055,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,10,2023-05-31
1056,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,11,2023-05-31
1057,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,12,2023-05-31
1058,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,13,2023-05-31
1059,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,14,2023-05-31
