level_0,artist_uri,term,index,as_of_date
81,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,1,2023-06-25
82,spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,2,2023-06-25
83,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,3,2023-06-25
84,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,4,2023-06-25
85,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,5,2023-06-25
86,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,6,2023-06-25
87,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,7,2023-06-25
88,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,8,2023-06-25
89,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,9,2023-06-25
90,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,10,2023-06-25
91,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,11,2023-06-25
92,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,12,2023-06-25
93,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,13,2023-06-25
94,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,14,2023-06-25
95,spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,15,2023-06-25
96,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,16,2023-06-25
97,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,long_term,17,2023-06-25
98,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,18,2023-06-25
99,spotify:artist:6RHTUrRF63xao58xh9FXYJ,long_term,19,2023-06-25
100,spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,20,2023-06-25
101,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,long_term,21,2023-06-25
102,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,22,2023-06-25
103,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,long_term,23,2023-06-25
104,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,long_term,24,2023-06-25
105,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,long_term,25,2023-06-25
106,spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,26,2023-06-25
107,spotify:artist:2GQxKDojobwBjZMPf7aoh0,long_term,27,2023-06-25
108,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,long_term,28,2023-06-25
109,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,long_term,29,2023-06-25
110,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,30,2023-06-25
111,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,long_term,31,2023-06-25
112,spotify:artist:6Xg22wJOAcnvPUfk5WvODH,long_term,32,2023-06-25
113,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,long_term,33,2023-06-25
114,spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,34,2023-06-25
115,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,long_term,35,2023-06-25
116,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,36,2023-06-25
117,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,long_term,37,2023-06-25
118,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,38,2023-06-25
119,spotify:artist:3uGFTJ7JMllvhgGpumieHF,long_term,39,2023-06-25
120,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,long_term,40,2023-06-25
121,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,long_term,41,2023-06-25
122,spotify:artist:68KmkJeZGfwe1OUaivBa2L,long_term,42,2023-06-25
123,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,long_term,43,2023-06-25
124,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,long_term,44,2023-06-25
125,spotify:artist:6QyO41KctzGc70mVaVnXQO,long_term,45,2023-06-25
126,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,46,2023-06-25
127,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,long_term,47,2023-06-25
128,spotify:artist:2019zR22qK2RBvCqtudBaI,long_term,48,2023-06-25
129,spotify:artist:28ot3wh4oNmoFOdVajibBl,long_term,49,2023-06-25
130,spotify:artist:1wKpMkucynaTfG8lyPprYV,long_term,50,2023-06-25
31,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,medium_term,1,2023-06-25
32,spotify:artist:2dIgFjalVxs4ThymZ67YCE,medium_term,2,2023-06-25
33,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,medium_term,3,2023-06-25
34,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,medium_term,4,2023-06-25
35,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,medium_term,5,2023-06-25
36,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,medium_term,6,2023-06-25
37,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,medium_term,7,2023-06-25
38,spotify:artist:41MozSoPIsD1dJM0CLPjZF,medium_term,8,2023-06-25
39,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,medium_term,9,2023-06-25
40,spotify:artist:3qNVuliS40BLgXGxhdBdqu,medium_term,10,2023-06-25
41,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,medium_term,11,2023-06-25
42,spotify:artist:2GQxKDojobwBjZMPf7aoh0,medium_term,12,2023-06-25
43,spotify:artist:7cVZApDoQZpS447nHTsNqu,medium_term,13,2023-06-25
44,spotify:artist:6RHTUrRF63xao58xh9FXYJ,medium_term,14,2023-06-25
45,spotify:artist:01XYiBYaoMJcNhPokrg0l0,medium_term,15,2023-06-25
46,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,medium_term,16,2023-06-25
47,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,medium_term,17,2023-06-25
48,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,medium_term,18,2023-06-25
49,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,medium_term,19,2023-06-25
50,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,medium_term,20,2023-06-25
51,spotify:artist:6HvZYsbFfjnjFrWF950C9d,medium_term,21,2023-06-25
52,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,medium_term,22,2023-06-25
53,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,medium_term,23,2023-06-25
54,spotify:artist:06HL4z0CvFAxyc27GXpf02,medium_term,24,2023-06-25
55,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,medium_term,25,2023-06-25
56,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,medium_term,26,2023-06-25
57,spotify:artist:28ot3wh4oNmoFOdVajibBl,medium_term,27,2023-06-25
58,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,medium_term,28,2023-06-25
59,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,medium_term,29,2023-06-25
60,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,medium_term,30,2023-06-25
61,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,medium_term,31,2023-06-25
62,spotify:artist:68KmkJeZGfwe1OUaivBa2L,medium_term,32,2023-06-25
63,spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti,medium_term,33,2023-06-25
64,spotify:artist:1moxjboGR7GNWYIMWsRjgG,medium_term,34,2023-06-25
65,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,medium_term,35,2023-06-25
66,spotify:artist:5dCvSnVduaFleCnyy98JMo,medium_term,36,2023-06-25
67,spotify:artist:1wKpMkucynaTfG8lyPprYV,medium_term,37,2023-06-25
68,spotify:artist:26AHtbjWKiwYzsoGoUZq53,medium_term,38,2023-06-25
69,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,medium_term,39,2023-06-25
70,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,medium_term,40,2023-06-25
71,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,medium_term,41,2023-06-25
72,spotify:artist:6udveWUgX4vu75FF0DTrXV,medium_term,42,2023-06-25
73,spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,medium_term,43,2023-06-25
74,spotify:artist:6Ayc7FBYR3HjkGQb7SZrzQ,medium_term,44,2023-06-25
75,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,medium_term,45,2023-06-25
76,spotify:artist:6iVo62B0bdTknRcrktCmak,medium_term,46,2023-06-25
77,spotify:artist:0du5cEVh5yTK9QJze8zA0C,medium_term,47,2023-06-25
78,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,48,2023-06-25
79,spotify:artist:0sYpJ0nCC8AlDrZFeAA7ub,medium_term,49,2023-06-25
80,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,medium_term,50,2023-06-25
0,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,1,2023-06-25
1,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,2,2023-06-25
2,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,3,2023-06-25
3,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,4,2023-06-25
4,spotify:artist:2dIgFjalVxs4ThymZ67YCE,short_term,5,2023-06-25
5,spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,6,2023-06-25
6,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,7,2023-06-25
7,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,8,2023-06-25
8,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,9,2023-06-25
9,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,10,2023-06-25
10,spotify:artist:62e1EYSpSgrfu0Vxb5uqph,short_term,11,2023-06-25
11,spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,12,2023-06-25
12,spotify:artist:01XYiBYaoMJcNhPokrg0l0,short_term,13,2023-06-25
13,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,14,2023-06-25
14,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,short_term,15,2023-06-25
15,spotify:artist:6RHTUrRF63xao58xh9FXYJ,short_term,16,2023-06-25
16,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,short_term,17,2023-06-25
17,spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,18,2023-06-25
18,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,short_term,19,2023-06-25
19,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,short_term,20,2023-06-25
20,spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,21,2023-06-25
21,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,short_term,22,2023-06-25
22,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,short_term,23,2023-06-25
23,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,short_term,24,2023-06-25
24,spotify:artist:1wKpMkucynaTfG8lyPprYV,short_term,25,2023-06-25
25,spotify:artist:3JjvsPeGMbDJqsphe2z8xU,short_term,26,2023-06-25
26,spotify:artist:3uGFTJ7JMllvhgGpumieHF,short_term,27,2023-06-25
27,spotify:artist:6Ie1HZJ0vFXxxogMhPnZcg,short_term,28,2023-06-25
28,spotify:artist:0mCdmt2O8dd8jJWv7m24EE,short_term,29,2023-06-25
29,spotify:artist:6Xg22wJOAcnvPUfk5WvODH,short_term,30,2023-06-25
30,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,short_term,31,2023-06-25
131,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,1,2023-06-22
132,spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,2,2023-06-22
133,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,3,2023-06-22
134,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,4,2023-06-22
135,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,5,2023-06-22
136,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,6,2023-06-22
137,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,7,2023-06-22
138,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,8,2023-06-22
139,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,9,2023-06-22
140,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,10,2023-06-22
141,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,11,2023-06-22
142,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,12,2023-06-22
143,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,13,2023-06-22
144,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,14,2023-06-22
145,spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,15,2023-06-22
146,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,16,2023-06-22
147,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,long_term,17,2023-06-22
148,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,18,2023-06-22
149,spotify:artist:6RHTUrRF63xao58xh9FXYJ,long_term,19,2023-06-22
150,spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,20,2023-06-22
151,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,long_term,21,2023-06-22
152,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,22,2023-06-22
153,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,long_term,23,2023-06-22
154,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,long_term,24,2023-06-22
155,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,long_term,25,2023-06-22
156,spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,26,2023-06-22
157,spotify:artist:2GQxKDojobwBjZMPf7aoh0,long_term,27,2023-06-22
158,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,long_term,28,2023-06-22
159,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,long_term,29,2023-06-22
160,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,30,2023-06-22
161,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,long_term,31,2023-06-22
162,spotify:artist:6Xg22wJOAcnvPUfk5WvODH,long_term,32,2023-06-22
163,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,long_term,33,2023-06-22
164,spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,34,2023-06-22
165,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,long_term,35,2023-06-22
166,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,36,2023-06-22
167,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,long_term,37,2023-06-22
168,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,38,2023-06-22
169,spotify:artist:3uGFTJ7JMllvhgGpumieHF,long_term,39,2023-06-22
170,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,long_term,40,2023-06-22
171,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,long_term,41,2023-06-22
172,spotify:artist:68KmkJeZGfwe1OUaivBa2L,long_term,42,2023-06-22
173,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,long_term,43,2023-06-22
174,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,long_term,44,2023-06-22
175,spotify:artist:6QyO41KctzGc70mVaVnXQO,long_term,45,2023-06-22
176,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,46,2023-06-22
177,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,long_term,47,2023-06-22
178,spotify:artist:2019zR22qK2RBvCqtudBaI,long_term,48,2023-06-22
179,spotify:artist:1wKpMkucynaTfG8lyPprYV,long_term,49,2023-06-22
180,spotify:artist:52zMTJCKluDlFwMQWmccY7,long_term,50,2023-06-22
181,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,medium_term,1,2023-06-22
182,spotify:artist:2dIgFjalVxs4ThymZ67YCE,medium_term,2,2023-06-22
183,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,medium_term,3,2023-06-22
184,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,medium_term,4,2023-06-22
185,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,medium_term,5,2023-06-22
186,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,medium_term,6,2023-06-22
187,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,medium_term,7,2023-06-22
188,spotify:artist:41MozSoPIsD1dJM0CLPjZF,medium_term,8,2023-06-22
189,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,medium_term,9,2023-06-22
190,spotify:artist:3qNVuliS40BLgXGxhdBdqu,medium_term,10,2023-06-22
191,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,medium_term,11,2023-06-22
192,spotify:artist:2GQxKDojobwBjZMPf7aoh0,medium_term,12,2023-06-22
193,spotify:artist:7cVZApDoQZpS447nHTsNqu,medium_term,13,2023-06-22
194,spotify:artist:6RHTUrRF63xao58xh9FXYJ,medium_term,14,2023-06-22
195,spotify:artist:01XYiBYaoMJcNhPokrg0l0,medium_term,15,2023-06-22
196,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,medium_term,16,2023-06-22
197,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,medium_term,17,2023-06-22
198,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,medium_term,18,2023-06-22
199,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,medium_term,19,2023-06-22
200,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,medium_term,20,2023-06-22
201,spotify:artist:6HvZYsbFfjnjFrWF950C9d,medium_term,21,2023-06-22
202,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,medium_term,22,2023-06-22
203,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,medium_term,23,2023-06-22
204,spotify:artist:06HL4z0CvFAxyc27GXpf02,medium_term,24,2023-06-22
205,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,medium_term,25,2023-06-22
206,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,medium_term,26,2023-06-22
207,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,medium_term,27,2023-06-22
208,spotify:artist:28ot3wh4oNmoFOdVajibBl,medium_term,28,2023-06-22
209,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,medium_term,29,2023-06-22
210,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,medium_term,30,2023-06-22
211,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,medium_term,31,2023-06-22
212,spotify:artist:68KmkJeZGfwe1OUaivBa2L,medium_term,32,2023-06-22
213,spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti,medium_term,33,2023-06-22
214,spotify:artist:1moxjboGR7GNWYIMWsRjgG,medium_term,34,2023-06-22
215,spotify:artist:26AHtbjWKiwYzsoGoUZq53,medium_term,35,2023-06-22
216,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,medium_term,36,2023-06-22
217,spotify:artist:5dCvSnVduaFleCnyy98JMo,medium_term,37,2023-06-22
218,spotify:artist:1wKpMkucynaTfG8lyPprYV,medium_term,38,2023-06-22
219,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,medium_term,39,2023-06-22
220,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,medium_term,40,2023-06-22
221,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,medium_term,41,2023-06-22
222,spotify:artist:6udveWUgX4vu75FF0DTrXV,medium_term,42,2023-06-22
223,spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,medium_term,43,2023-06-22
224,spotify:artist:6Ayc7FBYR3HjkGQb7SZrzQ,medium_term,44,2023-06-22
225,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,medium_term,45,2023-06-22
226,spotify:artist:6iVo62B0bdTknRcrktCmak,medium_term,46,2023-06-22
227,spotify:artist:0du5cEVh5yTK9QJze8zA0C,medium_term,47,2023-06-22
228,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,48,2023-06-22
229,spotify:artist:0sYpJ0nCC8AlDrZFeAA7ub,medium_term,49,2023-06-22
230,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,medium_term,50,2023-06-22
231,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,1,2023-06-22
232,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,2,2023-06-22
233,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,3,2023-06-22
234,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,4,2023-06-22
235,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,5,2023-06-22
236,spotify:artist:2dIgFjalVxs4ThymZ67YCE,short_term,6,2023-06-22
237,spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,7,2023-06-22
238,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,8,2023-06-22
239,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,9,2023-06-22
240,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,10,2023-06-22
241,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,11,2023-06-22
242,spotify:artist:62e1EYSpSgrfu0Vxb5uqph,short_term,12,2023-06-22
243,spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,13,2023-06-22
244,spotify:artist:01XYiBYaoMJcNhPokrg0l0,short_term,14,2023-06-22
245,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,short_term,15,2023-06-22
246,spotify:artist:6RHTUrRF63xao58xh9FXYJ,short_term,16,2023-06-22
247,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,short_term,17,2023-06-22
248,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,short_term,18,2023-06-22
249,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,short_term,19,2023-06-22
250,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,short_term,20,2023-06-22
251,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,short_term,21,2023-06-22
252,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,short_term,22,2023-06-22
253,spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,23,2023-06-22
254,spotify:artist:06HL4z0CvFAxyc27GXpf02,short_term,24,2023-06-22
255,spotify:artist:1wKpMkucynaTfG8lyPprYV,short_term,25,2023-06-22
256,spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,26,2023-06-22
257,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,short_term,27,2023-06-22
258,spotify:artist:7cVZApDoQZpS447nHTsNqu,short_term,28,2023-06-22
259,spotify:artist:3uGFTJ7JMllvhgGpumieHF,short_term,29,2023-06-22
260,spotify:artist:6Ie1HZJ0vFXxxogMhPnZcg,short_term,30,2023-06-22
261,spotify:artist:0mCdmt2O8dd8jJWv7m24EE,short_term,31,2023-06-22
262,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,short_term,32,2023-06-22
263,spotify:artist:6Xg22wJOAcnvPUfk5WvODH,short_term,33,2023-06-22
264,spotify:artist:6udveWUgX4vu75FF0DTrXV,short_term,34,2023-06-22
265,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,short_term,35,2023-06-22
266,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,1,2023-06-18
267,spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,2,2023-06-18
268,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,3,2023-06-18
269,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,4,2023-06-18
270,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,5,2023-06-18
271,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,6,2023-06-18
272,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,7,2023-06-18
273,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,8,2023-06-18
274,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,9,2023-06-18
275,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,10,2023-06-18
276,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,11,2023-06-18
277,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,12,2023-06-18
278,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,13,2023-06-18
279,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,14,2023-06-18
280,spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,15,2023-06-18
281,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,16,2023-06-18
282,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,long_term,17,2023-06-18
283,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,18,2023-06-18
284,spotify:artist:6RHTUrRF63xao58xh9FXYJ,long_term,19,2023-06-18
285,spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,20,2023-06-18
286,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,21,2023-06-18
287,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,long_term,22,2023-06-18
288,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,long_term,23,2023-06-18
289,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,long_term,24,2023-06-18
290,spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,25,2023-06-18
291,spotify:artist:2GQxKDojobwBjZMPf7aoh0,long_term,26,2023-06-18
292,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,long_term,27,2023-06-18
293,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,long_term,28,2023-06-18
294,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,long_term,29,2023-06-18
295,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,30,2023-06-18
296,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,long_term,31,2023-06-18
297,spotify:artist:6Xg22wJOAcnvPUfk5WvODH,long_term,32,2023-06-18
298,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,long_term,33,2023-06-18
299,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,34,2023-06-18
300,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,long_term,35,2023-06-18
301,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,long_term,36,2023-06-18
302,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,37,2023-06-18
303,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,long_term,38,2023-06-18
304,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,long_term,39,2023-06-18
305,spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,40,2023-06-18
306,spotify:artist:68KmkJeZGfwe1OUaivBa2L,long_term,41,2023-06-18
307,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,long_term,42,2023-06-18
308,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,long_term,43,2023-06-18
309,spotify:artist:6QyO41KctzGc70mVaVnXQO,long_term,44,2023-06-18
310,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,45,2023-06-18
311,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,long_term,46,2023-06-18
312,spotify:artist:2019zR22qK2RBvCqtudBaI,long_term,47,2023-06-18
313,spotify:artist:3uGFTJ7JMllvhgGpumieHF,long_term,48,2023-06-18
314,spotify:artist:1wKpMkucynaTfG8lyPprYV,long_term,49,2023-06-18
