name,album_type,label,popularity,total_tracks,release_date,uri,image_url
Loud,album,Def Jam Recordings,56,11,2010-11-16,spotify:album:6UHhmTLl9T1scRYLmpHcDX,https://i.scdn.co/image/ab67616d0000b273aa16162c83c19d587a3bfa45
Tomboy,single,Not specified,55,1,2019-02-28,spotify:album:2uDZBeyyQ7mfwF9mUJeYUG,https://i.scdn.co/image/ab67616d0000b27384095737f6056e682666d6f9
Piano Man,single,Stone Music Entertainment,33,4,2014-11-21,spotify:album:1kdURRaOTpDCQqsVIU5CiT,https://i.scdn.co/image/ab67616d0000b2737752724657197df65e7c82f9
Feels So Good,album,A&M,40,6,1977-12-08,spotify:album:5w0p1F0Q1wBqsX2UiX6CCD,https://i.scdn.co/image/ab67616d0000b273e2c1f7c1ee0ee027f41178fd
Glass Houses,album,Columbia,60,10,1980-03-12,spotify:album:5sztejERqpktXEdemlUvU5,https://i.scdn.co/image/ab67616d0000b27322d5199692d318c28d6c7d9b
Salute (Expanded Edition),album,Syco Music,57,21,2013-11-11,spotify:album:4cH9WxyfNWlfR257RitWBt,https://i.scdn.co/image/ab67616d0000b273b3d3d1ba43e085f5ab80e56a
CEREMONY,album,Sony Music Labels Inc.,60,12,2020-01-15,spotify:album:1IYJeRjWNruxAKls5cBtqm,https://i.scdn.co/image/ab67616d0000b273a2272c8966971b7b04066241
THE FIFTH SEASON,album,WM Entertainment,40,10,2019-05-08,spotify:album:7nRRZFQgQKQsXG7mQIuQPA,https://i.scdn.co/image/ab67616d0000b273a60df50e5e461afae4ef105d
次の足跡 Type A <初回限定盤>,album,KING RECORDS,40,25,2014-01-22,spotify:album:4Mz79lV4qxaywmthkarIf7,https://i.scdn.co/image/ab67616d0000b2739d7778a0dded534f3b95145e
Solo (feat. Demi Lovato),single,Atlantic Records UK,57,1,2018-05-17,spotify:album:1q7a5wZeti0neU2jDn8Dz3,https://i.scdn.co/image/ab67616d0000b27367eda217860e86c43481a5cb
The Foundations,album,Castle Communications,60,16,1968-01-01,spotify:album:3j1kw5l2mEeKCUuXXwjhWp,https://i.scdn.co/image/ab67616d0000b273f09c2911e2b54576c427d39b
Moondance (Deluxe Edition),album,Warner Records,58,60,1970-02,spotify:album:7diHYi0CglGJekoM3KaWBK,https://i.scdn.co/image/ab67616d0000b273f22514855a9a8356664340fb
BLOOM*IZ,album,"Genie Music Corporation, Stone Music Entertainment",55,12,2020-02-17,spotify:album:5dm3PMCHxTSOdDFZ1hlfMm,https://i.scdn.co/image/ab67616d0000b2735ecba6eed6a9e14a7e9534b2
Stravinsky: The Rite of Spring / Bartók: Concerto for Orchestra,album,Deutsche Grammophon (DG),28,19,2007-01-01,spotify:album:317b74rpNBO2uhaJFyMaxJ,https://i.scdn.co/image/ab67616d0000b273f0eb5b09e87f24415266d723
El Mal Querer,album,Columbia,65,11,2018-11-02,spotify:album:355bjCHzRJztCzaG5Za4gq,https://i.scdn.co/image/ab67616d0000b273f4d64a6a6b7e24b6bd9f009f
AOA 1st Album ANGEL'S KNOCK,album,FNC ENTERTAINMENT,37,10,2017-01-02,spotify:album:4AltTzzJMv0bER1rj3oUln,https://i.scdn.co/image/ab67616d0000b273f9e6dad0846ac30e4a0db23a
ZERO : FEVER Part.3,single,KQ Entertainment,58,6,2021-09-13,spotify:album:5ozaWoYQScjFzGODcJmy3G,https://i.scdn.co/image/ab67616d0000b2733714e924e5570c4d2df97e09
Fantasies,album,Metric Music International,0,10,2009-04-14,spotify:album:3Oj8FdHcV6kAiOVWfkqRaA,https://i.scdn.co/image/ab67616d0000b27370d7aa769af19e7e2c2e107b
Better Mistakes,album,Warner Records,54,13,2021-05-07,spotify:album:0ypVp54cO3kexiJNu33wYp,https://i.scdn.co/image/ab67616d0000b27359684831e2b29bf06842f204
"Covers, Vol. III",album,Peter Hollens,0,15,2017-06-16,spotify:album:69zZ6utXSbC6dr6tdBsvNz,https://i.scdn.co/image/ab67616d0000b27354f5c25dc365c6e1e1921047
PSY 9th,album,P NATION,48,12,2022-04-29,spotify:album:0v4swbfO7N9WyJkUo465C4,https://i.scdn.co/image/ab67616d0000b273cab1d5724ddfed3aa8a4fd0f
The Phantom Of The Opera (Original Motion Picture Soundtrack),album,UMC (Universal Music Catalogue),57,14,2004-12-10,spotify:album:1zwEN9cLtWg39zFJnj8brt,https://i.scdn.co/image/ab67616d0000b2732f8d9427fea9dd36a4fb4f1b
POP/STARS,single,Riot Games,58,1,2018-11-03,spotify:album:0UnBZ8laFgLUq5Ty5vbikQ,https://i.scdn.co/image/ab67616d0000b273d1241debb8543af8322a7d6a
Tangled,compilation,Walt Disney Records,66,20,2010-01-01,spotify:album:1l0aFrH24oPrQSqGtfeFyE,https://i.scdn.co/image/ab67616d0000b273597905f8f46dfc60f5a6d11f
Four Seasons,single,SM Entertainment,45,2,2019-03-24,spotify:album:3ublKZHu1qjU9ujf9A4zhH,https://i.scdn.co/image/ab67616d0000b2737de8f56a39ec67a091457d04
THE WORLD EP.1 : MOVEMENT,album,KQ Entertainment,67,7,2022-07-29,spotify:album:3fgDrbflffzvV3H3plG9e6,https://i.scdn.co/image/ab67616d0000b27349ae714ee0bf50ca0838ed0f
Take Over The Moon - The 2nd Mini Album,single,LABEL V,49,6,2019-10-29,spotify:album:4ha80ucjDvhmQPLT77yyob,https://i.scdn.co/image/ab67616d0000b273374ed0d3862263ef52df6828
CRYSTYLE,single,CUBE ENTERTAINMENT,42,6,2017-01-17,spotify:album:74VP5VvY2CISEqfEkH9Wuc,https://i.scdn.co/image/ab67616d0000b273fe5a77c6bd965bef349c6482
Mozart: The Piano Sonatas,album,Decca Music Group Ltd.,40,57,1981-01-01,spotify:album:1qM2Z3rhkJLQIXnAQpIUdY,https://i.scdn.co/image/ab67616d0000b273fdf2a7d7437db7a75da73167
Tick Tock (feat. 24kGoldn),single,Atlantic Records UK,59,1,2020-08-21,spotify:album:3tuAs968COA2vxKjiLvmxr,https://i.scdn.co/image/ab67616d0000b2733ec9036a9f7289e924194bec
Aladdin Special Edition,compilation,Walt Disney Records,57,23,2004-01-01,spotify:album:7bt2aty3lUo6Q1Ud8pthRz,https://i.scdn.co/image/ab67616d0000b2734a4b92dcf7a5c51cc4f7424c
The 1st Album 'XOXO' (Repackage),album,SM Entertainment,58,28,2013-08-05,spotify:album:4qduCvpyBL5hGYdBvCvcDA,https://i.scdn.co/image/ab67616d0000b2732795c34a8931367a0916de54
Love Story,single,"Million Market,Inc",32,2,2017-11-10,spotify:album:0H9qbHCWJRmKAhERqM5X9G,https://i.scdn.co/image/ab67616d0000b273010bed9776d417a0da12cc9c
SOLO,single,"YG Entertainment, distributed through Interscope Records",58,1,2018-11-12,spotify:album:7qAJpYeABXN9ZV5wOOX59k,https://i.scdn.co/image/ab67616d0000b27362e6288a5887b95176cca29e
"ONE SHOT, TWO SHOT - The 1st Mini Album",album,SM Entertainment,34,7,2018-02-20,spotify:album:04gRvDvXy6ctlFxI3G7Wd5,https://i.scdn.co/image/ab67616d0000b273b9283570dfc45e043afe104f
Corinne Bailey Rae,album,EMI Records,64,11,2006-01-01,spotify:album:141Mp3P2VKHQMhtkW1DyQg,https://i.scdn.co/image/ab67616d0000b2731ec9b096319afbcc2dca6879
TREASURE EPILOGUE : Action To Answer,single,KQ Entertainment,53,5,2020-01-06,spotify:album:3TTkDOcSzRQCvGMT7VmmPE,https://i.scdn.co/image/ab67616d0000b273be3a0f924ad08d95b4e25d9f
Saw It Coming,single,Nettwerk Records,0,1,2019-05-10,spotify:album:0SPZ4equvZdVOPzOYrS8pJ,https://i.scdn.co/image/ab67616d0000b2730c97441be2b2856cbda9bcdf
Carolina State of Mind,album,The Tarpeggios,0,7,2013-11-15,spotify:album:3zKusinRVxdC5s2wOPYBgX,https://i.scdn.co/image/ab67616d0000b2735d990e8b45c848dc22885f89
Slide Away,single,RCA Records Label,55,1,2019-08-16,spotify:album:0SHGFAL8WZUvpWb5iLPp6E,https://i.scdn.co/image/ab67616d0000b2732bba357383c6f9dbb5112392
Rockferry,album,Polydor Records,51,10,2008-01-01,spotify:album:6freV6eqxuFjSr3E93Oqtz,https://i.scdn.co/image/ab67616d0000b27387c95c59b33bdfdafc25a813
In Rainbows,album,XL Recordings,0,10,2007-12-28,spotify:album:7eyQXxuf2nGj9d2367Gi5f,https://i.scdn.co/image/ab67616d0000b27334733f87148c2fbe0176abdb
Killing Me,single,MNH ENTERTAINMENT,49,1,2021-11-29,spotify:album:21jf5kUkK5nHYTuZ5GRZVW,https://i.scdn.co/image/ab67616d0000b273df3abb2b0071d1b11200db47
Come Fly With Me (Remastered),album,Capitol Records,53,15,1958,spotify:album:66v9QmjAj0Wwhh2OpbU4BE,https://i.scdn.co/image/ab67616d0000b273068a5559744d17bd5e871740
Low Low,single,LABEL V,47,1,2021-08-17,spotify:album:58Y92GzXpCV5D6WRNqzOYN,https://i.scdn.co/image/ab67616d0000b273ebc6d2cf277ea321431e0529
Unforgettable: With Love,album,Craft Recordings,52,22,1991-06-11,spotify:album:4ilUfGGQXin7hr1srDDXF0,https://i.scdn.co/image/ab67616d0000b273dfb2b41e8669c38536b7c3b6
SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’],album,PLEDIS ENTERTAINMENT,56,10,2016-04-25,spotify:album:50BrkBakrLWufmTLjCVBwn,https://i.scdn.co/image/ab67616d0000b273deeee778a591e7032c1bdc80
Barton Hollow,album,Sensibility Recordings/Columbia Records,0,14,2011-02-01,spotify:album:6yCzOeJHgOnJBP3K6IDPIV,https://i.scdn.co/image/ab67616d0000b2735e43df674e251ab16cae8031
You Never Walk Alone,album,BIGHIT MUSIC / HYBE,1,18,2017-02-13,spotify:album:7LF4N7lvyDhrPBuCJ1rplJ,https://i.scdn.co/image/ab67616d0000b273bd375b430c3abeceb8b5d8da
GOOD GIRL Episode 3,single,Genie Music Corporation,37,3,2020-06-19,spotify:album:2iY5eEAH23aCB9JGCNZO5k,https://i.scdn.co/image/ab67616d0000b2732ff96e13b6b6d30712317a89
Honeymoon,album,Polydor Records,68,14,2015-09-18,spotify:album:2DpEBrjCur1ythIZ10gJWw,https://i.scdn.co/image/ab67616d0000b273a3b3f48ca81acacb3ad4ec8a
The Most Beautiful Moment in Life: Young Forever,album,BIGHIT MUSIC,68,23,2016-05-02,spotify:album:1k5bJ8l5oL5xxVBVHjil09,https://i.scdn.co/image/ab67616d0000b273c6dbc63cf145b4ff6bee3322
The Script,album,Phonogenic,56,10,2008-09-08,spotify:album:51Hn2Wiq1jmUfI0BLaUhuF,https://i.scdn.co/image/ab67616d0000b273b526ba531c80ed208cd428ed
Look At Me,single,Universal Music LLC,31,1,2022-03-21,spotify:album:3mp41Up4LNhAVLGxl7BAUR,https://i.scdn.co/image/ab67616d0000b2737bc73fff9f3787c1d8a23167
the Billage of perception: chapter two,single,MYSTIC STORY,54,6,2022-08-31,spotify:album:0NuM7kwh6u6fIRjn7Zh7Ss,https://i.scdn.co/image/ab67616d0000b2738232e1aaaf4c9ed4b6946ce8
Dirty Computer,album,Bad Boy Records,56,14,2018-04-27,spotify:album:2PjlaxlMunGOUvcRzlTbtE,https://i.scdn.co/image/ab67616d0000b2730a60fb0deda858270cca82ee
Mercy,single,Play Two,20,1,2018-01-20,spotify:album:1uuuqBmA5Xklb3htp7Akke,https://i.scdn.co/image/ab67616d0000b273f6b93cc89e67d749ec3013ee
TWIT,single,"RBW, Inc",47,2,2019-02-13,spotify:album:6KL4s0Y6Ijcj0QP1Nm1EVF,https://i.scdn.co/image/ab67616d0000b27346c377827f3ad9fa6b0f64df
Song to a Seagull,album,Rhino,0,10,1968-03-01,spotify:album:6rg3WTvmv68Vd6tgR0yS0E,https://i.scdn.co/image/ab67616d0000b273b4844a368bd9679f1db5a4fb
One Of The Boys,album,Capitol Records,24,13,2008-06-17,spotify:album:5c6MKfLcLB17DlJlFtVmyc,https://i.scdn.co/image/ab67616d0000b273b53a4da797ba5472d3330b69
I am NOT,album,Republic Records - Stray Kids,46,7,2018-03-26,spotify:album:6xP5hGAHaLArPqF07UYVJL,https://i.scdn.co/image/ab67616d0000b273f6ace3e8860779591c193414
Ferris Wheels,album,SwingCD,10,12,2010-01-01,spotify:album:5ASqFPQZT7iJ3Txsly4JIC,https://i.scdn.co/image/ab67616d0000b27328c918d531af48c523963142
The Party Upstairs,album,Ithacappella,2,13,2013-12-13,spotify:album:2AIAKP2FxbYNjmwQgAkqZz,https://i.scdn.co/image/ab67616d0000b273bcad2453bb8a140067a4d4e2
Rain Check,album,Vanderbilt Melodores,2,14,2010-11-09,spotify:album:6xuVrseH6zVGlcMojwowxn,https://i.scdn.co/image/ab67616d0000b273a6917e8b1af58ff8168434a7
Love Theory - SM STATION,single,SM Entertainment,53,2,2022-04-14,spotify:album:2i27IzG4jFQjX7pS5L6TIu,https://i.scdn.co/image/ab67616d0000b27370c0e8d50872004adc791ef2
Sin Pijama,single,Sony Music Latin,55,1,2018-04-20,spotify:album:6hAxqfWO3xDGzjs8yad1pB,https://i.scdn.co/image/ab67616d0000b2734661cf765439018ebb7e0009
Tik Tock Hits 2020,compilation,UME - Global Clearing House,46,21,2020-06-12,spotify:album:4Da9F5PAFILkjmNmm81NZ3,https://i.scdn.co/image/ab67616d0000b27318079745b658cb36fe81c556
The Blessed Unrest,album,Epic,59,12,2013-07-16,spotify:album:7lpbyGc4fHsQkBTsfWVBhp,https://i.scdn.co/image/ab67616d0000b273022b4010e20659300f42c375
Despacito Feat. Justin Bieber (Remix),single,Republic/UMLE,58,1,2017-04-17,spotify:album:3Gq2Dme9nesdgoqNNlcN8O,https://i.scdn.co/image/ab67616d0000b273a6a335d613d151c626895a83
Love poem,single,Kakao Entertainment,57,6,2019-11-18,spotify:album:2xEH7SRzJq7LgA0fCtTlxH,https://i.scdn.co/image/ab67616d0000b273b658276cd9884ef6fae69033
Con Calma,single,El Cartel Records (EC3),65,1,2019-01-24,spotify:album:1otwHKoQ5KPaiekpYk4tWh,https://i.scdn.co/image/ab67616d0000b273896ffcd42561c44fea2bae7b
Gangnam Style (강남스타일),single,Silent Records/Universal Republic Records,59,1,2012-01-01,spotify:album:0ZjxizLeMyFEjR27JIvD99,https://i.scdn.co/image/ab67616d0000b2736cfc57e5358c5e39e79bccbd
III,album,A Cappella Records,0,10,2012-04-12,spotify:album:3iFvXj07Frbs54rK9CzCIo,https://i.scdn.co/image/ab67616d0000b2734b16fad8fb09cff04b362139
The Execution Of All Things,album,Saddle Creek,0,12,2002-10-01,spotify:album:23EqcK0ZR1ravQaEsGpQyH,https://i.scdn.co/image/ab67616d0000b27315d01f89c4963e1bbb495697
Modern Times,album,Kakao Entertainment,44,13,2013-10-08,spotify:album:2QcuXvQBWv1ZKyQtEhLbFe,https://i.scdn.co/image/ab67616d0000b2734897a7925914a3a10ce68c31
Eyes Wide Open,album,Republic Records - TWICE,66,13,2020-10-26,spotify:album:33jypnU7WULxPaVrjj4RXH,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d
Village,album,UMGRI Interscope,53,14,2018-11-02,spotify:album:2KxC2M0bVm5hrK3GgGMuV9,https://i.scdn.co/image/ab67616d0000b27356080feb452fa7ad4ca61d8b
Gold,album,Signum Records,28,60,2017-11-03,spotify:album:3OF5H5176VONmVik8EvJC6,https://i.scdn.co/image/ab67616d0000b2733d35ee785862f82a5ada29b6
Please Please Me (Remastered),album,EMI Catalogue,67,14,1963-03-22,spotify:album:3KzAvEXcqJKBF97HrXwlgf,https://i.scdn.co/image/ab67616d0000b273dbeec63ad914c973e75c24df
Cinderella Special Edition (Original Motion Picture Soundtrack/Japanese Version),compilation,Walt Disney Records,40,15,2005-10-19,spotify:album:3QAxBLpXRLVMh1dRtuQa0q,https://i.scdn.co/image/ab67616d0000b2736b4d7353d778b84853751cda
Mack Daddy,album,American Recordings Catalog P&D,56,13,1992-01-01,spotify:album:6c62jxWCe2aisIudaDRcaP,https://i.scdn.co/image/ab67616d0000b273f82c7e4376cf8267fb396b7d
DON’T MESS UP MY TEMPO – The 5th Album,album,SM Entertainment,51,11,2018-11-02,spotify:album:0aMI0Kctp6xwSnRFakNF3D,https://i.scdn.co/image/ab67616d0000b2732e981530e5e8e1d5e95ae507
The Teal Album,album,The Unc - Chapel Hill Tarpeggios,0,9,2016-11-12,spotify:album:7mTQ62MIYHSbkZHGjY0Ftg,https://i.scdn.co/image/ab67616d0000b273bb7018e16a77e5ce4744fa93
Naughty,single,SM Entertainment,47,1,2020-07-20,spotify:album:2lkUE2gkw5sX0fGzZZCs0N,https://i.scdn.co/image/ab67616d0000b2736c1bd86a3d68faf09607ffd3
LMLY,single,88rising Music/Warner Records,52,3,2021-03-26,spotify:album:09UJf8ZqCuv5NHRZIqTZgh,https://i.scdn.co/image/ab67616d0000b273da4910056497c667d6de40cf
Super One -The 1st Album,album,SM Entertainment/Capitol Records,53,15,2020-09-25,spotify:album:10fdwvVIpa0raPkZUTILAt,https://i.scdn.co/image/ab67616d0000b273724a0cb04dbc89d9dd6ee06d
Play On,album,19 Recordings Limited / Arista Nashville,55,13,2009,spotify:album:3iLrVuA1k7onNmZTuUQH4u,https://i.scdn.co/image/ab67616d0000b27303668e3f13559554eca8ccc6
Habit,single,Universal Music LLC,62,1,2022-04-28,spotify:album:690rpRAbQW5LNPrbP27M9U,https://i.scdn.co/image/ab67616d0000b2733e94f2b2c3303120be19210b
SHADYXV,compilation,3H,57,27,2014-11-24,spotify:album:6wdSf72duVewXTqhYU3Z87,https://i.scdn.co/image/ab67616d0000b27331aafa752187cb0284307200
MAD,single,JYP Entertainment,38,6,2015-09-29,spotify:album:3MPrK5Op0AZAql78coCQLA,https://i.scdn.co/image/ab67616d0000b27366bcce2a19a9ccfd5d83f2a1
The Stranger (Legacy Edition),album,Columbia/Legacy,70,21,1977,spotify:album:1Mhn9VosyjtWn4dMPFlna6,https://i.scdn.co/image/ab67616d0000b2736ce61113662ecf693b605ee5
Summer Nights,album,Republic Records - TWICE,63,9,2018-07-09,spotify:album:2GKTroaa4ysyhEdvzpvUoM,https://i.scdn.co/image/ab67616d0000b27340d7efd2594a2b6bda60ea18
Good Vibrations,album,RCA Victor,16,13,1993,spotify:album:10IUKCLZPs9onPwXfQVxfv,https://i.scdn.co/image/ab67616d0000b273b13eb2ff19372ac491273a06
Can't Stop This Party,single,ATISPAUS/88rising Music,33,1,2022-03-22,spotify:album:6nG0PLR5YgP7tHYKfwhiOI,https://i.scdn.co/image/ab67616d0000b2735ad10134b598cfca8792b9af
Redd,single,RBW Inc.,44,6,2021-04-13,spotify:album:32pXXle0zoKIFG03iefH2c,https://i.scdn.co/image/ab67616d0000b27398af56fe9d35e895582d7a97
Viva La Vida or Death and All His Friends,album,Parlophone UK,70,10,2008-05-26,spotify:album:1CEODgTmTwLyabvwd7HBty,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
Modern Times – Epilogue,album,Kakao Entertainment,44,15,2013-12-20,spotify:album:56MqewtCUq5bplrqEYTVL0,https://i.scdn.co/image/ab67616d0000b27315b8cef21bf4482d56c15614
Circus (Deluxe Version),album,Jive,68,15,2008-12-02,spotify:album:2tve5DGwub1TtbX1khPX5j,https://i.scdn.co/image/ab67616d0000b27354c6edd554935d73e159e199
Ellipse,album,RCA Records Label,26,26,2009-08-25,spotify:album:5AYKGPzPBJNHeKehCxMaq0,https://i.scdn.co/image/ab67616d0000b27317dc79c9dc42ed849bba7020
Blurryface,album,Fueled By Ramen,77,14,2015-05-15,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3
Misty Mountains: Songs Inspired by The Hobbit and Lord of the Rings,album,Peter Hollens,0,12,2016-03-18,spotify:album:4GYDt4IqU8EZ6KJLHpPuOK,https://i.scdn.co/image/ab67616d0000b273cae786076f9dcdca74285732
Bangerz (Deluxe Version),album,RCA Records Label,70,16,2013-10-04,spotify:album:3RDqXDc1bAETps54MSSOW0,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c
Birdy,album,Atlantic Records UK,60,11,2011-11-04,spotify:album:1WGjSVIw0TVfbp5KrOFiP0,https://i.scdn.co/image/ab67616d0000b273cdebae610076f51e8b7b20f4
Unwrapped,album,The Sound Corporation,3,16,2006-09-12,spotify:album:6ua3tHyrfZNh6CpZLzCAuT,https://i.scdn.co/image/ab67616d0000b2731d9d3239217b0c4f75c15562
Taylor Swift,album,"Big Machine Records, LLC",65,15,2006-10-24,spotify:album:7mzrIsaAjnXihW3InKjlC3,https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c
When We Disco,single,JYP Entertainment,36,1,2020-08-12,spotify:album:1PllJjUqafNlQ23eBqs511,https://i.scdn.co/image/ab67616d0000b2731a984930c218438701634e11
New Eyes,album,Big Beat Records/Atlantic,48,13,2014-06-02,spotify:album:4a6DxkhmMvvEdPXxm4ergN,https://i.scdn.co/image/ab67616d0000b273e2a93f34e3c52c12f2a5578f
Red,album,"Big Machine Records, LLC",59,16,2012-10-22,spotify:album:1EoDsNmgTLtmwe1BDAVxV5,https://i.scdn.co/image/ab67616d0000b27396384c98ac4f3e7c2440f5b5
For Once In My Life,album,Motown,58,12,1968-12-01,spotify:album:3pPBbp1Nl9n1AM9xFpdKtZ,https://i.scdn.co/image/ab67616d0000b273cab4dfee401a04dacfa11784
A BEST,compilation,avex trax,41,16,2001-03-28,spotify:album:2B7L6R25vI22f1sIgV9k2F,https://i.scdn.co/image/ab67616d0000b27356bcdbdd16ff6781b8371c7f
"Abyss (Original Television Soundtrack), Pt. 1",single,Genie Music Corporation,0,2,2019-05-14,spotify:album:0OLyahO2nuY0qQKoykd7Vy,https://i.scdn.co/image/ab67616d0000b273a38fcfd623020295c4b0dd6f
Les Misérables (Original Broadway Cast Recording),compilation,Verve (Adult Contemporary) MC,45,33,1987-05-11,spotify:album:3jbKDx0zB1QoJQTw8i1AvD,https://i.scdn.co/image/ab67616d0000b27311213770e112f78d4075b61f
Departure,album,Columbia/Legacy,59,14,1980,spotify:album:2OyVtIEp7O7a6o82DF4Ba5,https://i.scdn.co/image/ab67616d0000b2737e8045e318486885fe243817
1 (Remastered),album,UMC (Universal Music Catalogue),70,27,2000-11-13,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,https://i.scdn.co/image/ab67616d0000b273582d56ce20fe0146ffa0e5cf
Jagged Little Pill,album,Maverick,51,13,1995-06-09,spotify:album:09AwlP99cHfKVNKv4FC8VW,https://i.scdn.co/image/ab67616d0000b27392c885317fbe4bfa680109b4
TOUCH N MOVE,single,스타쉽엔터테인먼트(Starship Entertainment),45,6,2014-07-21,spotify:album:0SeSM1CAqu7QUkive4jCKl,https://i.scdn.co/image/ab67616d0000b2733be3a6a60408608f0d33e3bc
Yellow Flicker Beat (From The Hunger Games: Mockingjay Part 1),single,Hunger Games 3/Mockingjay,46,1,2014-09-30,spotify:album:7sg5iqMiDrM2aJqLAmv83V,https://i.scdn.co/image/ab67616d0000b27374b226f1b53ca4902dedce2a
לך לישון,single,ITModels under exclusive license to D-Music,42,1,2022-01-02,spotify:album:6Wh0It79i26j0IWWzm3axe,https://i.scdn.co/image/ab67616d0000b273ec71813c0c13422d225981da
"Guardian (Original Television Soundtrack), Pt. 1",single,"Genie Music Corporation, Stone Music Entertainment",58,2,2016-12-03,spotify:album:6Pr1DaOWfT6hEewhZMRyqg,https://i.scdn.co/image/ab67616d0000b2730f5c597bba60a1e0c5364baa
"Choral Music - Bainton, E. / Thompson, R. / Mozart, W.A. / Casals, P. / Mendelssohn, Felix / Parry, H. / Durufle, M.",album,Delos,13,15,2004-01-01,spotify:album:2ZcxORUFkzrpjZ7DrSmNkT,https://i.scdn.co/image/ab67616d0000b273ab85af946bb4b89695c7c60c
Back To Basics,album,RCA Records Label,60,22,2006-08-14,spotify:album:0zRJsgzHZUUdk8Rjk6Segd,https://i.scdn.co/image/ab67616d0000b273d74f4550a6e409bf51652db7
Clé 1 : MIROH,album,Republic Records - Stray Kids,56,7,2019-03-25,spotify:album:3s6RbqkTprnGwKpoUSYL00,https://i.scdn.co/image/ab67616d0000b273cbb25c0de45e6a6ded073802
Dreamland (+ Bonus Levels),album,Polydor Records,76,18,2020-08-06,spotify:album:0KTj6k94XZh0c6IEMfxeWV,https://i.scdn.co/image/ab67616d0000b2739e495fb707973f3390850eea
Raid of Dream,single,㈜ 드림캐쳐컴퍼니,46,5,2019-09-18,spotify:album:4Y5YucmQPgaCJOkmRshYGs,https://i.scdn.co/image/ab67616d0000b273dd525e34b35a55ca3763e28d
Summer Magic - Summer Mini Album,album,SM Entertainment,50,7,2018-08-06,spotify:album:5zWa1ZEUBctbKqvwXbFawo,https://i.scdn.co/image/ab67616d0000b2736017bca98dea58ceddea77c1
Hozier (Expanded Edition),album,Columbia,70,15,2014-09-19,spotify:album:4Pv7m8D82A1Xun7xNCKZjJ,https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2
MOTH,single,Transparent Arts,56,4,2022-05-13,spotify:album:7JdpeV87hczflCV8GXF3yV,https://i.scdn.co/image/ab67616d0000b273d1e7f1a6c2b1756c04ac4382
BANANA ALLERGY MONKEY,single,WM Entertainment,26,4,2018-04-02,spotify:album:5KuGBZ8VDDWM47WK2hs0PV,https://i.scdn.co/image/ab67616d0000b27335cdd6d3f5815afac043758e
ONLY LOVERS LEFT,single,"Genie Music Corporation, Stone Music Entertainment",50,6,2021-10-05,spotify:album:1u9nYBB0Qw5jyjkexe9Xk6,https://i.scdn.co/image/ab67616d0000b273a55f6bf87219ecb5505e72e4
GANADARA,single,MORE VISION,54,1,2022-03-11,spotify:album:4cwyl5ynvYVojZRbZ3dSFH,https://i.scdn.co/image/ab67616d0000b2738c0defcb336a0296eb7d704a
Beatrix Runs,album,Universal Records,20,10,2012,spotify:album:7HsPaYQbCYnxosF5WiSlEA,https://i.scdn.co/image/ab67616d0000b273156f329b3c2b3ce752d9e614
Pieces Of Eight,album,A&M,57,10,1978-01-01,spotify:album:294yFGYq9SBXWR4g6dK63D,https://i.scdn.co/image/ab67616d0000b273f106d873a30a31efa73f4e74
SEVENTEEN 9th Mini Album 'Attacca',album,PLEDIS Entertainment,66,7,2021-10-22,spotify:album:2PIReru2w5i4JXOzeZnamd,https://i.scdn.co/image/ab67616d0000b2735ac2a400576ac7f35aa7428b
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",album,Darkroom/Interscope Records,81,14,2019-03-29,spotify:album:0S0KGZnfBGSIssfF54WSJh,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
memeM,single,RBW Inc.,46,7,2022-03-29,spotify:album:4nhtnBY8owIQnOsnGQGqW9,https://i.scdn.co/image/ab67616d0000b27346c28fd13126fd9428625411
LOVE SHOT– The 5th Album Repackage,album,SM Entertainment,61,15,2018-12-13,spotify:album:3r5m8utqRZYJnpep7xxVyq,https://i.scdn.co/image/ab67616d0000b273f7da7c0f322b7a1c95190d92
GQ,album,Option C Records,16,12,2013-10-07,spotify:album:3Op25RElrVsFcte612zusf,https://i.scdn.co/image/ab67616d0000b273394e39d14be7ff810d0cbf4a
Pentatonix (Deluxe Version),album,RCA Records Label,53,17,2015-10-16,spotify:album:6qf9tE8pNRW0kX1Cucrixr,https://i.scdn.co/image/ab67616d0000b27338407526ecab26f59f44f999
4 Walls - The 4th Album,album,SM Entertainment,45,10,2015-10-27,spotify:album:6yJdchE7ARS996BxRgplFH,https://i.scdn.co/image/ab67616d0000b273b6baf420e67f45971ca0d216
