name,uri,popularity,followers,image_url
Minnie Driver,spotify:artist:5rNwd5kb1cxVBCQKnDO4b8,27,4044,https://i.scdn.co/image/7c02f971ca773681ca664c0e3b18f0266db9f20e
Michael Francis,spotify:artist:4znpeZQkiPbcXtHlRbfTqF,47,347,https://i.scdn.co/image/ab67616d0000b2738e6adfe4421d106633abde7b
Angela Lansbury,spotify:artist:0LtVJXnPR8msCJiE2DjHxy,54,25959,https://i.scdn.co/image/ab67616d0000b273a6d80e2ed079cf1183ade19a
Travis Barker,spotify:artist:4exLIFE8sISLr28sqG1qNX,71,386886,https://i.scdn.co/image/ab6761610000e5eb217f81a86110ebc7c0e43fb3
ABIR,spotify:artist:3QUOtWgmuxFyae4C0Q0thd,45,26725,https://i.scdn.co/image/ab6761610000e5eb2e55922ed7b80e66863f3345
Orchestre de l'Opéra Bastille,spotify:artist:4w8yzPixoCNwxRpUZYpWpP,36,783,https://i.scdn.co/image/ab67616d0000b2733620c09ca7ca202e676b783b
Janos Kurucz,spotify:artist:3MiTXPOmIgoJioulWki8dz,17,1,
NCT,spotify:artist:48eO052eSDcn8aTxiv6QaG,56,4974935,https://i.scdn.co/image/ab6761610000e5eb66701ca609176d8fd4a9c4a0
Machine Gun Kelly,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,81,4757500,https://i.scdn.co/image/ab6761610000e5eb1fd54eb6e30d0bc8f633621e
The Script,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,73,7436690,https://i.scdn.co/image/ab6761610000e5ebf01bf904b446e4a043acb867
JIHYO,spotify:artist:7F1iAHRYxR3MY7yAEuFqgL,45,48778,https://i.scdn.co/image/ab67616d0000b2738cff8c53f033893425f27b8f
Bill Hare,spotify:artist:10WhKnqdsfpYWDgZhjrday,3,3,https://i.scdn.co/image/ab67616d0000b273c2efff2353592d5820407e14
THE TOYS,spotify:artist:5pokGZ1K9Hr6etaKPDxSG8,56,1010958,https://i.scdn.co/image/ab6761610000e5eb54639c98942f531227fe99be
"Orchestra of the Royal Opera House, Covent Garden",spotify:artist:2t5BHUdyeL3NBKqpOpaA4V,49,20613,https://i.scdn.co/image/a486f0576f1397d4ab30e2585bc2f9a7c0863121
Anne-Sophie Mutter,spotify:artist:6pzfUmBsQAKxOhy0NSi8zn,45,53819,https://i.scdn.co/image/ab6761610000e5ebae5e23c13f72e0ee01dfa99b
Barbara Hendricks,spotify:artist:3NkCIDMU5HgFAyVLVdCWgE,30,12884,https://i.scdn.co/image/8f8508b4952f420bf6ad730822109e73f4c55920
Will Jordan,spotify:artist:3Is3ehDoBlnTKQtCHdEvpd,20,3376,https://i.scdn.co/image/ab6761610000e5eb51b0c19e9c39e2a1c7b5dd4e
Tokyo String Quartet,spotify:artist:15G9RnBNBDCFUMANna2CvO,22,7061,https://i.scdn.co/image/c43ecd6580e240e4e1df1564de80bf7102727e44
LiSA,spotify:artist:0blbVefuxOGltDBa00dspv,66,2652717,https://i.scdn.co/image/ab6761610000e5ebdcd1820cd9a0eaefc5d0646f
Jonas Brothers,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,75,6459703,https://i.scdn.co/image/ab6761610000e5eb142120beb4014a7f8abd0cf0
Erika Petty,spotify:artist:15YH0MYEIRY7AmrrwfVO4W,0,0,
Elisabeth Sombart,spotify:artist:6pp4xqAWH1oHFQX0kJtVvO,10,753,https://i.scdn.co/image/ab67616d0000b273e521a22d045d61b7c4f5898f
Journey,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,74,4513634,https://i.scdn.co/image/ab6761610000e5ebe848dfb35ea4969099662dfd
Valentina Lisitsa,spotify:artist:0gOrXuu1vCBXe3pwTyb5Ca,51,51502,https://i.scdn.co/image/ab6761610000e5eb0fcfc4662d94dad49e635eaf
Emanuel Hurwitz,spotify:artist:0rfHUoEzQQO1BJwrnt8aIv,3,36,https://i.scdn.co/image/8331df349b4f6cbb1860752199004be1e0946774
Ugly Duck,spotify:artist:0Qr4St9aCOLu41Nt5QZIz1,53,8629,https://i.scdn.co/image/ab6761610000e5eb0eff4d3fb92746c29f1edc06
Tyler Ward,spotify:artist:5Hc9oDGvStNGmnj44m8sHg,54,310785,https://i.scdn.co/image/ab6761610000e5eb609be0ee540573fd49d1cdea
Justin Timberlake,spotify:artist:31TPClRtHm23RisEBtV3X7,80,12132237,https://i.scdn.co/image/ab6761610000e5eb9d3f9efc8e0030306e583cef
JEON SOMI,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,62,1620406,https://i.scdn.co/image/ab6761610000e5eb2be8611f6c6e9174031c64df
Social House,spotify:artist:5UjifI1TYefXWn9GdqDOHl,64,139575,https://i.scdn.co/image/ab6761610000e5eb589ffbfcd3d3c9daeaffc36c
Jess Glynne,spotify:artist:4ScCswdRlyA23odg9thgIO,72,2811747,https://i.scdn.co/image/ab6761610000e5eb7d800f202dd15af03179876b
LOONA,spotify:artist:52zMTJCKluDlFwMQWmccY7,66,1963718,https://i.scdn.co/image/ab6761610000e5eb80584436e5726afb70cee7f8
Lou Bega,spotify:artist:46lnlnlU0dXTDpoAUmH6Qx,60,93166,https://i.scdn.co/image/ab6761610000e5ebe9200a6d8565766425c9a1e1
GOT the beat,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,56,345531,https://i.scdn.co/image/ab6761610000e5ebfbb4dd024df495265bb16c90
Tufts sQ!,spotify:artist:21QIHECpmN2KwhpVhIWHpT,8,1027,https://i.scdn.co/image/ab67616d0000b2736636b2b1728fb4848f73ff9c
Bebe Rexha,spotify:artist:64M6ah0SkkRsnPGtGiRAbb,79,7530931,https://i.scdn.co/image/ab6761610000e5ebabfac786f093c4da55c99d4e
Mabel,spotify:artist:1MIVXf74SZHmTIp4V4paH4,70,1660649,https://i.scdn.co/image/ab6761610000e5eb7926088433d79485da5e1734
NCT DREAM,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,71,5343156,https://i.scdn.co/image/ab6761610000e5eb2c8ac3b2d8d886fbf3f0877a
Fiona Apple,spotify:artist:3g2kUQ6tHLLbmkV7T4GPtL,62,1042727,https://i.scdn.co/image/ab6761610000e5ebf178cbda9bd9a389581ff021
Benny Dayal,spotify:artist:61if35zz1W11GejEkxTLEQ,67,3148400,https://i.scdn.co/image/ab6761610000e5ebbbbde5038f6dd11a9bea4cd8
Robin Williams,spotify:artist:4OrieSJUghNfNx5UuPCgxF,31,152603,https://i.scdn.co/image/71f1d9f48ea0176ccb1e4bea3925c39b4af9b3b5
Gary Jules,spotify:artist:5oRnbmgqvvq7fVlgk4vcEa,51,74499,https://i.scdn.co/image/2d695c3269ba763e82b0a24789bc59d92834b125
Florida State University All-Night Yahtzee,spotify:artist:7hpsmZ7DZukPPg1dR2wqAy,0,96,
Chor der Deutschen Oper Berlin,spotify:artist:2KvV4gawnuMNG74DgSAQ0n,37,757,https://i.scdn.co/image/ab67616d0000b27305e7e084a0d8f528d8c2e4ed
Black Eyed Peas,spotify:artist:1yxSLGMDHlW21z4YXirZDS,80,6855977,https://i.scdn.co/image/ab6761610000e5ebb34222b3d3fa6411434640da
Mariinsky Orchestra,spotify:artist:2rRUfv2w535SEUV1YO5SP6,50,20919,https://i.scdn.co/image/ab6761610000e5eb0065f11220ca4bb030bffb72
Cleveland Orchestra,spotify:artist:0jJszR81GjA87jeRq0Jgwz,54,9975,https://i.scdn.co/image/ab6761610000e5ebfaf7d80e1f60f334c89caef0
Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,88,68838270,https://i.scdn.co/image/ab6761610000e5ebd8b9980db67272cb4d2c3daf
Aya Nakamura,spotify:artist:7IlRNXHjoOCgEAWN5qYksg,68,3535167,https://i.scdn.co/image/ab6761610000e5ebd097fdbe85a171a0483a2611
Eric Chou,spotify:artist:5fEQLwq1BWWQNR8GzhOIvi,64,1069788,https://i.scdn.co/image/ab6761610000e5ebb02116c5e760ff53c8676a7c
Afgan,spotify:artist:4cgBCGxtlfap2g6jveB7du,62,1491027,https://i.scdn.co/image/ab6761610000e5eba080432b00135cc19627114d
Wanitwa Mos,spotify:artist:2iN5MhOgkenO5FtkPtEVAF,45,93737,https://i.scdn.co/image/ab67616d0000b2734f95dabfc67540ee3823dad6
Jeon Ji Woo,spotify:artist:5A0sx2B7umJPdXgpfghJDJ,32,4746,
Chorus - Beauty And the Beast,spotify:artist:3kWWBtNzJFtKA222gZz39d,51,6827,
Zara Larsson,spotify:artist:1Xylc3o4UrD53lo9CvFvVg,76,10381417,https://i.scdn.co/image/ab6761610000e5eba63a2b0ceb57eb509d67c90f
lIlBOI,spotify:artist:25wMXkplvEHJpJHX8A6Ved,52,45623,https://i.scdn.co/image/ab67616d0000b27381db0f62317f03a38fb5d5f2
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,91,54333958,https://i.scdn.co/image/ab6761610000e5eb5704a64f34fe29ff73ab56bb
Vladimir Ashkenazy,spotify:artist:20iZXzMb8LoWXOeca32i82,50,62210,https://i.scdn.co/image/ab6761610000e5eba5a4a932f73faefc19b4e24f
Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,88,36025812,https://i.scdn.co/image/ab6761610000e5ebd42a27db3286b58553da8858
John Aron,spotify:artist:5Hco9oOhEcTrU0hzzIkoF7,15,4,
Robert Billig,spotify:artist:3Ybg9gi5V2x6i8OsLc9M7p,28,1301,
Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,86,26032607,https://i.scdn.co/image/ab6761610000e5eb6a8e5e8752d1dc2dafa63f20
Henry Purcell,spotify:artist:3tMLo1k3iUo82coMLWXzxq,52,140865,https://i.scdn.co/image/b1e56021e0af6da7c4dad6e677318c716f66a4c3
Lerin Herzer,spotify:artist:1O3tPNfosJcQQNI6wmR5Xt,2,131,https://i.scdn.co/image/ab6761610000e5eb90b6980f0ddd2a5c3d6a400f
The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,77,12077197,https://i.scdn.co/image/ab6761610000e5ebd3cb15a8570cce5a63af63d8
La Chapelle Royale,spotify:artist:1C3XEupIPUifPP8v7Y0UPQ,34,1261,https://i.scdn.co/image/e3385f3c189133be50e3109d5241cfc00f0378ff
WOODZ,spotify:artist:6y9nlaoynxSvoTGY09Vdcy,56,545715,https://i.scdn.co/image/ab67616d0000b273a55f6bf87219ecb5505e72e4
Martin Garrix,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,76,15603940,https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387
Awaken A Cappella,spotify:artist:7zjm9GiXJPq0z3bKETWl1N,5,1538,https://i.scdn.co/image/ab67616d0000b27354cb8621ada914cc67f69a41
Kansas,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,65,1266597,https://i.scdn.co/image/ab6761610000e5ebe924bdfec5ce73220c15cd25
CeeLo Green,spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,64,543671,https://i.scdn.co/image/ab6761610000e5eb8079989370c50963b60ee7bc
HAECHAN,spotify:artist:1pHMYguhayIoXmPjoOUyu3,44,93491,https://i.scdn.co/image/ab67616d0000b2730460b6fe459e986ca5310c40
Christina Aguilera,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,76,7089399,https://i.scdn.co/image/ab6761610000e5eb79e6ab8e69b0ad78e5307c33
A Great Big World,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,62,506660,https://i.scdn.co/image/ab6761610000e5eb46416642da7b30327821d26e
Ghali,spotify:artist:3egWSWp7Y4FyCKIyvXbw7L,66,2874013,https://i.scdn.co/image/ab6761610000e5ebd2f6f2421fc81317b88f9e60
Paul Kandel,spotify:artist:6M3XR163Q68THc9IFMwfAH,36,1395,
Wiener Singverein,spotify:artist:35QSympF887CO8h5eZHme2,44,885,https://i.scdn.co/image/e403106a45cbd0e2ca51e4d1b18b9a587f9177be
Cherry Bullet,spotify:artist:3IJCdgkBZbieocLZ4e94GZ,46,315144,https://i.scdn.co/image/ab6761610000e5eb7243217f4767a4d9bf879a6e
Cassie,spotify:artist:27FGXRNruFoOdf1vP8dqcH,62,1323091,https://i.scdn.co/image/ab6761610000e5eb6f5af779b97c9e52d74d3743
James McCarthy,spotify:artist:1gUuBMgY2DArj933CGpHM9,2,4,https://i.scdn.co/image/ab67616d0000b27383f24bbe821522554893bba7
Mark Kruczek,spotify:artist:2DNiyyc8Do3ym3IjCaKFCp,11,32,
André Previn,spotify:artist:2tfWguHr2nj4e8KXLKciVq,58,31328,https://i.scdn.co/image/8680bc690ee5747b08f6a9a7566f000cce6e220b
MAX,spotify:artist:1bqxdqvUtPWZri43cKHac8,68,761985,https://i.scdn.co/image/ab6761610000e5eb09ce0644c08fa03347ef8928
Gustav Holst,spotify:artist:5B7uXBeLc2TkR5Jk23qKIZ,51,147200,https://i.scdn.co/image/ef09684355a52775e8ff4c9fc2d9fc35714e264a
"Cast Of ""The Phantom Of The Opera"" Motion Picture",spotify:artist:1MoTQkT42sMGwzJs0u46p0,32,7383,https://i.scdn.co/image/ab67616d0000b2732f8d9427fea9dd36a4fb4f1b
The Virginia Sil'hooettes,spotify:artist:0LKgClZwZKGhM5BkCzjfMX,20,1266,https://i.scdn.co/image/ab67616d0000b273583e74176372c85d698af382
Heuss L'enfoiré,spotify:artist:3YwqjMyrRfuixi2pbgTGCE,64,1242696,https://i.scdn.co/image/ab6761610000e5ebeb6f8c46e9317071a61495bc
Mumford & Sons,spotify:artist:3gd8FJtBJtkRxdfbTu19U2,71,6340511,https://i.scdn.co/image/ab6761610000e5eb63065c48a5e377efda61f229
AILEE,spotify:artist:3uGFTJ7JMllvhgGpumieHF,56,1026405,https://i.scdn.co/image/ab6761610000e5eb8aec4284aed8bb502a411043
CHROMANCE,spotify:artist:0fEj1fYIQwWj1bzzAto9rp,52,31145,https://i.scdn.co/image/ab6761610000e5ebfa1dd223e160c4aa7158f86f
Jang Ye Eun,spotify:artist:4hMhbcPHd2nsZFhY1TNp8Y,34,7810,https://i.scdn.co/image/ab67616d0000b2733552f9c353bdab8b03b7c8a7
Adra Boo,spotify:artist:0YahlVgicneX5hdN8XyIpp,1,82,https://i.scdn.co/image/ab6761610000e5eba55b91f04d6b3c3c8dd9108b
Marc Broussard,spotify:artist:4cEwEednPwWCdYT7ZhROZe,47,111310,https://i.scdn.co/image/ab6761610000e5ebc78a80d480018ec030aade25
Jimbo J,spotify:artist:6ltKIf1bortd0DQbpgKdQu,46,21654,https://i.scdn.co/image/ab6761610000e5eb440dcf184453a1450b63b257
Michael Maguire,spotify:artist:6QjRwce37TfXfjx81KqQ7N,31,470,https://i.scdn.co/image/ab67616d0000b273f78cfced363cf0e870f0e9ce
Anjulie,spotify:artist:4DTbdShHu2RPYEEMUp2XWV,56,29696,https://i.scdn.co/image/ab6761610000e5eb028bd6def01c39f7cdfadc77
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,71,2218956,https://i.scdn.co/image/ab6761610000e5eb385df356841aaec34a0914aa
Robin Thicke,spotify:artist:0ZrpamOxcZybMHGg1AYtHP,63,1881937,https://i.scdn.co/image/ab6761610000e5eb02582bb3fa9d68f44a247f39
Rowan Atkinson,spotify:artist:5U4QDnlOlmZx9MHV45EoDE,53,5888,https://i.scdn.co/image/ab67616d0000b27358058048c7982b8738fd3086
Crowd Lu,spotify:artist:2JBUyLiFvpFPWdZGqIGYLD,54,352616,https://i.scdn.co/image/ab6761610000e5eb7cea05aba04cc9b7ad522fb4
Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i,62,1291089,https://i.scdn.co/image/ab6761610000e5eba36a9f95d59ab791d5e897e9
Samuel Ramey,spotify:artist:4z6dlDfmoZstfKLVC60nM0,37,7708,https://i.scdn.co/image/bcee84bb33c154d9d220f1be14d493f270934bfd
MINGYU,spotify:artist:5gUpo0BRmo6EOTbyU3z5Ay,47,49085,https://i.scdn.co/image/ab6761610000e5eb2197a2a24be11b8872a9d325
Tess Miller,spotify:artist:6I8A3s8ltqs1X50BgUBIhi,15,24,https://i.scdn.co/image/ab67616d0000b27308f25ef15caf048a49a69ee5
Edith Mathis,spotify:artist:0eOythKkGSageuVFr6nDHf,35,2924,https://i.scdn.co/image/654c25787e52d081ca7cf5fb1a6113bd07e9ae04
The Amsterdam String Quartet,spotify:artist:0kbgyaL9g2Eba79p2jiYlN,4,99,https://i.scdn.co/image/ab67616d0000b2737368d9506efe9c2d556d9e98
Matteo Manuguerra,spotify:artist:0lh6dQTetUL7cGQTn6Xa0Q,14,913,https://i.scdn.co/image/ab67616d0000b2738f025959ddb662d00a3c8bcb
P!nk,spotify:artist:1KCSPY1glIKqW2TotWuXOR,79,13596435,https://i.scdn.co/image/ab6761610000e5eb6ec3754d5db2e333b9434c75
Dadju,spotify:artist:4sbXXFzEWJY2zsZjelerjX,71,4339375,https://i.scdn.co/image/ab6761610000e5eb0910ff09d3b54b114d233aa3
Birdy,spotify:artist:2WX2uTcsvV5OnS0inACecP,69,3558381,https://i.scdn.co/image/ab6761610000e5ebba2945304f98466b7d67f261
Dmitri Shostakovich,spotify:artist:6s1pCNXcbdtQJlsnM1hRIA,56,314935,https://i.scdn.co/image/28f745db0a77d0e70db1c0be305f51b3478706aa
William Preucil,spotify:artist:7KL32t10UL3fVqHch1LzyP,7,164,https://i.scdn.co/image/95afb86a3a37ff79e2b1d9bb09c552f8e82cb2c8
Günther Arndt,spotify:artist:4wZu08TMxqUmPqi5qHe31j,8,20,https://i.scdn.co/image/ab67616d0000b2737bd0917e50b3c5c72f5a482f
Stephanie Poetri,spotify:artist:0HS00NN7MAfF59aJnfcxSO,55,521165,https://i.scdn.co/image/ab6761610000e5eb6b484e4488428d4a8623949d
Rayi Putra,spotify:artist:3FduEXHFSq8Hboekc8JMUR,46,48900,https://i.scdn.co/image/ab6761610000e5eb840800d188b7b4f76041a867
Master KG,spotify:artist:523y9KSneKh6APd1hKxLuF,61,435994,https://i.scdn.co/image/ab6761610000e5eb0a560ffdd6ad1accabec8b63
Fitz and The Tantrums,spotify:artist:4AcHt3JxKy59IX7JNNlZn4,66,786330,https://i.scdn.co/image/ab6761610000e5eb7ef3783488fcf0dab0708970
j-hope,spotify:artist:0b1sIQumIAsNbqAoIClSpy,76,11706934,https://i.scdn.co/image/ab6761610000e5ebfa980b99bc5f4d47b4253f82
Sir Simon Rattle,spotify:artist:4GQwgdcDQwqtcHICjUNndp,60,46767,https://i.scdn.co/image/3460fd826c1cc058c4c4134e6c695e00dcf89fa6
TAEMIN,spotify:artist:13rF01aOogvnkuQXOlgTW8,60,2473742,https://i.scdn.co/image/ab6761610000e5ebb99713cdd2a68b0db306aad6
Burna Boy,spotify:artist:3wcj11K77LjEY1PkEazffa,81,3092683,https://i.scdn.co/image/ab6761610000e5eba0e4780f120345edddeaada9
Dietrich Fischer-Dieskau,spotify:artist:10CN8N2O3FlGlPVJWBiu5D,39,26185,https://i.scdn.co/image/4bf52cbbba74ebf46bb9491f9536785445fdd143
Benjamin Britten,spotify:artist:7MJ1pB5d6Vjmzep2zQlorn,46,39724,https://i.scdn.co/image/40eb3ffb36cd0c98ca76630260d09b0025be373d
Halsey,spotify:artist:26VFTg2z8YR0cCuwLzESi2,83,18548054,https://i.scdn.co/image/ab6761610000e5ebd707e1c5177614c4ec95a06c
IZ*ONE,spotify:artist:5r1tUTxVSgvBHnoDuDODPH,62,1500993,https://i.scdn.co/image/ab6761610000e5eba6b0d348c125a072e5284b3e
Jason Derulo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,80,11505526,https://i.scdn.co/image/ab6761610000e5eb654972693e0efed3f3f4d090
Aaron Tveit,spotify:artist:68h2f0WXn4zEctSgNYozXx,53,34294,https://i.scdn.co/image/ab67616d0000b27356896680295a2000b46609f4
Martin Jones,spotify:artist:1VzJXXVXsYbEK773GWSoND,49,3567,https://i.scdn.co/image/54c4049a6258f1d526aa8b421ac31332add3db98
Jang Yi-jeong,spotify:artist:7nLakaHt1koh5mP4OIVM0F,38,102,
Sheppard,spotify:artist:6VxCmtR7S3yz4vnzsJqhSV,62,269388,https://i.scdn.co/image/ab6761610000e5eb8bda4d7a1c3b8159f28f9d08
Chicago,spotify:artist:3iDD7bnsjL9J4fO298r0L0,67,3185955,https://i.scdn.co/image/ab6761610000e5eb552671b05c6308584f920795
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,46,661474,https://i.scdn.co/image/ab67616d0000b273c56dcba0b4372e4a2953b973
88rising,spotify:artist:1AhjOkOLkbHUfcHDSErXQs,69,837473,https://i.scdn.co/image/ab6761610000e5eb2f8dfdfeb85c3fc2d11b2ae2
Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,79,1008660,https://i.scdn.co/image/ab6761610000e5eb72453ad016b059b06fd52569
Tim Foust,spotify:artist:2VtwFbDZzIoT9ZD0uR5HHD,35,14745,https://i.scdn.co/image/ab67616d0000b273c567eb6d2598c7013ed46ca2
Emily Shanny,spotify:artist:3oWiUIUDPWJmvB8wElpaO5,1,0,
The Swingle Singers,spotify:artist:1ZlFYysRdc6YaUH5FkxPl8,27,23923,https://i.scdn.co/image/ab6761610000e5eb9874bc44189b9b1a619e2b11
Rain,spotify:artist:5L4EafeXwZ0stGuPtGr5Tz,48,104945,https://i.scdn.co/image/ab6772690000c46c10d90fee3240f733c26f161f
Sammy Rae & The Friends,spotify:artist:3lFDsTyYNPQc8WzJExnQWn,55,114380,https://i.scdn.co/image/ab6761610000e5eb83c74866e5bc047479cd3413
Prince,spotify:artist:5a2EaR3hamoenG9rDuVn8j,71,6263906,https://i.scdn.co/image/ab6761610000e5ebeaca358712b3fe4ed9814640
Zubin Mehta,spotify:artist:3FEd0qHPFOgcpfw7bCXB4x,57,23963,https://i.scdn.co/image/0cc51a2abbedf3d71cee680fe47ef093e1ce6953
Blu Cantrell,spotify:artist:6vytZ677lz4LzCrUDcDokM,57,207403,https://i.scdn.co/image/7667470f669c70a15108051995051fc2cf9e126a
Nightwish,spotify:artist:2NPduAUeLVsfIauhRwuft1,64,1908422,https://i.scdn.co/image/ab6761610000e5eb2ed29d6d48829666efc8f609
LE SSERAFIM,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,69,556140,https://i.scdn.co/image/ab6761610000e5eb1b015e0ed3c7026676771ca3
Mixed Emotions,spotify:artist:2BoHcRUfryDNxa9HQxXSpr,2,464,https://i.scdn.co/image/ab6761610000e5eb205fd3a3b91de152e22a7078
Randall Thompson,spotify:artist:5vNLpqTjRXfz6uHKs5hnvD,13,742,https://i.scdn.co/image/801e1dd16831ea8bd75e510177620ab756594b45
Count Basie,spotify:artist:2jFZlvIea42ZvcCw4OeEdA,60,312918,https://i.scdn.co/image/4f5e6383a803df41153fd871f6d0d0af7b9f08a0
Ariana DeBose,spotify:artist:1Np9GsrPO7dlczjvdehBxs,45,3188,https://i.scdn.co/image/ab67616d0000b273c77218620de388c559ba5bbb
The Womack Sisters,spotify:artist:6BjLHAiun9TeqC55KB3L6s,25,2479,https://i.scdn.co/image/ab6761610000e5ebdc3e907a4fb48f1ad94f5699
Steve Barton,spotify:artist:1gEOIEK9jgpYvvG57BP0US,39,540,https://i.scdn.co/image/ab67616d0000b2737fd79037c10ff7b23d65203c
Yo-Yo Ma,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,64,525631,https://i.scdn.co/image/ab6761610000e5ebfb0fcd51414e7bbe85e00b6f
The Monteverdi Choir,spotify:artist:0Cqfz92flAzrp94pgN1jEW,45,11445,https://i.scdn.co/image/ab6761610000e5eb1572201eabc7158f8ab9ceff
Disney,spotify:artist:3xvaSlT4xsyk6lY1ESOspO,82,215172,https://i.scdn.co/image/ab6761610000e5ebc698d53b77db34027b00f853
Academy of St. Martin in the Fields,spotify:artist:77CaCn32H4mOMQA7UElzfF,63,46342,https://i.scdn.co/image/ab6761610000e5ebc8b13e554131116bf311f242
Ayumi Hamasaki,spotify:artist:3Mvc8kRgr8LRYYgvFmlZqn,56,711663,https://i.scdn.co/image/ab6761610000e5eb53c0d67ccd365de60b367dfb
Las Ketchup,spotify:artist:1e8GEl48ktvfDpruMKB6Oe,52,37772,https://i.scdn.co/image/ab67616d0000b27354dbaa284c53e085523cfec2
Vlasta Mlejnková,spotify:artist:775Rkua0PHENjo1sFIyApV,1,1,https://i.scdn.co/image/ab67616d0000b2730baa26fb49c09c910a031d24
Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,83,39139024,https://i.scdn.co/image/ab6761610000e5eb46e7a06fa6dfefaed6a3f0db
John Dobson,spotify:artist:6xCAKMCPmMEb9BiuxhUCqY,10,19,https://i.scdn.co/image/ab67616d0000b2736d077f69a8ff373f86998cf2
Gabriel Fauré,spotify:artist:2gClsBep1tt1rv1CN210SO,60,172136,https://i.scdn.co/image/965d539c15af1d86ec4875f05ec21d32414c3e64
Alan Menken,spotify:artist:5sy77gt4bfsLcSQ8GIe4ZZ,59,99075,https://i.scdn.co/image/aaf98f449a8c8716b1dc68a782e8eb3ed8651515
Leslie Grace,spotify:artist:6BeO1KuAWBqFriL1mLHtNc,60,1192589,https://i.scdn.co/image/ab6761610000e5ebbde67f9fdaf3531de31caad2
Dr. John,spotify:artist:320TrJub4arztwXRm7kqVO,53,215709,https://i.scdn.co/image/ab6761610000e5ebfed5626c008ba961a81dd218
Ermal Meta,spotify:artist:4XWTdNlsP8jqo5BDn5hgmd,48,579692,https://i.scdn.co/image/ab6761610000e5eb4196349398da67ae88d8f47e
Juliane Banse,spotify:artist:36nJJHOcMPiobIeovJKQbJ,18,561,https://i.scdn.co/image/ab6772690000c46c624af7e13efe3daed0a9fb6e
LADIES' CODE,spotify:artist:4epPY1AW9lQeVUM1XaFiwi,36,138024,https://i.scdn.co/image/ab67616d0000b2734eb4032fde82bdec1c262601
Emily King,spotify:artist:6jlWj6y00bMQt8XoKuCjyZ,49,176885,https://i.scdn.co/image/ab6761610000e5eb4f91659f8da80e5e1c3a430a
Far East Movement,spotify:artist:698hF4vcwHwPy8ltmXermq,65,1110849,https://i.scdn.co/image/ab6761610000e5eb6f288ea7bd44c142791dc7cd
Chorus - Sleeping Beauty,spotify:artist:1c4ltuRXEIo20Y9UOPxiA0,40,2234,
CHUNG HA,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,64,1939232,https://i.scdn.co/image/ab6761610000e5eb93c6f21062da1ef012275ff6
Tom Krause,spotify:artist:0uRyoGMnJfoX8u1vDScXkk,30,1480,https://i.scdn.co/image/129948d5543af09ea4f6f6a25ecf2983e7046d52
Roméo Elvis,spotify:artist:2pHk4wAmL7ofTAuvCIUWtv,60,789420,https://i.scdn.co/image/ab6761610000e5eb7e7c664aebb73b97b2664bb7
OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,57,1498070,https://i.scdn.co/image/ab6761610000e5eb9954a1ab45b2404a7bff2a45
Frankie Wakefield,spotify:artist:7jobsaZIFhejECE605yxx6,8,3,
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,61,2246041,https://i.scdn.co/image/ab6761610000e5ebaad1353fe0343220b1331768
Béla Bartók,spotify:artist:5zyNXVd952fWOjkdGHCvPd,46,86564,https://i.scdn.co/image/592ddf9d4d2154cd3256c6e69171d5371fca8f0c
HUR YOUNG JI,spotify:artist:0FUmt6iMoB9sJpxZuWkOI5,36,722,https://i.scdn.co/image/ab67616d0000b273e7aa2370fb3f866fdbbafe8a
Cindy Benson,spotify:artist:0OIRFXSbEOgnGZXXccjvgt,19,189,https://i.scdn.co/image/df5bb0e7652e77a8c259f269564ec4ee1eccd717
