artist_mbid,other_mbid,relationship_type
3896a59d-3058-4797-94b7-864bc58ccd98,d567451e-e266-4947-b04d-1c1a2ec7d845,member of band
389a79f6-083b-4486-97bd-7ef75ea8e7e8,529b1e78-4d4c-4fec-9758-57810156a2c8,is person
389b319e-43b9-4491-b5a3-e0aaafd49c5d,f181961b-20f7-459e-89de-920ef03c7ed0,member of band
38aed25b-3fe8-4b9f-b0e1-11358fca68c4,b51c672b-85e0-48fe-8648-470a2422229f,member of band
38aed25b-3fe8-4b9f-b0e1-11358fca68c4,cc3054c1-803c-4b55-9c59-200acd60b5e4,member of band
38bbbd07-9d89-4ff1-9a4e-28e48f57d63a,3dee63ae-2f32-4267-bf86-1aa291a8c4ac,is person
38dac21a-06af-42f4-ace4-93ee49193890,101c4754-1dc7-4c0f-92b9-49d8063d63da,member of band
38e883f7-0fea-4caf-b0d2-9b4988294458,721a6d4e-6c5b-4250-8e87-b5dc386fd965,member of band
3902653d-ec22-4a74-8909-90ee509d1a39,49204a7a-ed85-407a-828f-6fd46f1d8126,member of band
391d07b5-43b2-4d57-9283-7b7fcf1a00eb,142b343d-bf5a-428c-a64f-6d1a7566bbe9,member of band
392120b3-03cb-458c-b296-9b86cdd31a93,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
39828c81-cc39-4e8a-8e00-f0874c657d47,abd506e1-6f2b-4d6f-b937-92c267f6f88b,member of band
398abf03-9d98-4095-91bb-341ecb8bd1af,dacc2d64-7e59-42a8-87a9-10c53919aff2,member of band
399108f0-e206-48d2-8f38-28809436fbd9,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
39b8f29b-2881-471b-9f33-5a23df6388fc,00a9f935-ba93-4fc8-a33a-993abe9c936b,member of band
39d5088d-f037-46b7-bf17-4e07f6e54b42,37cc872c-22e8-43e1-abc3-5b0f31631acb,member of band
39d5088d-f037-46b7-bf17-4e07f6e54b42,9c15986d-ff1f-4d91-9708-f50f7445884f,member of band
39d5088d-f037-46b7-bf17-4e07f6e54b42,9d17d14a-e81c-410e-a90b-b02b0a9de6f8,member of band
39d5088d-f037-46b7-bf17-4e07f6e54b42,dfa98803-0f8e-4aac-a3d2-a2614db30074,member of band
3ac3d166-839c-4903-aa71-73a0968d219b,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3ad108b0-6c4b-45ef-bbc7-fd749eba5b7c,527973c7-9a9f-40bf-a52c-8cc2a7115c1a,member of band
3aebd566-7ff8-4b29-b017-051b6ec55861,740ed293-e6ad-4df9-93b7-02ff618e3cf8,is person
3b0b4634-2450-41e7-8ba2-24f4af3f0dd2,a97f393a-13a7-4645-8bba-f10bd22d7228,member of band
3b123ee0-deae-40a2-8d00-b76567dabe4f,160629ab-ec18-4931-8c95-02cb92d06186,member of band
3b4db0d5-97a8-4aa8-a375-9b8c78a56932,5700dcd4-c139-4f31-aa3e-6382b9af9032,member of band
3b5ed43f-9dfa-494b-a8f1-b152b6e75512,6c3ed431-e46e-4639-b64d-b200ef18285e,is person
3b5ed43f-9dfa-494b-a8f1-b152b6e75512,b7ffd2af-418f-4be2-bdd1-22f8b48613da,member of band
3b7782cd-3aa1-4c05-a2ba-5d22013a2c55,e04d239e-9fa8-49b3-b9b7-9e439c3cb1d1,member of band
3b7c93ab-40a5-4745-ab6b-eaafed2308bb,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,member of band
3b8af8c0-fa9b-43fc-8f0b-607173fc4fee,7ece3433-cb65-4054-b919-fc312f6825cb,member of band
3ba238ec-0199-41e9-80d4-20a714da4826,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3bc1e52c-861b-42a5-882f-67d7e7ada18f,6ef00829-fa94-4fee-a5a6-b28e1208e96a,member of band
3c47efe2-294e-4325-9d9b-8fba0f322b01,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3c483177-bd8a-4b64-a0bb-86d041e88f26,3b56979c-8c87-4e4e-997a-38c247a560e1,member of band
3c59eca2-15d4-425f-8b5d-043470c83635,b7442f18-d9be-4185-8b51-482510046156,member of band
3c6d4511-c30d-401d-8901-6f5e7640619b,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3c777558-ad56-47f0-add8-1177a6321553,49204a7a-ed85-407a-828f-6fd46f1d8126,member of band
3c9b356d-d1db-4f4e-a7a3-2d00c1d70255,5b11f4ce-a62d-471e-81fc-a69a8278c7da,member of band
3cb25fb2-5547-4b05-adec-1a5e37830d46,900ab237-327b-44e2-87e4-73250bbe025a,member of band
3cd05f49-917d-4837-8a5d-9ddacb027127,bc4cc656-f03a-493a-b250-6afaa4cd7418,is person
3cdf5bae-a9cd-475b-a16d-666f273e75f6,c33c2065-b1c3-4406-b066-d33a9e2ea71a,member of band
3ce1c5bc-792b-4c0f-a1bb-22616ab81724,7ece3433-cb65-4054-b919-fc312f6825cb,member of band
3cedde34-434c-48e7-ab39-6637ed5c8243,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,member of band
3cf0cd03-ba8e-42fa-90a5-7e4cf73ea4ce,854fbd52-9d01-4ce6-ac3e-8324e3ad753d,member of band
3d05dd13-f524-4e80-91aa-24094e8b5928,7f8b3498-c5fa-412f-a5b4-c61cfdf68418,is person
3d05dd13-f524-4e80-91aa-24094e8b5928,a13898e2-e488-498e-a89c-d0e920f74d4d,member of band
3d1b643c-d3ed-4aab-af43-ac7ed37c3d26,bce172fc-51bb-43f7-9a25-b406a0a581d5,member of band
3d2371b6-4aa2-450f-bf23-8fc0c0eaf664,06640aed-48bc-4488-9409-dd53f4356d85,is person
3d2371b6-4aa2-450f-bf23-8fc0c0eaf664,b5179744-f217-4455-9d8b-17b8d4fdeb93,is person
3d2ac089-fdc8-4381-a4b5-fcdc7fc36590,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,member of band
3d2ee04c-c21d-424d-91da-afd66258438e,19339b6e-c87b-4fa8-b19a-042a74efa127,member of band
3d2ee04c-c21d-424d-91da-afd66258438e,f20b31b1-2eba-478c-a229-55291791c7ca,member of band
3d352db5-4ec8-4ce1-8259-9df68d31cd4d,1d2c24a6-9ae6-460b-a65e-63671c9fbdd9,member of band
3d5c51b1-fee5-4673-a7c2-0d4361e075f2,79c67eb5-3851-4b28-bfe0-3adfcd6f58d7,member of band
3d5ce21b-1e63-42b2-bafa-a3ef023cd68c,28955336-2348-488a-9381-e3a7b0107343,member of band
3da65013-dfdd-40c7-b9c7-e4c829862c66,5b11f4ce-a62d-471e-81fc-a69a8278c7da,member of band
3da65013-dfdd-40c7-b9c7-e4c829862c66,67f66c07-6e61-4026-ade5-7e782fad3a5d,member of band
3dc92967-eb85-4541-9e35-b38caf737b7b,95663592-1447-4579-90f7-c94733476667,member of band
3dcc02df-d2da-4d0d-a4cc-45b97debf252,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3dda8202-ce15-4031-862a-77bc6759d15e,9b94ac1a-b997-4414-9385-96178b5ef99c,member of band
3ddd44fc-69fa-4ed3-9d24-01b8ece7546a,6ef00829-fa94-4fee-a5a6-b28e1208e96a,member of band
3e46d414-268a-43bb-a836-0dbf72a87b4f,bbd4d6db-ff53-4896-b57c-91b1ef28f88f,is person
3e46d414-268a-43bb-a836-0dbf72a87b4f,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3e5f293b-9bd0-4685-b6a2-0e0ddb00d9ae,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3e63e53b-402d-441b-8dcd-befbce3ab939,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3e63e53b-402d-441b-8dcd-befbce3ab939,d9b40509-43a3-4196-9136-b63c4a0c62fc,is person
3e647467-6d46-4717-8fdf-0149f9ff9031,527973c7-9a9f-40bf-a52c-8cc2a7115c1a,member of band
3e7eff23-7de4-43f9-86e9-7124d6da6d2d,fc84ee2c-3b57-4f94-b912-5edaa7ab2d13,member of band
3e998ff9-bc45-4ae9-a1bc-84ccdbd781f2,3255ddb2-bd7f-4850-b314-bdfa10d14706,member of band
3ea2e320-a587-4237-a005-81e988f11e47,62cc95e0-86de-46e0-925a-353e330cf4e4,member of band
3ea8bc88-0bff-483e-be70-49677fe9a71c,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3ec4c81e-c177-4430-beb8-3779e7cd7a7e,721a6d4e-6c5b-4250-8e87-b5dc386fd965,member of band
3ed9255c-6f56-4cad-8b93-785fc983ce1c,30f9b3e7-690b-4199-8441-916c37176532,member of band
3ee96b6f-e2fe-461f-a035-8db7a224e74d,fe038151-1099-4de8-901b-39be66d6e493,member of band
3f333cc8-96a1-4fda-93d6-6222154378cb,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
3f6e1477-03dc-4117-ac15-ec53b776e9a0,8bfac288-ccc5-448d-9573-c33ea2aa5c30,member of band
3f8c7dda-6a3f-4cce-a298-8985e467b6ed,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,member of band
3fcc6bff-389b-46fc-8ca7-e577dd519363,835a6d9c-fea0-4a71-ae52-9c4da946433a,member of band
3fea812c-c628-46c3-a415-303c2d548e4c,160629ab-ec18-4931-8c95-02cb92d06186,member of band
40201b10-8611-434a-93c5-329dbbdd38f6,486067ad-56d6-48b5-957b-d6cfe3e1af73,member of band
40316898-fbcf-477e-b019-ccbafd710f46,603ba565-3967-4be1-931e-9cb945394e86,member of band
405f196f-f8eb-4633-8541-19396121afdf,f3eaa943-71b3-44b6-8b66-74c787742aae,member of band
409b2653-085b-4c04-8108-2d77899ee185,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
40adef79-bcdd-4bd3-a2ee-1e2d371cd6bc,b7ffd2af-418f-4be2-bdd1-22f8b48613da,member of band
40bf55ac-700a-42b1-9a22-37d1092cee5d,721a6d4e-6c5b-4250-8e87-b5dc386fd965,member of band
40d1ad2f-e190-4d1e-9f9b-ba88144ac017,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
40eb553b-9ae2-45f7-aa29-bd292f73fe42,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4102a510-b01e-4e8c-9d58-4cdb37b665b7,41337bb4-2ca9-42a9-8409-daf0081f004e,member of band
412ff65d-26bf-4849-ba19-d2a58030fd1a,89cac112-55df-402e-9dd6-8e182ce2e0e7,member of band
41337bb4-2ca9-42a9-8409-daf0081f004e,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,artist rename
41476780-c7b2-4521-9752-67ce823b3695,91dad7e7-0bf6-47e8-bd42-ef1fac32c729,member of band
41575507-0948-4fb5-b92c-eff7d2ed7521,6052fb99-ae71-4487-b450-22ac27169506,is person
41575507-0948-4fb5-b92c-eff7d2ed7521,84580595-7fe2-4a6e-975c-066cb7cdb187,is person
41575507-0948-4fb5-b92c-eff7d2ed7521,b87f60d9-bf58-454d-978d-6ccc38116ed2,is person
4173073b-ae68-476a-a715-e22f1f43046d,df6c619f-4334-43e2-8b6a-4a32af1e4f85,member of band
417d790a-148c-458e-aca5-e768bc0cae32,9df2184b-1e49-4717-a5f5-54ca1c38bcb4,member of band
41bf3598-231b-437a-91fd-8d7665eb23f0,486067ad-56d6-48b5-957b-d6cfe3e1af73,member of band
41cb3a26-a97c-49f0-a58c-f8adfb24d494,4db9f9d7-74e9-4142-a704-41091f402fd2,is person
41cb3a26-a97c-49f0-a58c-f8adfb24d494,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
41e9a77b-aa0e-4b86-a223-dc903f41b0bd,abd506e1-6f2b-4d6f-b937-92c267f6f88b,member of band
421c0397-5224-4866-a62d-79d2ec4d5de8,4f0cb3b7-6c06-4317-ae35-ddf3106a17ee,member of band
421c0397-5224-4866-a62d-79d2ec4d5de8,e75c476c-d03b-4b3b-82cb-ac09b8bfa5fa,member of band
421d8d3a-75eb-496b-accb-dec0813966a2,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
423ec37c-14ee-4914-bbfb-19bd90588a31,9b2a1ef4-0e6b-4ddd-99fc-cdf223dccb08,is person
423f606b-f71c-4262-8575-a3293218e8b3,9252ca18-015c-484c-ae59-5670784887d3,member of band
4247365d-805a-40bf-b24d-05558c1a8915,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
424cbef7-fb02-425d-928e-725440af5472,bbc5b66b-d037-4f26-aecf-0b129e7f876a,member of band
42612a2e-7c02-4f42-9e3b-1a1bf1e72fcd,b574bc05-2ba7-4a9e-a6b3-fd88c7a88999,is person
429c1c1a-f211-4dee-8b4d-624db60079d6,d570bb31-b9ca-45a4-a2d9-11b186d9c159,member of band
42a8f507-8412-4611-854f-926571049fa0,9fcc463b-7cfc-4ea4-a65e-bab77fc78e9a,member of band
42a8f507-8412-4611-854f-926571049fa0,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,member of band
42aad4e4-3c1f-4c0f-b909-d7969589046f,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
42becbba-01ae-4618-8f4a-55311e84ae14,977e9297-a7e4-449c-94f0-2c500245d07e,member of band
42d078e1-0ef8-472c-bdeb-bf7fa34ebb77,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
42f22487-c349-4974-9eec-9d400b5dbc46,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
430e0a62-866f-4101-95d9-70f083170f19,160629ab-ec18-4931-8c95-02cb92d06186,member of band
432e6fa0-83d0-4322-ba36-4a1b496b965c,c33c2065-b1c3-4406-b066-d33a9e2ea71a,member of band
432fb9b6-3bfa-490a-b393-168af700145b,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
43436129-467d-44f5-8971-e70d366a1372,1d2c24a6-9ae6-460b-a65e-63671c9fbdd9,member of band
434cb681-1631-4efa-85dd-bd3175238332,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4376d84d-50e7-4ebb-a7d7-fd644e37de21,f3eaa943-71b3-44b6-8b66-74c787742aae,member of band
439c9247-9291-47a8-8282-7f80bc3f369d,b3785a55-2cf6-497d-b8e3-cfa21a36f997,member of band
43a65e0c-98eb-4b6b-8931-1ea3dab0e8eb,08306695-0943-4f91-be93-a39ce7a7804f,member of band
43afb3de-3f1f-432e-8795-69f3c24c7cb4,4dc14f03-40b5-4268-8965-8e64fedb0798,member of band
43d9de84-488c-46af-8534-f2a8da8dc8e5,1ee37742-1e3d-4e61-84d2-bc85f4c1459a,member of band
43d9de84-488c-46af-8534-f2a8da8dc8e5,49948ebe-bf1c-4823-b470-f2c9ab018686,member of band
43d9de84-488c-46af-8534-f2a8da8dc8e5,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
43e9db57-4ac3-4979-9234-220ce711628f,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
44159cca-4bdf-426c-88c3-127c4246e9ad,9d027d72-790e-40ec-bbb7-61aa613457de,member of band
44185120-3fe7-4339-9bbf-04b98c537dbe,105d7350-2f4b-4d4b-8e2c-d51f81eb3202,is person
443388c8-4269-4aac-8674-b53460e318b0,9bcb9c87-6259-439d-8c58-79a204ce553d,member of band
44bb6793-2fa2-40be-9377-0bd0242368da,66c662b6-6e2f-4930-8610-912e24c63ed1,member of band
452b1e7d-9a64-408b-8c13-f29d25534662,dacc2d64-7e59-42a8-87a9-10c53919aff2,member of band
452d717e-2f12-4d9f-b6e9-0dfe06363a26,da1e6981-2bef-4b91-9581-eb5f5620248d,member of band
453ca23d-44e0-422b-8002-13c1ceb7f1fe,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,member of band
459b84e0-2636-45e3-96c8-af114dfbd9be,142b343d-bf5a-428c-a64f-6d1a7566bbe9,member of band
45a133de-bece-43f8-833f-1605039e4732,c4f88022-c899-46cd-81b9-6e0c3409b60b,member of band
45b6cf6a-f7e2-4ebd-8e92-451cbbd01922,42976ddb-0ad5-4baa-9304-f31d7d84e3e0,member of band
45b7e88c-550d-4ec1-80e8-fa95b369f5c8,ec08184a-1794-4cfe-a1f2-fbf0e14f81eb,member of band
45bbb3d9-b00a-44f6-9b61-06e4b86152dd,527973c7-9a9f-40bf-a52c-8cc2a7115c1a,member of band
45c805b1-0751-4f7b-aa5f-32e2b76979b7,0a7ef947-cb11-4bf0-89e3-23b9a950f04d,member of band
45d9abda-e6db-4c4c-9f39-a3c8e48957ef,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,member of band
461a77a1-8797-4367-88be-55c3a85a62be,d03d8ba8-065c-41d9-a804-d6c05a949194,member of band
461af959-27c3-4a2d-81cb-0f37072b2838,38dac21a-06af-42f4-ace4-93ee49193890,is person
46269e5d-4171-4155-a8c2-153efc389c13,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
46584aa3-de4f-4f43-b630-3129868c14ea,b6b21b0c-a706-4b46-a929-bd4d21b06cad,member of band
468eaa07-e991-4c9e-bff2-f84be07c290d,8da127cc-c432-418f-b356-ef36210d82ac,member of band
46957dac-b5ff-40a9-a427-ab53bc414f6e,5700dcd4-c139-4f31-aa3e-6382b9af9032,member of band
46a875ef-1542-4130-8336-96ce6f34213e,d7867de6-f803-43c4-81b0-ed2d2a9504db,member of band
46a91e13-b9c7-4242-a053-b223bdd04057,e47c058b-c171-4567-9f59-d2affca35855,subgroup
46b86cd6-d8b5-4a8f-8bf7-87cbf6f61e04,d1544a31-2b56-48e4-b92e-5ff857bab820,is person
46d72c85-ba81-4d50-bb6e-5d628dc08d55,05cbaf37-6dc2-4f71-a0ce-d633447d90c3,member of band
46e0e640-79b4-4a67-8002-6de27dfbb350,c010eb84-2de1-40b2-b267-40de6002daab,member of band
470391d6-0bc6-4a05-8441-206d701a88ab,20395131-fbde-43ce-b141-b700cfdae99c,member of band
4739e213-eab7-4e36-9268-e4e5161aefc6,e57f0cac-4f56-473c-8d7e-d93f753fd586,member of band
4744de58-e37d-49cb-bf95-c07a2effe462,06a58fd1-4767-4eda-a60f-97103dbccd19,member of band
4749b401-db9d-4ec7-a3f0-5ece533c1841,a13898e2-e488-498e-a89c-d0e920f74d4d,member of band
477af55d-042f-4e54-93e4-edcf4aed32be,62cc95e0-86de-46e0-925a-353e330cf4e4,member of band
478eafc0-d1d0-4b65-9e6a-15c5ae58ce23,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
47cc2672-9e52-4512-8801-ffc9fe8c877c,830e5c4e-6b7d-431d-86ab-00c751281dc5,member of band
47cd459b-06c1-462f-8fdd-27721a03ef68,79491354-3d83-40e3-9d8e-7592d58d790a,member of band
48652da5-f54c-4f65-9c11-0fc05df18075,5a35701f-9209-4742-ad44-7432d3230127,member of band
48652da5-f54c-4f65-9c11-0fc05df18075,70e5098b-c4ae-4cd7-9799-3c1b9b57c753,member of band
4876a3ee-109b-41f7-9b87-f448333e7b02,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
488bb883-f914-4d09-8554-e3eb131d9698,8560d4e8-05e2-4c20-980b-ad2db445dd5d,member of band
48b7d40e-ab45-444d-a4d3-4d1de0f55b51,f46bd570-5768-462e-b84c-c7c993bbf47e,member of band
490a40c1-f0c4-4203-b62b-0d5e25cf6412,02ceff75-7363-493e-a78d-912dc86c7460,member of band
491470ea-797d-4d33-b14c-1a6a72827274,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
49266626-4297-41a5-80e0-251df9a2cfe4,5fee3020-513b-48c2-b1f7-4681b01db0c6,member of band
4956e03c-205c-4ee0-b5c2-1443f15f721c,073ad467-4891-40a0-bf61-d55c41a38aec,member of band
496f014e-dc90-4f18-b892-7f34007a5894,49948ebe-bf1c-4823-b470-f2c9ab018686,member of band
496f014e-dc90-4f18-b892-7f34007a5894,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
49a51491-650e-44b3-8085-2f07ac2986dd,9fcc463b-7cfc-4ea4-a65e-bab77fc78e9a,member of band
49a51491-650e-44b3-8085-2f07ac2986dd,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,member of band
49acbee5-5fb5-4cf1-868f-67bc01de2d84,66c662b6-6e2f-4930-8610-912e24c63ed1,member of band
49e86b0d-7cfb-4147-bf91-cae0096d5f68,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,member of band
49eb03dd-7196-4e5c-8ccf-f6ab934d75bb,7540faf9-d411-4b41-bfa0-0e2a7d1ecf3f,is person
49ee6f7f-2c69-42d8-9c06-253c408f72a8,f46bd570-5768-462e-b84c-c7c993bbf47e,member of band
4a1f5836-a404-4752-9729-b6abb83eaf71,51c76d97-0635-433c-b26d-66beb81657f8,member of band
4a503729-1179-4d9a-ba75-58c8a3666d5f,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4a5ba510-f5c5-4537-9779-0930c5d00ae2,fc84ee2c-3b57-4f94-b912-5edaa7ab2d13,member of band
4a861e4a-1580-42eb-8c15-b5105d5a22bc,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,member of band
4a875dfc-d5a4-4bca-b494-73b59a0eb10b,437a0e49-c6ae-42f6-a6c1-84f25ed366bc,member of band
4a875dfc-d5a4-4bca-b494-73b59a0eb10b,c302345e-54ae-4b4c-8708-1b949a7c4d49,is person
4a8fd8c3-19a2-4bf3-b1bb-6491a136e55f,97b8d224-5660-419c-8dff-4b3bf0c33983,member of band
4ab74d13-d1eb-4895-b874-6da5d8b1aac3,a74b1b7f-71a5-4011-9441-d0b5e4122711,member of band
4ab74d13-d1eb-4895-b874-6da5d8b1aac3,c74f4726-2671-4011-81b6-f70da905c05a,member of band
4b289467-0bc9-4e6a-aea6-b42247c89756,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,member of band
4b356f05-bcc2-4544-925b-fd9a1bf708be,a47c3aa2-7d87-475c-a2c7-1e2047dafb09,member of band
4b55083b-c84f-47d7-b407-4633e141cc08,e04d239e-9fa8-49b3-b9b7-9e439c3cb1d1,member of band
4b641fc5-a764-4221-a60b-c3d75412ebe6,08bc1626-aa7b-4daa-9a2a-caeb87987712,member of band
4b66082d-36a3-4418-a80c-ea7773e46bf6,d570bb31-b9ca-45a4-a2d9-11b186d9c159,member of band
4b782d7e-fa42-411f-bb5a-a7c4aeea2c2d,b071f9fa-14b0-4217-8e97-eb41da73f598,member of band
4b7c351b-6f8a-49ba-8831-9d59d5862ffb,50c2e87b-abb6-4ac3-a498-c509467689a0,member of band
4bad3a5b-ed4b-4056-afbd-6975907e9749,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4c45495f-b9f3-4d03-9fac-d44c8a77f5de,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,member of band
4c47e18a-c034-4ab6-98a6-110e14b63965,3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,member of band
4c52df23-ea25-4320-9f95-a6b282860710,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4c54e379-820d-404b-b7c7-09430f307166,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4c76ba5a-281b-4785-b99f-0c0146f1bac3,506c92c3-0d1f-4bc9-b6ee-848c99ef5fd4,member of band
4c76ba5a-281b-4785-b99f-0c0146f1bac3,b7442f18-d9be-4185-8b51-482510046156,member of band
4c9e4ac3-5fa7-4583-a193-af8f3c64e618,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4cbe196f-025f-4b7e-9cb2-eaac0b6ec01b,b6b21b0c-a706-4b46-a929-bd4d21b06cad,member of band
4ccb9311-6944-4c29-a157-6c519488292b,900ab237-327b-44e2-87e4-73250bbe025a,member of band
4cf05e76-1503-49a0-a9ec-43e1f631ada8,62cc95e0-86de-46e0-925a-353e330cf4e4,member of band
4cf412fc-78f7-44c6-9261-d3dd4ce14f23,9d027d72-790e-40ec-bbb7-61aa613457de,member of band
4cfbe2b3-9919-40d6-8890-8d9712885108,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4d0ed977-fdbc-47d2-9c99-6f5e2b2adb12,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4d347472-05cd-469f-8b03-864b344d007a,6cdc92fe-8277-48b1-906c-6113091b53b4,member of band
4d4e2261-02d2-4796-83bf-5bbadcbba629,b7ffd2af-418f-4be2-bdd1-22f8b48613da,member of band
4d5447d7-c61c-4120-ba1b-d7f471d385b9,9fcc463b-7cfc-4ea4-a65e-bab77fc78e9a,member of band
4d5447d7-c61c-4120-ba1b-d7f471d385b9,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,member of band
4d5f891d-9bce-45ae-ad86-912dd27252fa,2486bb60-2ccd-4792-bdd4-4c760d610616,is person
4d5f891d-9bce-45ae-ad86-912dd27252fa,5b11f4ce-a62d-471e-81fc-a69a8278c7da,member of band
4d5f891d-9bce-45ae-ad86-912dd27252fa,67f66c07-6e61-4026-ade5-7e782fad3a5d,member of band
4d84fa33-3927-429e-9bf5-1d2eb2f9307e,6eb5d8c5-8908-4db3-a487-d5ff920d6d5e,is person
4d89e83d-12a7-4545-bf83-3377b09be7d1,0be4c438-bbaa-40ad-853f-691b60d4c7b5,member of band
4dc14f03-40b5-4268-8965-8e64fedb0798,e47c058b-c171-4567-9f59-d2affca35855,subgroup
4deb1df7-e92b-4237-8faf-f736fcdcbb13,835a6d9c-fea0-4a71-ae52-9c4da946433a,member of band
4e24e4e2-bbda-4870-aacb-5835a8143738,527973c7-9a9f-40bf-a52c-8cc2a7115c1a,member of band
4e58c044-e0ab-480f-ab54-61530fb58009,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4e848ea9-d9d3-4608-b5ee-baa29acf4cca,70e5098b-c4ae-4cd7-9799-3c1b9b57c753,member of band
4ed9cdd2-781b-4eec-a5b7-da3e17b9904c,cbe629e3-fbbd-4071-9e12-4c5074c2231b,member of band
4ee75011-678b-46e0-b8e1-8ef47e5b7379,a71b3907-9377-4e5b-a0bd-b5d163fe50ea,member of band
4f1f61e9-7d40-4592-8310-3592f72b76c1,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,member of band
4f6721d2-e283-44e4-87c5-913a27abb58f,36ce89f1-0224-4693-a2cb-f021e13ca6d0,member of band
4f87267a-928f-4955-aff1-d756b13ebea7,b8549efe-f4fd-4dc0-8ef1-226e9c400233,member of band
4fb2a6d2-0c48-412e-8842-156fa24169ff,c010eb84-2de1-40b2-b267-40de6002daab,member of band
4fd1e3e2-c9cd-4f9d-933f-c71eac20ca37,5e4b63b3-1be4-470a-8bc8-1ee5fd65eddc,is person
4fd1e3e2-c9cd-4f9d-933f-c71eac20ca37,83555b40-855f-44b7-8325-c4b2b88fa536,is person
4fdf75c5-59f1-4f56-87f1-f3136710b3c6,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
4ff8dc8f-7005-473f-8ac5-11617fc46cd6,abd506e1-6f2b-4d6f-b937-92c267f6f88b,member of band
501ea1e0-5c11-4b68-9b65-bc16955ddb73,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
50259c88-f747-4279-8d97-694cabde390f,0068ae6c-7156-40f9-a81f-39294af6a549,member of band
50435319-54d5-4e0f-a3ca-32f69b77b198,ccec43ec-d665-4eb2-a53c-602eec3afc43,member of band
506c92c3-0d1f-4bc9-b6ee-848c99ef5fd4,b7442f18-d9be-4185-8b51-482510046156,subgroup
507264a3-afa7-4bca-a68e-64c4061d84ba,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
508a7f4b-d153-400d-8e79-a2dba1421a11,49948ebe-bf1c-4823-b470-f2c9ab018686,member of band
50ba1d1a-3deb-47a9-946a-e32987461201,101c4754-1dc7-4c0f-92b9-49d8063d63da,member of band
50c2e87b-abb6-4ac3-a498-c509467689a0,1733a48f-2045-4b60-9130-aaa9393724a1,member of band
50c71d28-7191-46d4-ba62-1add15e6517b,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
