artist_mbid,artist_mb_name,artist_sort_name,artist_disambiguation,artist_type,artist_area,artist_birthplace,artist_start_date,artist_end_date,artist_gender
4673d92b-8639-4486-938b-ab30676dd293,"Mike ""Handz"" Donaldson","Donaldson, Mike ""Handz""",,Person,United States,,,,Male
467f425d-7625-48d9-9fa5-86f8c925898d,Eliza Marshall,"Marshall, Eliza",,Person,United Kingdom,,,,Female
46858573-8c57-4438-8d20-964c4d66afaa,OG Parker,"Parker, OG",,Person,,,1993-10-27,,Male
468eaa07-e991-4c9e-bff2-f84be07c290d,周子瑜,"Chou, Tzu-yu",,Person,South Korea,Tainan,1999-06-14,,Female
46957dac-b5ff-40a9-a427-ab53bc414f6e,Florian Schneider,"Schneider, Florian",founding member of Kraftwerk,Person,Germany,Kattenhorn,1947-04-07,2020-04-21,Male
46a875ef-1542-4130-8336-96ce6f34213e,Jonatan Gusmark,"Gusmark, Jonatan",,Person,,,,,Male
46a91e13-b9c7-4242-a053-b223bdd04057,NINTYSIX,NINTYSIX,,Group,South Korea,Seoul,2023-03,2023-03,
46b86cd6-d8b5-4a8f-8bf7-87cbf6f61e04,Sarah Aarons,"Aarons, Sarah",,Person,Australia,Melbourne,1994-10-04,,Female
46bafbbf-03ab-4947-bc8c-6e11a3ae7451,장우영,"Jang, Woo-young",engineer,Person,South Korea,,,,
46be3d66-7fe6-4f5e-9911-f0425007b76f,Joseph Lorge,"Lorge, Joseph",,Person,,,,,
46d3689c-23e6-46f7-8ad6-c12f13ac9dea,C. Tangana,C. Tangana,,Person,Spain,Madrid,1990-07-16,,Male
46d5046b-d715-4600-9095-a4f74ce6a11e,Simon Jonasson,"Jonasson, Simon",,Person,,,,,Male
46d72c85-ba81-4d50-bb6e-5d628dc08d55,김재중,"Kim, Jae Joong","member of JYJ, aka J-JUN in Japan",Person,South Korea,Gongju,1986-01-26,,Male
46e0e640-79b4-4a67-8002-6de27dfbb350,이도,Leedo,ONEUS,Person,South Korea,South Korea,1997-07-26,,Male
46e4a08f-d19d-47a3-8ac1-a59fe978f6a0,LADIES' CODE,LADIES' CODE,,Group,South Korea,Seoul,2013-03-07,,
46e68604-6dbd-4851-ac5f-dbf888a2a0f9,Jeff Gunnell,"Gunnell, Jeff",,Person,,,,,
46f70f03-d259-4314-b926-2db36c28d86f,Leon Thomas,"Thomas, Leon",American jazz vocalist,Person,United States,East St. Louis,1937-10-04,1999-05-08,Male
470391d6-0bc6-4a05-8441-206d701a88ab,Edmund Irwin-Singer,"Irwin-Singer, Edmund",Glass Animals,Person,,,,,
47139311-ab97-4552-845a-647a2ec57098,Alan Tarney,"Tarney, Alan",,Person,United Kingdom,Workington,1945-11-19,,Male
472dc0a5-8212-4469-9194-95c52e5a32ff,Livvi Franc,"Franc, Livvi",,Person,Barbados,Harrogate,1988-05-31,,Female
4739e213-eab7-4e36-9268-e4e5161aefc6,Lonnie Turner,"Turner, Lonnie",,Person,United States,,1947-02-24,2013-05-03,Male
4744de58-e37d-49cb-bf95-c07a2effe462,Stefan Johnson,"Johnson, Stefan",songwriter and producer,Person,United States,,,,Male
4749b401-db9d-4ec7-a3f0-5ece533c1841,김기범,"Kim, Ki-bum",South Korean actor and singer.,Person,South Korea,Seoul,1987-08-21,,Male
474e08e4-e1d3-424e-a447-9acd087c9808,Tobias Näslund,"Näslund, Tobias",,Person,,,,,
4753664e-aad4-4bd3-a477-b6b19cca9ecb,Steven Malcolmson,"Malcolmson, Steven",Scottish songwriter,Person,Scotland,Glasgow,1983-04-09,,Male
475751c3-643a-47c7-917e-cf75a26def4a,Sebastian Garcia,"Garcia, Sebastian",,Person,,,,,Male
4757df70-6c3e-46b8-99c0-a68644595c9a,Julia Michaels,"Michaels, Julia",,Person,United States,Davenport,1993-11-13,,Female
47671869-6a3f-4360-b552-19ce78ef7a12,ESNO,ESNO,,Person,Japan,,,,Male
476cafc8-95e6-49a1-ab1f-eba921d9fae0,Ronnie Icon,"Icon, Ronnie",,Person,,,,,
477af55d-042f-4e54-93e4-edcf4aed32be,해령,Hae-ryeong,,Person,South Korea,,1994-11-11,,Female
478eafc0-d1d0-4b65-9e6a-15c5ae58ce23,木﨑ゆりあ,"Kizaki, Yuria",,Person,Japan,Kasugai,1996-02-11,,Female
47985a93-43af-4704-a4e6-8f10b090e82b,Jennifer Kim,"Kim, Jennifer",,Person,,,,,Female
47a2cc37-adbf-4e62-8532-23b6aa1698db,Picard Brothers,Picard Brothers,,Group,Paris,,,,
47aac83b-10e4-4639-b081-5a809b96fe39,찬,Chan,,Person,South Korea,Jeju,1997-12-31,,Male
47b49552-2e51-4f5f-8ab1-8ab27e136951,Anders Mouridsen,"Mouridsen, Anders",guitarist,Person,Los Angeles,Denmark,,,Male
47cc2672-9e52-4512-8801-ffc9fe8c877c,Ashton Irwin,"Irwin, Ashton",,Person,Australia,,,,Male
47cd459b-06c1-462f-8fdd-27721a03ef68,Joe Lynn Turner,"Turner, Joe Lynn",US rock vocalist,Person,United States,Hackensack,1951-08-02,,Male
47d06156-05af-420e-8835-be50353a5d52,Terrace Martin,"Martin, Terrace",,Person,United States,Los Angeles,1978-12-28,,Male
47d8a222-ddc4-4cec-84b9-65067689cd33,Soké,Soké,,Person,Canada,,,,Male
47e3def4-c6ae-45c3-932b-d200979d0516,김준상,"Kim, Jun-sang",,Person,South Korea,,,,
47f1c600-2372-45f9-a228-3e9bcf64a083,Patrick Leonard,"Leonard, Patrick","american producer, songwriter and pianist",Person,United States,Crystal Falls,1956-03-14,,Male
47fbf697-d27c-4cd1-a95f-4088f257e187,Alex Venguer,"Venguer, Alex",,Person,,,,,
47fd52d0-04e3-454b-911d-594c37395cc4,SUZUKA,SUZUKA,member of 可憐Girl's,Person,,,,,
480cdd78-e54e-4518-9ec9-572a62d7e1e1,Diddy - Dirty Money,Diddy - Dirty Money,,Group,United States,,2009,2012,
481f67d8-1de2-46a9-88f0-444e48aef21a,James Mingo Lewis,"Lewis, James Mingo","percussionist, worked with Santana",Person,United States,New York,1940-12,,Male
483b7ad8-6015-41aa-9d4e-efb45a08a62e,Threshing Spirit,Threshing Spirit,black metal,Person,United States,,,,Male
484a1a15-cf67-428b-8b1f-735788e8ef8a,Hitchhiker,Hitchhiker,,Person,South Korea,,1971-04-06,,Male
484d03c6-8abb-452b-9348-e1afc5ddde0d,Warren Hard,"Hard, Warren",,Person,,,,,Male
4852beb5-3915-4b0c-96fb-9051f56c0de3,Tony Thompson,"Thompson, Tony","Drummer, best known for his work in CHIC",Person,United States,New York,1954-11-15,2003-11-12,Male
485cdfdf-d726-4e85-8e2e-103120993d02,Casual-T,Casual-T,,Person,,,,,
486067ad-56d6-48b5-957b-d6cfe3e1af73,Perfume,Perfume,Japanese pop girl group,Group,Japan,Minami-ku,2000,,
4861e415-2a6e-4682-98c0-ae212683faf4,Chuck Mangione,"Mangione, Chuck",,Person,United States,Rochester,1940-11-29,,Male
48646387-1664-4c9a-9139-9bfd091b823c,BLACKPINK,BLACKPINK,,Group,South Korea,Seoul,2016-08-08,,
48652da5-f54c-4f65-9c11-0fc05df18075,TAEMIN,TAEMIN,,Person,South Korea,Seoul,1993-07-18,,Male
4872c38f-d8d1-4735-a6ae-77847ca094a5,Belief,Belief,US hip-hop producer Jesse Shatkin,Person,United States,Brooklyn,,,Male
48753592-312e-4196-b1d3-db0dd54ebd4c,Kazuo Ishiguro,"Ishiguro, Kazuo",,Person,United Kingdom,Nagasaki,1954-11-08,,Male
4876a3ee-109b-41f7-9b87-f448333e7b02,野田陽菜乃,"Noda, Hinano",,Person,Japan,Mie,2004-02-15,,Female
4879db1e-2048-4ac3-bb49-d48af4491b65,초이,Choi,engineer,Person,South Korea,,,,Male
4888f720-6931-4e3a-be20-84fc2158b091,Stacey Proffitt,"Proffitt, Stacey",,Person,,,,,
488bb883-f914-4d09-8554-e3eb131d9698,Joseph Karnes,"Karnes, Joseph","Bassist, singer-songwriter",Person,United States,California,,,Male
488e1ce0-8be4-4c77-b023-8097b7994409,Clarice Jensen,"Jensen, Clarice",cellist,Person,Brooklyn,,,,Female
48964381-fab2-48f5-b2ad-b6d40cda4426,Brian Green,"Green, Brian",producer,Person,,,,,
4899f26e-7fd3-4c97-9f4d-3898af23e1a5,Darren Baby-dee Smith,"Smith, Darren Baby-dee",,Person,,,,,Male
48b3ee7b-197f-4237-bbcf-fa5742b0b56d,정재필,"Jung, Jae-pil",guitarist,Person,South Korea,,,,Male
48b7d40e-ab45-444d-a4d3-4d1de0f55b51,Timothy B. Schmit,"Schmit, Timothy B.",,Person,United States,Oakland,1947-10-30,,Male
48c15c94-0376-45e0-bc8f-80db5e127d24,Clayton Cameron,"Cameron, Clayton",,Person,United States,,,,Male
48c728c2-30f7-4ead-beec-3099ef7e54f5,Jon Thorne,"Thorne, Jon",english double bassist,Person,United Kingdom,,1967-02-12,,Male
48d0fef4-e015-44e1-a4aa-427ba9a47dfb,Charlie Bisharat,"Bisharat, Charlie",,Person,United States,Inglewood,1963,,Male
48e32ea6-e282-44ee-96a6-1ed5aeaa4023,Mac McAnally,"McAnally, Mac",,Person,United States,Red Bay,1957-07-15,,Male
48ec4bb6-47a6-4e2c-8287-7617464eb193,Alva Noto,Alva Noto,,Person,Germany,Chemnitz,1965-09-18,,Male
490a40c1-f0c4-4203-b62b-0d5e25cf6412,Marc Ford,"Ford, Marc",,Person,United States,Los Angeles,1966-04-13,,Male
490a8b96-d6fe-4b11-b100-c5eac3058578,Albi Albertsson,"Albertsson, Albi",,Person,,,,,Male
491470ea-797d-4d33-b14c-1a6a72827274,Tony Martin,"Martin, Tony",ex-Black Sabbath vocalist,Person,United Kingdom,Birmingham,1957-04-19,,Male
49180116-06e9-4008-b2d6-34c0793119fe,ELLA,ELLA,MEOVV,Person,South Korea,,,,Female
491d404c-78a1-4fc6-b273-52058d1aadfc,Melt,Melt,New York pop/R&B/soul band,Group,New York,New York,2017,,
49204a7a-ed85-407a-828f-6fd46f1d8126,NewJeans,NewJeans,,Group,South Korea,Seoul,2022-07-22,,
49266626-4297-41a5-80e0-251df9a2cfe4,Rusty Bradshaw,"Bradshaw, Rusty",,Person,,,,,
4926a931-1c04-4f86-af7b-8c167e38a0fe,Ann Coombs,"Coombs, Ann",Gabriel Roth,Person,,,,,Male
4929f1b6-f7a7-469a-98f0-f30ecf83463d,Matt Schaeffer,"Schaeffer, Matt",,Person,,,,,Male
492e7b91-a96b-4a5e-b105-6726a3a63fce,Rickard Göransson,"Göransson, Rickard",,Person,Sweden,,,,Male
49398482-83aa-4afb-bc8e-d4e800500275,KnocDown,KnocDown,,Person,,,,,Male
494ec056-1347-4720-bae2-b33ff0d1809c,Doveman,Doveman,,Person,United States,New York,1981-10-13,,Male
4956e03c-205c-4ee0-b5c2-1443f15f721c,김동혁,"Kim, Dong-hyuk","iKON member, born 1997",Person,South Korea,Seoul,1997-01-03,,Male
49595b08-b27b-4fb1-92ed-3340e1be865a,John McCartney,"McCartney, John",Paul McCartney's cousin,Person,,,,,Male
496f014e-dc90-4f18-b892-7f34007a5894,本田仁美,"Honda, Hitomi",,Person,Japan,Utsunomiya,2001-10-06,,Female
4977eb20-7292-4fa8-8f5a-124d5a8bca7a,August Vinberg,"Vinberg, August",,Person,,,,,Male
497ad8ff-0d35-4570-8a46-3f6b344b30b4,VERIVERY,VERIVERY,South Korean boy group,Group,South Korea,South Korea,2019-01-09,,
498fabd0-9dd3-4f7e-b6b8-4d4ab99b8b2f,Jean-Karl Lucas,"Lucas, Jean-Karl",,Person,,,,,Male
49948ebe-bf1c-4823-b470-f2c9ab018686,IZ*ONE,IZONE,,Group,South Korea,Seoul,2018-08-31,2021-04-29,
499784b6-37d2-40d8-b104-fe90f091347b,Saintbinary,Saintbinary,,Person,South Korea,,,,Male
49a0caf5-d4f5-4571-b360-211990f63194,Blake Slatkin,"Slatkin, Blake",,Person,,,,,Male
49a51491-650e-44b3-8085-2f07ac2986dd,Stuart Sutcliffe,"Sutcliffe, Stuart",,Person,United Kingdom,Edinburgh,1940-06-23,1962-04-10,Male
49acbee5-5fb5-4cf1-868f-67bc01de2d84,Brian Johnson,"Johnson, Brian",AC/DC lead singer,Person,United Kingdom,Dunston,1947-10-05,,Male
49b4ba82-fb3d-4a03-ad4c-b802b2498d8f,Lol Creme,"Creme, Lol",,Person,United Kingdom,Prestwich,1947-09-19,,Male
49c19ad1-eca8-4a0d-99b3-645df7c83dc4,Pete Bischoff,"Bischoff, Pete",,Person,United States,,,,Male
49cd13b8-727c-47d1-a19a-eb06fa545876,구종밀,"Koo, Jong-mil",,Person,South Korea,,,,
49dc7724-eb15-464f-b264-f85411db446b,HotSauce,HotSauce,South Korean producer duo,Group,South Korea,,,,
49e86b0d-7cfb-4147-bf91-cae0096d5f68,Josh Dun,"Dun, Josh",,Person,United States,Columbus,1988-06-18,,Male
49eb03dd-7196-4e5c-8ccf-f6ab934d75bb,Alan O'Connell,"O'Connell, Alan",,Person,,,,,
49ed8030-dc4e-4cd5-942f-bc8fa3d01cb8,홍준호,"Hong, Joon-Ho",,Person,South Korea,South Korea,1975-02-02,,Male
49ee6f7f-2c69-42d8-9c06-253c408f72a8,Don Felder,"Felder, Don",,Person,United States,Gainesville,1947-09-21,,Male
4a1f5836-a404-4752-9729-b6abb83eaf71,Mark Barry,"Barry, Mark",member of Lord Huron,Person,United States,,,,Male
4a26c03f-0482-4cab-ad42-e6b88c809e72,Meloney Collins,"Collins, Meloney",,Person,,,,,
4a3964df-2c26-4709-8258-467aa9c12f62,Musikality,Musikality,,Unknown,,,,,
4a401bc6-c2c7-4c2a-b3e3-1d48ad8535f0,Laurell,Laurell,Canadian singer/songwriter Laurell Baker,Person,Canada,Vancouver,1979-04-20,,Female
4a410282-9d1a-402a-95b2-2f259850347c,Jenna Andrews,"Andrews, Jenna",,Person,Canada,Calgary,1986-05-13,,Female
4a426313-00dd-4f87-9844-43abaf2b206e,Benjamin Armbrister,"Armbrister, Benjamin",,Person,Bahamas,,,,Male
4a503729-1179-4d9a-ba75-58c8a3666d5f,坂口渚沙,"Sakaguchi, Nagisa",,Person,Japan,Hokkaido,2001-05-28,,Female
4a528447-cf46-481b-9520-28a484608995,John Etchells,"Etchells, John",,Person,United Kingdom,,,,Male
4a5ba510-f5c5-4537-9779-0930c5d00ae2,기석,Giseok,DKZ,Person,South Korea,Ulsan,2004-06-24,,Male
4a5e40f8-bd48-4021-8fb7-c82897bafac6,김다래,"Kim, Da-rae",,Person,South Korea,Seoul,1991-10-18,,Female
4a718aed-a1b9-46a4-8eee-0681533eb38a,T. E. Conway,"Conway, T. E.",,Person,,,,,Male
4a861e4a-1580-42eb-8c15-b5105d5a22bc,The Original Lead Singers of The Temptations,"Original Lead Singers of The Temptations, The",,Group,United States,,,,
4a875dfc-d5a4-4bca-b494-73b59a0eb10b,Sean Carey,"Carey, Sean",,Person,United States,,,,
4a8fd8c3-19a2-4bf3-b1bb-6491a136e55f,Jeremy Freedman,"Freedman, Jeremy",,Person,,,,,Male
4ab21d7e-8612-455f-bbe5-d7b174556284,Matthew Jaragin,"Jaragin, Matthew",,Person,,,,,Male
4ab74d13-d1eb-4895-b874-6da5d8b1aac3,Philip Selway,"Selway, Philip",,Person,United Kingdom,Abingdon-on-Thames,1967-05-23,,Male
4ab8347c-93bb-4033-99af-35299b077f5c,Stuart MacIntosh,"MacIntosh, Stuart",,Person,,,1951-09-26,,
4ac80df5-2e66-4f13-aa5d-68a9ae89db02,Dedrick Bonner,"Bonner, Dedrick",,Person,,,,,
4ad416e1-0cb3-493b-a7e5-37340d6bcc3f,DJ Infamous,DJ Infamous,,Person,,,,,Male
4ae5caf8-f8ec-426d-aea0-5d5e6eae4306,Lee Manning,"Manning, Lee",US engineer,Person,United States,,,,Male
4aeb4915-b7de-4b12-a601-063176996ee6,Basick,Basick,,Person,South Korea,Daegu,1986-08-12,,Male
4af6ad9c-637a-40c2-b888-39bf2eeb6757,Cordell Mosson,"Mosson, Cordell",,Person,United States,,1952-10-16,2013-04-18,Male
4afd9d7b-93d4-4b0c-9d23-2bfcb57783c8,Ed Townsend,"Townsend, Ed",,Person,United States,Fayetteville,1929-04-16,2003-08-13,Male
4afe0611-8106-4aa3-a9ad-9ab55fdf5599,Arnar Rósenkranz Hilmarsson,Arnar Rósenkranz Hilmarsson,"drummer, Of Monsters and Men",Person,Iceland,,,,Male
4b017da7-d382-47fa-92cc-cbac2225a257,Zuper Blahq,Zuper Blahq,,Person,,,,,
4b0b54da-0470-48a3-8ce0-1853a9103685,Dick Smith,"Smith, Dick",US guitarist/vocalist for Earth Wind & Fire,Person,United States,,,,Male
4b0cb524-df16-4965-9a86-82a9d79a2e37,황수연,"Hwang, Soo Yeon",,Person,South Korea,,1991-10-15,,Female
4b289467-0bc9-4e6a-aea6-b42247c89756,Joey Kramer,"Kramer, Joey",drummer for Aerosmith,Person,United States,The Bronx,1950-06-21,,Male
4b356f05-bcc2-4544-925b-fd9a1bf708be,Danger Mouse,Danger Mouse,Brian Burton,Person,United States,White Plains,1977-07-29,,Male
4b462375-c508-432a-8c88-ceeec38b16ae,Kim Wilde,"Wilde, Kim",,Person,United Kingdom,Chiswick,1960-11-18,,Female
4b4aa357-8643-4c30-b517-314d23a08bd6,J. Curtis,"Curtis, J.",,Person,,,,,
4b54d759-d312-451c-a7b1-93b314318a30,Cameron Stone,"Stone, Cameron",,Person,,,,,
4b55083b-c84f-47d7-b407-4633e141cc08,민규,MINGYU,,Person,South Korea,Anyang,1997-04-06,,Male
4b5eae32-8cd7-432a-8c90-5d686759daae,Erik Holm,"Holm, Erik",Swedish violist,Person,Sweden,,,,Male
4b641fc5-a764-4221-a60b-c3d75412ebe6,명호,"Ji, Myung-ho",,Person,South Korea,South Korea,2001-10-12,,Male
4b66082d-36a3-4418-a80c-ea7773e46bf6,Deon Estus,"Estus, Deon",,Person,United States,Detroit,1956-07-04,2021-10-11,Male
4b6d680e-6461-4662-9551-5f3df7cde494,Kosine,Kosine,,Person,,,,,
4b782d7e-fa42-411f-bb5a-a7c4aeea2c2d,Mick Avory,"Avory, Mick",,Person,United Kingdom,Surrey,1944-02-15,,Male
4b7c351b-6f8a-49ba-8831-9d59d5862ffb,환희,Hwanhee,,Person,South Korea,Seoul,1982-01-17,,Male
4b83aea9-8fb9-4ca9-ae2c-5898fcafdc21,David Anthony Eames,"Eames, David Anthony",,Person,,,,,Male
4b9a00f9-7ec0-4171-af30-dcfd5ac09db5,Norm Fisher,"Fisher, Norm",,Person,Canada,High Prairie,1963-10-22,,Male
4ba4869b-fdc0-4dc0-b041-7b4287478d0d,형근,Hyeongeun,INHOUSE,Person,South Korea,,,,
4bad3a5b-ed4b-4056-afbd-6975907e9749,白間美瑠,"Shiroma, Miru",,Person,Japan,Osaka,1997-10-14,,Female
4baf4153-5af2-45e3-be93-41083d2b6d37,Byron Miller,"Miller, Byron",bass guitarist,Person,United States,,,,Male
4bb1144f-be23-423c-a1ae-fc2239a4aec0,Oscar Free,"Free, Oscar",,Unknown,,,,,
4bb2db8e-a2fa-48c1-829a-c94e317534c9,Sally Herbert,"Herbert, Sally","violinist, composer, and conductor",Person,United Kingdom,,,,Female
4bb7a928-ac1d-4c99-8f16-75fb7c7eeeb8,Dave Fortman,"Fortman, Dave",,Person,United States,,1967-07-11,,Male
4bbc8087-548d-4484-abd2-5b1f4c1a7940,Ryan Leslie,"Leslie, Ryan","US songwriter, producer",Person,United States,"Washington, D.C.",1978-09-25,,Male
4bdcee62-4902-4773-8cd1-e252e2e31225,Alanis Morissette,"Morissette, Alanis",,Person,Canada,Ottawa,1974-06-01,,Female
4be85d5f-1566-48c9-ae11-c0392cb44fea,GWSN,GWSN,,Group,South Korea,Seoul,2018-06-14,2023-01-12,
4bea512e-c8d9-4a5f-94bc-c01f85505e9b,Daði Freyr,Daði Freyr,,Person,Berlin,Reykjavík,1992-06-30,,Male
4bf230c2-051f-4e23-abf7-aa7768457d2e,Carl Banks,"Banks, Carl",,Person,United States,,,,Male
4bf61555-5ba0-4dc2-91ca-16940ca6cd17,Doug Rauch,"Rauch, Doug",,Person,United States,New York,1950-09-14,1979-04-23,Male
4bfa99d6-e150-4488-8c9f-796120f58dbb,Mike Feingold,"Feingold, Mike",,Person,,,,,Male
4bfc9d03-033c-45a5-bc69-a9f2e393490e,최소영,"Choi, Seo-young",Jam Factory songwriter,Person,South Korea,,,,Female
4c0b490f-83fb-465e-99cc-67ac9653bc2a,Wes Hightower,"Hightower, Wes",,Person,United States,Weatherford,1965,,Male
4c2166a5-8d5f-44fa-9715-672d1a309030,김종성,"Kim, Jong-sung",,Person,South Korea,,,,
4c45495f-b9f3-4d03-9fac-d44c8a77f5de,Kirk Hammett,"Hammett, Kirk",,Person,United States,San Francisco,1962-11-18,,Male
4c47e18a-c034-4ab6-98a6-110e14b63965,Natalie Maines,"Maines, Natalie",,Person,United States,,1974-10-14,,Female
4c52df23-ea25-4320-9f95-a6b282860710,早坂つむぎ,"Hayasaka, Tsumugi",,Person,Japan,Yamagata,2001-05-12,,Female
4c54e379-820d-404b-b7c7-09430f307166,永野恵,"Nagano, Megumi",,Person,Japan,Kanagawa,2004-03-22,,Female
4c63a2a0-5e7d-4e92-ab67-fadcb5f74fba,Brad Shea,"Shea, Brad",,Unknown,,,,,
4c6ea962-cc0e-494c-a972-1bdf6d81097e,Justin Cole,"Cole, Justin",,Person,United States,Detroit,1981,,Male
4c744d81-5906-4dfc-86e5-9311a4724dd2,Frank Lio,"Lio, Frank",,Person,,,1965-04-21,,
4c76ba5a-281b-4785-b99f-0c0146f1bac3,서현,SEOHYUN,,Person,South Korea,Geumcheon District,1991-06-28,,Female
4c7d73ff-bfa9-407f-981a-0136cec1a2a5,이기호,"Lee, Ki-ho",,Person,South Korea,,,,
4c8ead39-b9df-4c56-a27c-51bc049cfd48,The Revolution,"Revolution, The",founded by Prince,Group,United States,Minneapolis,1979,1986,
4c98aa1b-34eb-4336-987f-5e50aa059c00,The Script,"Script, The",,Group,Ireland,Dublin,2001,,
4c9e4ac3-5fa7-4583-a193-af8f3c64e618,千葉恵里,"Chiba, Erii",,Person,Japan,Kanagawa,2003-10-27,,Female
4cbe196f-025f-4b7e-9cb2-eaac0b6ec01b,기현,KIHYUN,,Person,South Korea,South Korea,1988-02-04,,Male
4cc9a981-772c-4a8c-990f-1aefb95ae288,황현,"Hwang, Hyeon",MonoTree,Person,South Korea,Daegu,1982-02-02,,Male
4cc9dc86-034e-40e3-9923-5acc135ab88c,Jackie Shave,"Shave, Jackie",,Person,United Kingdom,,,,Female
4ccb9311-6944-4c29-a157-6c519488292b,William King,"King, William",member of Commodores,Person,United States,,1949-01-30,,
4ce6e8d2-1345-4eaa-b1b9-c738414b6827,Whitney Phillips,"Phillips, Whitney",,Person,United States,,,,Female
4cf05e76-1503-49a0-a9ec-43e1f631ada8,Solji,Solji,,Person,South Korea,Seongnam,1989-01-10,,Female
4cf412fc-78f7-44c6-9261-d3dd4ce14f23,수빈,SOOBIN,TXT,Person,South Korea,,2000-12-05,,Male
4cfbe2b3-9919-40d6-8890-8d9712885108,大島優子,"Ōshima, Yūko",AKB48,Person,Japan,Mibu,1988-10-17,,Female
4d051b66-8200-466c-8cec-602e75cac059,MIYA,MIYA,Japanese Singer; GWSN,Person,South Korea,Shizuoka,1993-05-26,,Female
4d0ed977-fdbc-47d2-9c99-6f5e2b2adb12,前田美月,"Maeda, Mitsuki",,Person,Japan,Tokyo,1998-10-05,,Female
4d2956d1-a3f7-44bb-9a41-67563e1a0c94,Blondie,Blondie,US rock band,Group,United States,New York,1974,,
4d30286b-7a75-44a8-b063-faf71830172a,Augustine Lim,"Lim, Augustine",,Person,,,,,Male
4d347472-05cd-469f-8b03-864b344d007a,Raul Cubina,"Cubina, Raul",,Person,,,,,Male
4d41868f-8901-4e77-bbd9-ead5bb7831ee,Amy Allen,"Allen, Amy",songwriter,Person,United States,,,,Female
4d4870b6-838e-4605-b36d-231634c18f48,G.Soul,G.Soul,Spanish hip hop producer,Person,Spain,,,,Male
4d4e2261-02d2-4796-83bf-5bbadcbba629,Nick Rushe,"Rushe, Nick",,Person,,,,,
4d5447d7-c61c-4120-ba1b-d7f471d385b9,John Lennon,"Lennon, John",The Beatles,Person,United Kingdom,Liverpool,1940-10-09,1980-12-08,Male
4d5b473f-8e4b-4443-9936-586627ac3753,Dave Bargeron,"Bargeron, Dave",US trombonist & tubist,Person,United States,Athol,1942-09-06,,Male
4d5ec626-2251-4bb1-b62a-f24f471e3f2c,이수만,"Lee, Soo-Man",,Person,South Korea,Seoul,1952-06-18,,Male
4d5f891d-9bce-45ae-ad86-912dd27252fa,Dave Grohl,"Grohl, Dave",,Person,United States,Warren,1969-01-14,,Male
4d60b057-d6fc-411c-bcff-a542bcee2300,M-Phazes,M-Phazes,,Person,Australia,Gold Coast,1983-02-01,,Male
4d6eac0c-dc6a-44df-ac94-a19af05a2061,Emil Richards,"Richards, Emil",,Person,United States,Hartford,1932-09-02,2019-12-14,Male
4d84fa33-3927-429e-9bf5-1d2eb2f9307e,John Ryan,"Ryan, John",American pop singer/producer a/k/a “John the Blind”,Person,United States,Rochester,1987-08-19,,Male
4d89e83d-12a7-4545-bf83-3377b09be7d1,Tim Sanders,"Sanders, Tim",UK saxophonist,Person,United Kingdom,,,,Male
4d965cc0-86a6-49e2-80f9-7c2bdf606242,Delta Rae,Delta Rae,,Group,United States,Durham,2009,,
4d9768fd-947c-4b0a-beba-6191e2c830e2,Glen Ballard,"Ballard, Glen",,Person,United States,Natchez,1953-05-01,,Male
4d9a8303-8259-489f-b228-c65433ed0aa2,Josh Mosser,"Mosser, Josh",,Person,,,,,Male
4da8a075-9db8-422e-a154-57386c572d88,Trinidad James,Trinidad James,,Person,Atlanta,Port of Spain,1987-09-23,,Male
4dab5567-225d-4246-84bb-2d067737f446,이상엽,"Lee, Sang-yeob",,Person,South Korea,,,,Male
4db9f9d7-74e9-4142-a704-41091f402fd2,大堀めしべ,"Ōhori, Meshibe",,Person,Japan,,,,Female
4dbb27db-13a4-48c0-9431-185275742064,David Bendeth,"Bendeth, David",,Person,United Kingdom,Stoke Newington,1954-06-17,,Male
4dc14f03-40b5-4268-8965-8e64fedb0798,En Butter,En Butter,,Group,South Korea,Seoul,2023-03,2023-03,
4dd59866-0b45-4a2b-a823-6f60016d052a,김진환,"Kim, Jin Hwan",Composer,Person,South Korea,,,,
4deb1df7-e92b-4237-8faf-f736fcdcbb13,John Panozzo,"Panozzo, John",,Person,United States,,1948-09-20,1996-07-16,
4dee5280-e4dc-4e6f-88b6-b93e371aba20,Johnny Kosich,"Kosich, Johnny",,Unknown,,,,,
4e0f21da-45a4-441b-b088-f86617199468,Christopher Gray,"Gray, Christopher",horn player,Person,,,,,
4e19a8c9-2be0-4ade-8e64-aae9f48dc55b,Justin Shirley-Smith,"Shirley-Smith, Justin",,Person,United Kingdom,,,,Male
4e24e4e2-bbda-4870-aacb-5835a8143738,Jacob,Jacob,THE BOYZ,Person,South Korea,Toronto,1997-05-30,,Male
4e29daa1-32e4-49a4-ab3b-ac26a708127b,Jessica Agombar,"Agombar, Jessica",,Person,,,,,Female
4e2aeead-29d5-47ef-bdd0-023671acbd63,Melanie Joy Fontana,"Fontana, Melanie Joy",,Person,United States,Newington,1986-10-03,,Female
4e34b79b-87e5-4806-9628-d328b8185687,RIIVA,RIIVA,Germany Solo Artist,Person,Germany,,,,Female
4e481ad9-aa5d-4a1a-b2fc-444c0ad48b7e,James Fauntleroy,"Fauntleroy, James",,Person,United States,Inglewood,1984-05-16,,Male
4e4df494-31bd-4c73-8f98-b839d7d258ef,Prime Time,Prime Time,probably South Korean,Unknown,,,,,
